Pallet: "system", Extrinsic: "remark", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
b,extrinsic_time,storage_root_time
16350,722,1750
16350,741,1822
16350,714,1813
16350,725,1778
16350,729,1759

Median Slopes Analysis
========

Model:
Time ~=    0.668
    + b        0
              µs

Min Squares Analysis
========

Data points distribution:
    b   mean µs  sigma µs       %
    0     0.588     0.013    2.2%
  327     0.687     0.009    1.3%
  654     0.667     0.008    1.1%
  981      0.68     0.006    0.8%
 1308     0.672     0.006    0.8%
 1635     0.663     0.007    1.0%
 1962     0.669     0.007    1.0%
 2289     0.668     0.006    0.8%
 2616     0.694     0.004    0.5%
 2943     0.689     0.008    1.1%
 3270     0.668     0.004    0.5%
 3597     0.664     0.007    1.0%
 3924     0.667     0.003    0.4%
 4251     0.686     0.004    0.5%
 4578     0.679     0.008    1.1%
 4905     0.678     0.004    0.5%
 5232     0.675     0.004    0.5%
 5559     0.676     0.009    1.3%
 5886     0.675     0.007    1.0%
 6213     0.685     0.004    0.5%
 6540     0.691     0.006    0.8%
 6867     0.692     0.005    0.7%
 7194     0.689     0.005    0.7%
 7521     0.698     0.008    1.1%
 7848     0.687     0.004    0.5%
 8175     0.693     0.004    0.5%
 8502     0.694     0.005    0.7%
 8829     0.709     0.005    0.7%
 9156     0.711     0.006    0.8%
 9483     0.703     0.008    1.1%
 9810     0.704     0.007    0.9%
10137     0.701     0.006    0.8%
10464     0.704     0.005    0.7%
10791     0.698     0.006    0.8%
11118       0.7     0.007    1.0%
11445     0.692     0.006    0.8%
11772     0.701     0.006    0.8%
12099     0.701     0.004    0.5%
12426     0.691     0.005    0.7%
12753     0.691     0.008    1.1%
13080     0.693     0.005    0.7%
13407     0.706     0.007    0.9%
13734      0.71     0.005    0.7%
14061     0.704      0.01    1.4%
14388     0.707     0.007    0.9%
14715     0.709     0.006    0.8%
15042     0.702     0.008    1.1%
15369     0.697     0.003    0.4%
15696       0.7     0.006    0.8%
16023     0.711     0.007    0.9%
16350     0.719     0.005    0.6%

Quality and confidence:
param     error
b             0

Model:
Time ~=    0.665
    + b        0
              µs

