Pallet: "offences", Extrinsic: "report_offence", Lowest values: [], Highest values: [], Steps: [20], Repeat: 20
r,o,n,extrinsic_time,storage_root_time
100,89,100,1193364985,164664333
100,89,100,1199075498,162051293
100,89,100,1181160818,159157994
100,89,100,1177247875,159974444
100,89,100,1181652071,159795035
100,89,100,1194111011,158269373
100,89,100,1199828852,163951218
100,89,100,1185234692,162975040
100,89,100,1200583393,166652812
100,89,100,1182407834,159594979
100,89,100,1164218312,159707887
100,89,100,1165439475,161771814
100,89,100,1170097412,164550045
100,93,100,1263333758,166458273
100,93,100,1246576371,168735940
100,93,100,1266250537,169264662
100,93,100,1237255560,164739303
100,93,100,1264533743,168027086
100,93,100,1263539957,167760151
100,93,100,1248790545,165254379
100,93,100,1265587683,167846727
100,93,100,1271868773,170732766
100,93,100,1242623279,167303819
100,93,100,1229999999,165899568
100,93,100,1240188369,170138016
100,93,100,1270590976,167478569
100,93,100,1230822896,164257467
100,93,100,1240324001,169869769
100,93,100,1230053453,165460127
100,93,100,1241759371,163487589
100,93,100,1228437872,165261283
100,93,100,1225001034,167424638
100,93,100,1323335604,180758863
100,97,100,1322229262,169207427
100,97,100,1327573678,171992651
100,97,100,1339783743,171166791
100,97,100,1297756531,169832587
100,97,100,1326367302,172801837
100,97,100,1315146539,172863443
100,97,100,1316888538,170446168
100,97,100,1303464475,172588291
100,97,100,1298378066,171498468
100,97,100,1297942554,171927421
100,97,100,1322426227,174870821
100,97,100,1316537302,174047226
100,97,100,1358094257,175455104
100,97,100,1331356104,173651206
100,97,100,1339913765,174781091
100,97,100,1340462315,172698823
100,97,100,1332483160,172617007
100,97,100,1334043914,172169419
100,97,100,1307899948,174534647
100,97,100,1342025157,172505606
100,100,1,250603339,6014540
100,100,1,241921973,6225387
100,100,1,242590767,6079554
100,100,1,242079817,5961404
100,100,1,241139779,6113995
100,100,1,246228111,6892434
100,100,1,245347079,6102255
100,100,1,250387973,6408083
100,100,1,248899063,6159310
100,100,1,252264229,6259417
100,100,1,243447322,6156782
100,100,1,245796396,6039876
100,100,1,248896923,6076565
100,100,1,247260266,6170243
100,100,1,248896387,6136029
100,100,1,247624051,6225398
100,100,1,252677751,6092453
100,100,1,252840408,6358981
100,100,1,247843949,6090604
100,100,1,254888205,6154982
100,100,5,288292028,12026968
100,100,5,288430080,12275696
100,100,5,287802238,11970487
100,100,5,290173223,12145068
100,100,5,290553589,12061582
100,100,5,296188646,12044080
100,100,5,291675668,12094407
100,100,5,290468413,12044155
100,100,5,287970777,12630416
100,100,5,297186049,12835254
100,100,5,297551860,12682045
100,100,5,289355828,12924557
100,100,5,294053493,12536665
100,100,5,288513921,12013562
100,100,5,293712490,12189512
100,100,5,286188795,11935355
100,100,5,287259915,12086019
100,100,5,295912775,12126801
100,100,5,288124493,12017560
100,100,5,292243350,12262661
100,100,9,329298534,18257190
100,100,9,329715671,18323160
100,100,9,336344586,18725695
100,100,9,332348968,18353476
100,100,9,334176209,18463243
100,100,9,333249069,18879163
100,100,9,333579792,18202571
100,100,9,333531830,18647746
100,100,9,333481591,18262967
100,100,9,335644501,18469678
100,100,9,341416634,18088604
100,100,9,339005229,18829526
100,100,9,338299050,18848555
100,100,9,328284957,18608859
100,100,9,332955374,18981044
100,100,9,333348852,18251856
100,100,9,331904498,18272254
100,100,9,332854732,19517624
100,100,9,329712944,19633253
100,100,9,332036424,19240173
100,100,13,376870719,23669799
100,100,13,370113268,23854256
100,100,13,374161418,23818534
100,100,13,375973970,23520453
100,100,13,382178387,23573730
100,100,13,377051990,24646611
100,100,13,378853299,24870776
100,100,13,378939077,23953503
100,100,13,377519771,23449145
100,100,13,387818976,23517915
100,100,13,380083694,23979320
100,100,13,385458574,24266022
100,100,13,372753776,24213640
100,100,13,373142153,23320533
100,100,13,372123926,23604140
100,100,13,384370093,24323285
100,100,13,368551140,24473216
100,100,13,371952535,23963475
100,100,13,372704616,23883551
100,100,13,370589135,23400226
100,100,17,424073695,31326046
100,100,17,412682412,31532605
100,100,17,447666488,31805565
100,100,17,437574060,31198498
100,100,17,411596474,32119672
100,100,17,413582649,31793255
100,100,17,419290786,30055432
100,100,17,421836435,31695692
100,100,17,420478148,30693143
100,100,17,425283896,31245042
100,100,17,416433698,31561627
100,100,17,418994373,31223427
100,100,17,416671915,31063993
100,100,17,414830703,31305563
100,100,17,420251216,31479882
100,100,17,411185070,30582367
100,100,17,414361480,31022244
100,100,17,413217966,31181851
100,100,17,410259411,30228479
100,100,17,418502208,31710412
100,100,21,467665149,36652726
100,100,21,456478686,36175554
100,100,21,458251679,37658686
100,100,21,460827210,36974631
100,100,21,458250230,37131295
100,100,21,465370560,37076610
100,100,21,473969224,38543299
100,100,21,466577909,36726061
100,100,21,460599620,36209515
100,100,21,461794523,38111889
100,100,21,478623033,38084606
100,100,21,465648536,36676393
100,100,21,457982699,36840325
100,100,21,458989339,36873920
100,100,21,460069039,37576219
100,100,21,480862120,41152475
100,100,21,470396342,37644813
100,100,21,463916886,37416609
100,100,21,469526494,36902605
100,100,21,462001588,36610016
100,100,25,505289809,42491145
100,100,25,510928934,43825107
100,100,25,514561695,43403905
100,100,25,506260587,43229892
100,100,25,504146836,44115300
100,100,25,508334839,42590969
100,100,25,513622079,43291041
100,100,25,511722424,43979313
100,100,25,508621999,44914779
100,100,25,507340125,43789823
100,100,25,504233826,44045221
100,100,25,509989929,43304513
100,100,25,505427483,44091397
100,100,25,514003236,44204494
100,100,25,503506624,42010293
100,100,25,501465368,43200199
100,100,25,503893833,43551914
100,100,25,511968004,45851025
100,100,25,505174661,42965307
100,100,25,503107709,44330521
100,100,29,548345487,49463805
100,100,29,568348312,48667440
100,100,29,549321745,48468295
100,100,29,569821799,49409282
100,100,29,541481225,50212118
100,100,29,545153062,50316235
100,100,29,544169058,49358206
100,100,29,557494310,49136362
100,100,29,546310307,48257203
100,100,29,550613166,49310960
100,100,29,545801420,48146056
100,100,29,540743409,47683385
100,100,29,546040349,48739889
100,100,29,549709224,49427509
100,100,29,551537067,49265563
100,100,29,546966307,50161641
100,100,29,542084710,48640752
100,100,29,542708485,49563001
100,100,29,538927626,48416829
100,100,29,550471598,50827814
100,100,33,589887189,55321928
100,100,33,599966917,57084452
100,100,33,584740896,55629682
100,100,33,578413534,54791329
100,100,33,579641305,55379623
100,100,33,575629227,55880885
100,100,33,593563830,56049792
100,100,33,579104203,55095578
100,100,33,588731144,54904103
100,100,33,577398910,54821245
100,100,33,582232503,55178196
100,100,33,585668056,56927364
100,100,33,583815440,56972568
100,100,33,590975718,55045175
100,100,33,596007227,55144512
100,100,33,582670595,58363139
100,100,33,607421201,60878773
100,100,33,603200611,54772259
100,100,33,578902655,54656979
100,100,33,592713458,55746173
100,100,37,642026737,65416026
100,100,37,632760787,68526146
100,100,37,639344484,63633179
100,100,37,637485258,63071787
100,100,37,630565948,64313370
100,100,37,633192392,63030301
100,100,37,634224792,64045874
100,100,37,637738838,67276506
100,100,37,634355428,64319874
100,100,37,626676132,64453502
100,100,37,631587031,64464653
100,100,37,628085078,64818238
100,100,37,633994253,65336217
100,100,37,639638659,64965690
100,100,37,632346658,65807596
100,100,37,642857838,64913878
100,100,37,640777757,64283280
100,100,37,648283165,65523052
100,100,37,645255869,64448390
100,100,37,635885649,66007230
100,100,41,693619426,72936915
100,100,41,666048325,71154303
100,100,41,673164404,71629359
100,100,41,702245481,70571560
100,100,41,683025145,68036875
100,100,41,668353055,71440571
100,100,41,675310950,70136344
100,100,41,678912354,69291047
100,100,41,674367238,69838942
100,100,41,680644447,71815959
100,100,41,679880114,70572214
100,100,41,690702085,73454336
100,100,41,669452994,71966819
100,100,41,674661960,71579219
100,100,41,684778574,71915692
100,100,41,686802925,70113967
100,100,41,668779867,69143059
100,100,41,679365175,72394232
100,100,41,674098937,70462284
100,100,41,681446613,71273024
100,100,45,721564571,78289932
100,100,45,721944509,79752975
100,100,45,710563012,77201880
100,100,45,733739864,79149069
100,100,45,713511176,78081968
100,100,45,727414686,78503356
100,100,45,723059491,76250848
100,100,45,727288255,87121356
100,100,45,722952458,77288048
100,100,45,719514093,76857278
100,100,45,716029659,75996613
100,100,45,736980790,77493563
100,100,45,712742116,77161873
100,100,45,720818925,78313855
100,100,45,731100252,77485782
100,100,45,728714014,76858316
100,100,45,725440101,78579293
100,100,45,717648018,79819640
100,100,45,728489330,76680842
100,100,45,720268806,80580454
100,100,49,806916048,82693494
100,100,49,765473959,86235430
100,100,49,758406991,85173624
100,100,49,771176474,84472796
100,100,49,768694888,84401655
100,100,49,781793048,85667280
100,100,49,761935882,85646116
100,100,49,763634682,84908370
100,100,49,781544120,86686398
100,100,49,783123393,85345881
100,100,49,783517373,84586403
100,100,49,769943387,86876101
100,100,49,765808656,84308049
100,100,49,766779186,85208648
100,100,49,757762032,83958206
100,100,49,772977308,84793849
100,100,49,768180848,85668662
100,100,49,766614884,83855494
100,100,49,764014246,86788811
100,100,49,766513066,84000448
100,100,53,860553300,92706952
100,100,53,849490851,92046438
100,100,53,852471655,91660474
100,100,53,843043892,90308294
100,100,53,842010536,93333308
100,100,53,849726462,90275887
100,100,53,848299396,90185392
100,100,53,846224970,91604883
100,100,53,851684153,90360050
100,100,53,839678271,90477335
100,100,53,856676663,90283923
100,100,53,837275050,90634128
100,100,53,840860030,90855490
100,100,53,836754143,90959371
100,100,53,853714263,90882075
100,100,53,847794788,91277258
100,100,53,846871152,90383037
100,100,53,838746045,92261727
100,100,53,850827276,90104148
100,100,53,861496834,90787084
100,100,57,890102366,97259496
100,100,57,898674776,98359334
100,100,57,889366098,97138579
100,100,57,887817531,96137704
100,100,57,884391135,98138225
100,100,57,886396683,95281392
100,100,57,894163426,96527089
100,100,57,902654638,98301510
100,100,57,895872203,97558639
100,100,57,883341373,99562490
100,100,57,901779143,96998434
100,100,57,899811775,97878203
100,100,57,889365038,99204718
100,100,57,890906843,99230405
100,100,57,884525235,98119793
100,100,57,921437482,97973489
100,100,57,896600966,97314187
100,100,57,894701404,97766529
100,100,57,891897661,99708458
100,100,57,900923782,96959934
100,100,61,926820799,105279848
100,100,61,929619444,104650648
100,100,61,935792494,103758401
100,100,61,941557461,102347621
100,100,61,936460223,104976125
100,100,61,950057815,102676745
100,100,61,947440792,103819226
100,100,61,952040417,107061738
100,100,61,939653755,104431290
100,100,61,948574566,103614691
100,100,61,934233889,104908992
100,100,61,957897426,105067104
100,100,61,934938722,103279528
100,100,61,933544216,105600811
100,100,61,961134891,104597986
100,100,61,944649573,102284462
100,100,61,925070849,103245449
100,100,61,931137688,103678099
100,100,61,929648902,104784231
100,100,61,932433792,104377576
100,100,65,992405460,110825451
100,100,65,988075912,110495648
100,100,65,1023385706,112622922
100,100,65,970027587,110920382
100,100,65,982818669,110099253
100,100,65,987797006,113899985
100,100,65,979024987,109609644
100,100,65,983976099,117864454
100,100,65,980178056,111057517
100,100,65,975706007,110335195
100,100,65,990926762,112351113
100,100,65,985986361,110530314
100,100,65,973588567,111384545
100,100,65,993042493,110495908
100,100,65,989337267,113693498
100,100,65,1003807634,112324441
100,100,65,996246373,111780651
100,100,65,992261343,115410232
100,100,65,997625418,111504818
100,100,65,984213261,112846526
100,100,69,1036459521,128434582
100,100,69,1040094595,124850327
100,100,69,1038771415,125891667
100,100,69,1040773182,124161702
100,100,69,1018649810,125123470
100,100,69,1047841468,125734539
100,100,69,1012161445,125969034
100,100,69,1033262477,127607346
100,100,69,1029088353,123552650
100,100,69,1056296014,125119333
100,100,69,1027339513,124860860
100,100,69,1027742096,127113019
100,100,69,1007047485,124036969
100,100,69,1026334243,125855925
100,100,69,1042138077,127984327
100,100,69,1021670994,125728747
100,100,69,1029905538,125681494
100,100,69,1044106242,125450664
100,100,69,1028722420,125759833
100,100,69,1037750829,126364004
100,100,73,1071736448,132904915
100,100,73,1064181381,133075017
100,100,73,1092450040,132102147
100,100,73,1097420361,133641553
100,100,73,1061453484,134309634
100,100,73,1087715388,134197434
100,100,73,1137706480,140000779
100,100,73,1122427000,135845631
100,100,73,1134896893,138333764
100,100,73,1121666757,137899761
100,100,73,1123849257,139107388
100,100,73,1108116239,136708169
100,100,73,1102703654,136225567
100,100,73,1094039995,135462095
100,100,73,1103266884,136741659
100,100,73,1091388294,137232561
100,100,73,1086939067,135281071
100,100,73,1107349205,133176827
100,100,73,1100812483,133564235
100,100,73,1100689440,136283313
100,100,77,1144957763,142495195
100,100,77,1136232661,145416044
100,100,77,1140079390,141199770
100,100,77,1138502653,149098335
100,100,77,1129818046,147344927
100,100,77,1132563729,142790860
100,100,77,1163529517,141192714
100,100,77,1136909098,145307396
100,100,77,1146302047,142599315
100,100,77,1151327599,145206838
100,100,77,1145596440,141062839
100,100,77,1141980902,143883414
100,100,77,1161477192,144265047
100,100,77,1165814061,143823608
100,100,77,1174504332,141545731
100,100,77,1152137977,144022581
100,100,77,1129640230,145435999
100,100,77,1130673073,141863238
100,100,77,1137683772,145618121
100,100,77,1136540567,144176110
100,100,81,1169964075,149275363
100,100,81,1204258123,149234225
100,100,81,1209713518,148871991
100,100,81,1177363469,145955466
100,100,81,1196413829,150445776
100,100,81,1190512725,146841480
100,100,81,1190113617,150076864
100,100,81,1191394479,166625709
100,100,81,1182717734,147691591
100,100,81,1175071072,148978354
100,100,81,1169540256,157023856
100,100,81,1194468229,150766644
100,100,81,1196182737,158196363
100,100,81,1196753090,149909080
100,100,81,1205946639,149278556
100,100,81,1213361136,154698686
100,100,81,1164060212,174963905
100,100,81,1157069314,148833913
100,100,81,1160041416,146164174
100,100,81,1171869213,164410743
100,100,85,1189380322,150521468
100,100,85,1217290738,155263100
100,100,85,1224241951,153448087
100,100,85,1214813971,154777581
100,100,85,1210422803,153627684
100,100,85,1203975157,153767448
100,100,85,1194726887,152734416
100,100,85,1183319042,154731896
100,100,85,1196326711,152380716
100,100,85,1206540339,152678421
100,100,85,1220501935,153781029
100,100,85,1219153379,154430790
100,100,85,1223417573,153100956
100,100,85,1184911134,152930802
100,100,85,1237347311,153702146
100,100,85,1192102790,154293682
100,100,85,1191889314,157516461
100,100,85,1186877219,151495173
100,100,85,1200240309,171123315
100,100,85,1209343065,153515100
100,100,89,1261072207,161055022
100,100,89,1235755936,166180179
100,100,89,1241202162,175241160
100,100,89,1263626137,163531715
100,100,89,1284283129,158350337
100,100,89,1266568913,162585634
100,100,89,1242207089,157600857
100,100,89,1250587450,158549129
100,100,89,1235279239,158125272
100,100,89,1246686808,166771543
100,100,89,1241860033,158827428
100,100,89,1243162941,159473789
100,100,89,1268699016,161248408
100,100,89,1261279815,160913650
100,100,89,1268757452,163782818
100,100,89,1214587817,162459890
100,100,89,1209720732,157415838
100,100,89,1290567621,165191943
100,100,89,1223585324,159280706
100,100,89,1234274792,156371792
100,100,93,1276993113,165673011
100,100,93,1287650760,166063212
100,100,93,1292022897,169661002
100,100,93,1282192682,166156254
100,100,93,1306002256,170094313
100,100,93,1301644991,171820204
100,100,93,1309640823,171147959
100,100,93,1280540487,164179250
100,100,93,1279407664,167319960
100,100,93,1290390191,170225867
100,100,93,1292364366,167648309
100,100,93,1291521915,166772256
100,100,93,1290369179,171361937
100,100,93,1301544507,167691393
100,100,93,1267421220,170781607
100,100,93,1293727656,166555212
100,100,93,1294324919,170667243
100,100,93,1301109291,164468076
100,100,93,1303424004,167984449
100,100,93,1299542350,168832795
100,100,97,1367433087,174106021
100,100,97,1345286578,176553272
100,100,97,1371505819,173644357
100,100,97,1381862612,174478885
100,100,97,1369933016,174071091
100,100,97,1360445840,170669635
100,100,97,1352885965,175776571
100,100,97,1344931711,172629349
100,100,97,1344745080,173567416
100,100,97,1367779106,178483808
100,100,97,1365132917,173116728
100,100,97,1335334697,171952961
100,100,97,1337911270,169514472
100,100,97,1337461084,171822515
100,100,97,1360114360,171555408
100,100,97,1358913922,175881552
100,100,97,1365869144,174751627
100,100,97,1365226510,176718058
100,100,97,1354246130,177059655
100,100,97,1362904859,173499487

Median Slopes Analysis
========

Model:
Time ~=        0
    + r     2165
    + o    13780
    + n    11650
              µs

Min Squares Analysis
========

Data points distribution:
    r     o     n   mean µs  sigma µs       %
    1   100   100   1172500      6959    0.5%
    5   100   100   1170900      5513    0.4%
    9   100   100   1202600      7507    0.6%
   13   100   100   1192300      4344    0.3%
   17   100   100   1201000      5429    0.4%
   21   100   100   1202200      7874    0.6%
   25   100   100   1254000      6742    0.5%
   29   100   100   1261600      5265    0.4%
   33   100   100   1265200      5356    0.4%
   37   100   100   1274500      4658    0.3%
   41   100   100   1282400      7204    0.5%
   45   100   100   1278900      6807    0.5%
   49   100   100   1287700      3891    0.3%
   53   100   100   1311500      5670    0.4%
   57   100   100   1309200     10310    0.7%
   61   100   100   1298000      5115    0.3%
   65   100   100   1309100      4761    0.3%
   69   100   100   1326700     11050    0.8%
   73   100   100   1343800      9291    0.6%
   77   100   100   1347800      4191    0.3%
   81   100   100   1357700      5616    0.4%
   85   100   100   1364400      5476    0.4%
   89   100   100   1373600      2708    0.1%
   93   100   100   1369800     10270    0.7%
   97   100   100   1376500      4570    0.3%
  100     1   100     524.8     6.656    1.2%
  100     5   100     35430     346.7    0.9%
  100     9   100     71890     422.7    0.5%
  100    13   100    113600     943.8    0.8%
  100    17   100    153400      1233    0.8%
  100    21   100    198900      1240    0.6%
  100    25   100    241300     929.3    0.3%
  100    29   100    286200      1939    0.6%
  100    33   100    333400      3454    1.0%
  100    37   100    379700      1705    0.4%
  100    41   100    430500      2387    0.5%
  100    45   100    486200      3710    0.7%
  100    49   100    538800      3033    0.5%
  100    53   100    599300      2547    0.4%
  100    57   100    652900      3936    0.6%
  100    61   100    708500      3147    0.4%
  100    65   100    768000      3410    0.4%
  100    69   100    842600      6747    0.8%
  100    73   100    945200     12120    1.2%
  100    77   100    980600      6435    0.6%
  100    81   100   1036700      7113    0.6%
  100    85   100   1116200     12330    1.1%
  100    89   100   1191500      6557    0.5%
  100    93   100   1248800     10230    0.8%
  100    97   100   1324500      6580    0.4%
  100   100     1    247700      1518    0.6%
  100   100     5    290300      1703    0.5%
  100   100     9    333100     595.7    0.1%
  100   100    13    375700      2312    0.6%
  100   100    17    417300      2382    0.5%
  100   100    21    463400      2599    0.5%
  100   100    25    507100      2134    0.4%
  100   100    29    547200      2008    0.3%
  100   100    33    586100      4055    0.6%
  100   100    37    635800      2402    0.3%
  100   100    41    678100      3112    0.4%
  100   100    45    723000      2671    0.3%
  100   100    49    768200      2355    0.3%
  100   100    53    847500      3002    0.3%
  100   100    57    893100      3127    0.3%
  100   100    61    938000      4799    0.5%
  100   100    65    987700      3300    0.3%
  100   100    69   1032900      4701    0.4%
  100   100    73   1099800      5585    0.5%
  100   100    77   1141900      4663    0.4%
  100   100    81   1186600      8665    0.7%
  100   100    85   1204500      8167    0.6%
  100   100    89   1248700      9407    0.7%
  100   100    93   1293300      3947    0.3%
  100   100    97   1359100      6245    0.4%

Quality and confidence:
param     error
r         53.95
o         53.95
n         53.95

Model:
Time ~=        0
    + r     1653
    + o    14860
    + n    11280
              µs

