Pallet: "treasury", Extrinsic: "retract_tip", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
r,extrinsic_time,storage_root_time,reads,repeat_reads,writes,repeat_writes
13080,43917,2207,1,7,2,3
13080,44247,2181,1,7,2,3
13080,44301,2172,1,7,2,3
13080,44174,2197,1,7,2,3
13080,43920,2148,1,7,2,3
13080,43748,2205,1,7,2,3
13080,43697,2131,1,7,2,3
13080,43898,2250,1,7,2,3
13080,44073,2253,1,7,2,3
13080,43873,2193,1,7,2,3
13080,43858,2159,1,7,2,3
13080,44458,2205,1,7,2,3
13080,43776,2149,1,7,2,3
13080,43771,2212,1,7,2,3
13407,43800,2142,1,7,2,3
13407,43510,2220,1,7,2,3
13407,44005,2119,1,7,2,3
13407,43937,2044,1,7,2,3
13407,44347,2138,1,7,2,3
13407,43867,2122,1,7,2,3
13407,44380,2199,1,7,2,3
13407,44116,2080,1,7,2,3
13407,43851,2090,1,7,2,3
13407,43679,2115,1,7,2,3
13407,43876,2167,1,7,2,3
13407,43889,2159,1,7,2,3
13407,47045,2241,1,7,2,3
13407,43709,2166,1,7,2,3
13407,43707,2175,1,7,2,3
13407,43774,2138,1,7,2,3
13407,44101,2152,1,7,2,3
13407,43825,2132,1,7,2,3
13407,44125,2203,1,7,2,3
13407,44149,2214,1,7,2,3
13734,44382,2186,1,7,2,3
13734,44214,2219,1,7,2,3
13734,43880,2218,1,7,2,3
13734,43899,2267,1,7,2,3
13734,43511,2023,1,7,2,3
13734,43628,2257,1,7,2,3
13734,43776,2168,1,7,2,3
13734,44074,2210,1,7,2,3
13734,44472,2190,1,7,2,3
13734,44419,2133,1,7,2,3
13734,43464,2110,1,7,2,3
13734,44031,2210,1,7,2,3
13734,44160,2175,1,7,2,3
13734,44605,2225,1,7,2,3
13734,43724,2201,1,7,2,3
13734,44062,2271,1,7,2,3
13734,44237,2183,1,7,2,3
13734,44302,2225,1,7,2,3
13734,44638,2166,1,7,2,3
13734,43787,2081,1,7,2,3
14061,43768,2227,1,7,2,3
14061,43927,2038,1,7,2,3
14061,44173,2266,1,7,2,3
14061,44156,2137,1,7,2,3
14061,44381,2217,1,7,2,3
14061,44161,2134,1,7,2,3
14061,43933,2077,1,7,2,3
14061,43698,2042,1,7,2,3
14061,43728,2159,1,7,2,3
14061,44123,2112,1,7,2,3
14061,43828,2126,1,7,2,3
14061,43899,2212,1,7,2,3
14061,43550,2137,1,7,2,3
14061,44051,2163,1,7,2,3
14061,43691,2159,1,7,2,3
14061,43775,2277,1,7,2,3
14061,43680,2081,1,7,2,3
14061,46781,2194,1,7,2,3
14061,43914,2231,1,7,2,3
14061,43539,2253,1,7,2,3
14388,43215,2164,1,7,2,3
14388,43581,2231,1,7,2,3
14388,43098,2266,1,7,2,3
14388,43338,2115,1,7,2,3
14388,43471,2219,1,7,2,3
14388,43505,2305,1,7,2,3
14388,43888,2184,1,7,2,3
14388,43556,2195,1,7,2,3
14388,43325,2188,1,7,2,3
14388,43748,2100,1,7,2,3
14388,43558,2222,1,7,2,3
14388,43767,2179,1,7,2,3
14388,74893,2222,1,7,2,3
14388,43326,2212,1,7,2,3
14388,43438,2177,1,7,2,3
14388,43820,2194,1,7,2,3
14388,43489,2166,1,7,2,3
14388,43403,2167,1,7,2,3
14388,43812,2146,1,7,2,3
14388,43691,2194,1,7,2,3
14715,43634,2136,1,7,2,3
14715,43650,2206,1,7,2,3
14715,44029,2151,1,7,2,3
14715,43822,2217,1,7,2,3
14715,43670,2174,1,7,2,3
14715,43477,2147,1,7,2,3
14715,44075,2189,1,7,2,3
14715,44175,2307,1,7,2,3
14715,43979,2199,1,7,2,3
14715,44201,2166,1,7,2,3
14715,43549,2171,1,7,2,3
14715,44127,2159,1,7,2,3
14715,43972,2113,1,7,2,3
14715,44270,2166,1,7,2,3
14715,44005,2205,1,7,2,3
14715,43985,2183,1,7,2,3
14715,43730,2118,1,7,2,3
14715,43600,2187,1,7,2,3
14715,43788,2147,1,7,2,3
14715,43455,2160,1,7,2,3
15042,43608,2055,1,7,2,3
15042,43489,2149,1,7,2,3
15042,44225,2165,1,7,2,3
15042,44068,2170,1,7,2,3
15042,43549,2193,1,7,2,3
15042,44091,2117,1,7,2,3
15042,44187,2077,1,7,2,3
15042,43705,2244,1,7,2,3
15042,43953,2067,1,7,2,3
15042,43589,2093,1,7,2,3
15042,43708,2202,1,7,2,3
15042,43541,2128,1,7,2,3
15042,43827,2180,1,7,2,3
15042,43605,2230,1,7,2,3
15042,44123,2105,1,7,2,3
15042,43726,2201,1,7,2,3
15042,44250,2223,1,7,2,3
15042,43787,2178,1,7,2,3
15042,43850,2193,1,7,2,3
15042,44134,2142,1,7,2,3
15369,43778,2200,1,7,2,3
15369,43835,2175,1,7,2,3
15369,43758,2113,1,7,2,3
15369,43673,2177,1,7,2,3
15369,43215,2178,1,7,2,3
15369,43683,2156,1,7,2,3
15369,43352,2135,1,7,2,3
15369,43645,2100,1,7,2,3
15369,43752,2135,1,7,2,3
15369,43712,2218,1,7,2,3
15369,43589,2160,1,7,2,3
15369,44077,2185,1,7,2,3
15369,43569,2057,1,7,2,3
15369,43647,2173,1,7,2,3
15369,43441,2145,1,7,2,3
15369,43618,2144,1,7,2,3
15369,43861,2112,1,7,2,3
15369,43550,2243,1,7,2,3
15369,43672,2125,1,7,2,3
15369,43502,2152,1,7,2,3
15696,43136,2143,1,7,2,3
15696,43233,2125,1,7,2,3
15696,43167,2145,1,7,2,3
15696,43423,2213,1,7,2,3
15696,43310,2174,1,7,2,3
15696,46435,2123,1,7,2,3
15696,43818,2149,1,7,2,3
15696,43253,2151,1,7,2,3
15696,43256,2076,1,7,2,3
15696,43016,2122,1,7,2,3
15696,43353,2243,1,7,2,3
15696,43203,2133,1,7,2,3
15696,43294,2126,1,7,2,3
15696,43312,2159,1,7,2,3
15696,43469,2108,1,7,2,3
15696,43643,2218,1,7,2,3
15696,43583,2155,1,7,2,3
15696,43855,2204,1,7,2,3
15696,43492,2183,1,7,2,3
15696,43266,2192,1,7,2,3
16023,43442,2201,1,7,2,3
16023,43279,2122,1,7,2,3
16023,43354,2118,1,7,2,3
16023,43369,2084,1,7,2,3
16023,43439,2102,1,7,2,3
16023,43153,2118,1,7,2,3
16023,43234,2079,1,7,2,3
16023,43380,2097,1,7,2,3
16023,43327,2155,1,7,2,3
16023,43396,2130,1,7,2,3
16023,43319,2134,1,7,2,3
16023,43199,2083,1,7,2,3
16023,43515,2151,1,7,2,3
16023,43581,2080,1,7,2,3
16023,46823,2149,1,7,2,3
16023,43630,2146,1,7,2,3
16023,43476,2075,1,7,2,3
16023,43149,2103,1,7,2,3
16023,43220,2023,1,7,2,3
16023,43400,2115,1,7,2,3
16350,44232,2137,1,7,2,3
16350,43741,2262,1,7,2,3
16350,43561,2205,1,7,2,3
16350,43696,2166,1,7,2,3
16350,43848,2291,1,7,2,3
16350,44109,2176,1,7,2,3
16350,43924,2172,1,7,2,3
16350,43988,2259,1,7,2,3
16350,43635,2202,1,7,2,3
16350,44119,2221,1,7,2,3
16350,43979,2139,1,7,2,3
16350,43748,2184,1,7,2,3
16350,43879,2221,1,7,2,3
16350,43991,2189,1,7,2,3
16350,43731,2275,1,7,2,3
16350,43886,2222,1,7,2,3
16350,43776,2142,1,7,2,3
16350,44129,2235,1,7,2,3
16350,43326,2330,1,7,2,3
16350,43836,2258,1,7,2,3

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    43.46
    + r        0
              µs

Reads = 1 + (0 * r)
Writes = 2 + (0 * r)
Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    r   mean µs  sigma µs       %
    0     43.38     0.161    0.3%
  327     43.33     0.083    0.1%
  654     43.26      0.08    0.1%
  981     42.96     0.062    0.1%
 1308     43.38      0.09    0.2%
 1635     43.58     0.064    0.1%
 1962     43.54     0.186    0.4%
 2289     43.51     0.134    0.3%
 2616     43.61     0.092    0.2%
 2943     43.56     0.058    0.1%
 3270     43.63     0.119    0.2%
 3597     43.73     0.107    0.2%
 3924     43.57     0.103    0.2%
 4251     43.75     0.096    0.2%
 4578     43.45     0.085    0.1%
 4905     43.54     0.114    0.2%
 5232     43.37     0.073    0.1%
 5559     43.61     0.053    0.1%
 5886      43.7      0.11    0.2%
 6213     43.56     0.094    0.2%
 6540     43.89     0.081    0.1%
 6867     43.67     0.142    0.3%
 7194     43.51     0.118    0.2%
 7521     43.43     0.096    0.2%
 7848     43.57     0.081    0.1%
 8175     43.82     0.055    0.1%
 8502     43.75     0.101    0.2%
 8829     43.47     0.137    0.3%
 9156     43.77     0.108    0.2%
 9483      43.8     0.139    0.3%
 9810     43.47     0.064    0.1%
10137     43.45     0.056    0.1%
10464     43.87     0.127    0.2%
10791     43.48     0.155    0.3%
11118     43.57     0.129    0.2%
11445     43.77      0.06    0.1%
11772     43.64     0.101    0.2%
12099     43.84     0.068    0.1%
12426     43.48     0.059    0.1%
12753     43.48     0.066    0.1%
13080     43.92     0.081    0.1%
13407     43.92     0.105    0.2%
13734     44.06      0.16    0.3%
14061     43.89     0.119    0.2%
14388     43.54     0.102    0.2%
14715     43.86     0.139    0.3%
15042     43.83     0.152    0.3%
15369     43.65     0.052    0.1%
15696     43.34     0.084    0.1%
16023     43.37     0.049    0.1%
16350     43.86     0.083    0.1%

Quality and confidence:
param     error
r             0

Model:
Time ~=    43.45
    + r        0
              µs

Reads = 1 + (0 * r)
Writes = 2 + (0 * r)
