Pallet: "multisig", Extrinsic: "as_multi_approve", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
s,z,extrinsic_time,storage_root_time
2,10000,66858,34968
2,10000,57416,29173
2,10000,56882,28900
2,10000,56183,28053
2,10000,55983,28070
2,10000,56300,27761
2,10000,56475,27980
2,10000,56589,28030
2,10000,55982,28134
2,10000,56195,27662
2,10000,55874,27886
2,10000,56128,28259
2,10000,56048,27435
2,10000,56230,27408
2,10000,56371,27988
2,10000,56283,27813
2,10000,56006,27507
2,10000,75167,41133
2,10000,55891,27862
2,10000,56171,28322
3,10000,48266,20507
3,10000,48060,20358
3,10000,47820,19907
3,10000,48200,20212
3,10000,47946,20215
3,10000,47768,20064
3,10000,48107,19708
3,10000,47865,19789
3,10000,47986,19911
3,10000,48042,19791
3,10000,47877,19750
3,10000,48233,20088
3,10000,47820,20153
3,10000,48160,19869
3,10000,47742,19480
3,10000,48098,22667
3,10000,47999,19749
3,10000,47753,19774
3,10000,48078,20087
3,10000,47890,19598
4,10000,48445,20029
4,10000,48255,19920
4,10000,48028,20480
4,10000,48223,19744
4,10000,48146,20347
4,10000,47990,19901
4,10000,47993,19782
4,10000,48332,19878
4,10000,48033,20081
4,10000,48292,19754
4,10000,48078,19652
4,10000,47840,20063
4,10000,48267,19648
4,10000,48271,20013
4,10000,48573,19983
4,10000,48284,20006
4,10000,48014,19763
4,10000,48398,19520
4,10000,48259,19529
4,10000,48271,20025
5,10000,48729,20324
5,10000,48376,19744
5,10000,48211,19973
5,10000,48518,20335
5,10000,48550,20107
5,10000,48729,20596
5,10000,48686,20165
5,10000,48493,19900
5,10000,48675,19912
5,10000,49081,19785
5,10000,48598,19755
5,10000,48428,19916
5,10000,48341,19880
5,10000,48288,19889
5,10000,48612,19842
5,10000,48306,19903
5,10000,48406,19849
5,10000,48594,19941
5,10000,48320,19340
5,10000,48304,19913
6,10000,48589,20324
6,10000,48958,19959
6,10000,48593,20097
6,10000,48746,20091
6,10000,51451,20360
6,10000,48560,19977
6,10000,48630,19918
6,10000,48578,20017
6,10000,48625,19885
6,10000,48665,19821
6,10000,48884,20064
6,10000,48982,20031
6,10000,48600,20079
6,10000,48579,19731
6,10000,48747,20133
6,10000,48868,19967
6,10000,48451,19819
6,10000,48831,19622
6,10000,48926,19899
6,10000,48888,20095
7,10000,48996,20326
7,10000,48886,20045
7,10000,49226,19851
7,10000,48872,19557
7,10000,48877,19583
7,10000,48977,19726
7,10000,48924,19794
7,10000,48968,20030
7,10000,48977,19661
7,10000,48910,20247
7,10000,48811,19455
7,10000,48675,19945
7,10000,48980,19885
7,10000,49089,19955
7,10000,48859,19734
7,10000,48810,20037
7,10000,48710,19825
7,10000,48956,19810
7,10000,48789,19865
7,10000,48864,19701
8,10000,49043,20501
8,10000,49070,20573
8,10000,49286,20441
8,10000,49061,20322
8,10000,49116,20120
8,10000,49464,19914
8,10000,49214,20207
8,10000,49068,20317
8,10000,49440,20044
8,10000,48791,19993
8,10000,48938,20076
8,10000,49185,19927
8,10000,49285,20188
8,10000,49381,20235
8,10000,49000,20067
8,10000,49066,20052
8,10000,49273,20359
8,10000,49136,20308
8,10000,48990,20174
8,10000,49032,20276
9,10000,49778,20148
9,10000,49327,20338
9,10000,49486,20390
9,10000,49399,20196
9,10000,49423,20356
9,10000,49219,20786
9,10000,49163,20397
9,10000,49021,20269
9,10000,49389,20509
9,10000,49026,19892
9,10000,48943,19960
9,10000,49159,20015
9,10000,50622,20869
9,10000,49715,20100
9,10000,49313,20406
9,10000,49344,20390
9,10000,49365,19980
9,10000,49291,20205
9,10000,49581,20141
9,10000,49556,20146
10,10000,49605,20199
10,10000,49573,20241
10,10000,49258,20633
10,10000,50043,20367
10,10000,49685,23510
10,10000,49549,20549
10,10000,49620,20423
10,10000,49608,20687
10,10000,49439,20491
10,10000,49891,20352
10,10000,49499,20066
10,10000,49590,20429
10,10000,49557,20321
10,10000,49618,20487
10,10000,49496,20214
10,10000,49656,20187
10,10000,52401,20915
10,10000,49186,20015
10,10000,49128,20139
10,10000,49548,20322
11,10000,50121,20445
11,10000,49850,19961
11,10000,49460,20737
11,10000,49586,20599
11,10000,49565,20634
11,10000,49720,20323
11,10000,49738,20353
11,10000,49902,20448
11,10000,49964,20546
11,10000,49690,20665
11,10000,49822,20720
11,10000,49868,20488
11,10000,49511,20381
11,10000,50041,20588
11,10000,49850,20491
11,10000,49886,20372
11,10000,49989,20622
11,10000,49616,20286
11,10000,49661,20623
11,10000,49881,20331
12,10000,49787,20297
12,10000,50101,20480
12,10000,49889,20393
12,10000,49592,20590
12,10000,50002,20590
12,10000,49784,20349
12,10000,50053,20344
12,10000,49911,20516
12,10000,49838,20377
12,10000,49806,20395
12,10000,50159,20635
12,10000,50340,20438
12,10000,49878,20255
12,10000,49888,20553
12,10000,49632,20304
12,10000,49917,20597
12,10000,49704,20456
12,10000,50118,20277
12,10000,49942,20501
12,10000,50078,20301
13,10000,50342,20813
13,10000,50678,20641
13,10000,50305,20511
13,10000,50514,20370
13,10000,50453,20333
13,10000,50513,20540
13,10000,50399,20422
13,10000,50421,20431
13,10000,50581,20533
13,10000,50653,20654
13,10000,49944,20578
13,10000,50363,20621
13,10000,50375,20663
13,10000,50177,20451
13,10000,50039,20295
13,10000,50338,20441
13,10000,50386,20300
13,10000,50486,20457
13,10000,50473,20690
13,10000,50680,20613
14,10000,50396,20762
14,10000,50920,20777
14,10000,50722,20713
14,10000,50528,20437
14,10000,50329,20459
14,10000,50508,20789
14,10000,50185,20669
14,10000,50478,20918
14,10000,50313,20545
14,10000,50577,20625
14,10000,50271,20681
