Pallet: "claims", Extrinsic: "eth_recover", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
i,extrinsic_time,storage_root_time
620,96343719,3725
620,96146920,3532
620,96180257,3629
620,96125603,3421
640,100844529,3579
640,100452693,3540
640,100263563,3971
640,100237667,3675
640,100282613,3522
640,100287082,3646
640,100333288,3542
640,100189182,3691
640,100110132,3480
640,100120736,3594
640,100352607,3799
640,100204046,3693
640,100625430,3759
640,100031657,3525
640,100174509,3638
640,100306869,3832
640,100361696,3529
640,100199660,3605
640,100321526,3754
640,100123852,3582
660,103904703,3552
660,103473581,3615
660,103342375,3837
660,103041649,3392
660,103213933,3535
660,103140679,3541
660,103271420,3510
660,103041886,3468
660,103129674,3431
660,103153215,3563
660,102951208,3601
660,103035897,3570
660,103816478,3871
660,103127196,3524
660,103090497,3667
660,103180832,3609
660,103232906,3470
660,103203571,3529
660,103159898,3449
660,103157420,3548
680,106030012,3600
680,105524591,3854
680,105380294,3654
680,105307657,3610
680,105428210,3636
680,105395883,3534
680,105353118,3609
680,105364724,3630
680,105207577,3653
680,105170420,3663
680,105243975,3533
680,105526773,3883
680,105266239,3688
680,105413336,3595
680,105548575,3612
680,105269209,3506
680,105429318,3563
680,105296462,3565
680,105420663,3648
680,105328359,3568
700,110410117,3769
700,109913628,3659
700,109720098,3468
700,109852107,3597
700,109711538,3612
700,110053612,3649
700,109747813,3561
700,109784064,3419
700,109590377,3447
700,110020781,3871
700,109751942,3678
700,109871562,3688
700,109905462,3633
700,109616247,10623
700,109756201,3721
700,110028541,3614
700,109764267,3462
700,109728072,3590
700,109865949,3566
700,109974404,3741
720,113027163,3578
720,112583083,3620
720,112448745,3577
720,112325948,3705
720,112221491,3496
720,112435722,3644
720,112211441,3541
720,112544477,3982
720,112612590,3643
720,112346193,3594
720,112546058,3574
720,112474573,3600
720,112481926,3512
720,112385306,3626
720,112531187,3637
720,112608552,3628
720,112403096,3831
720,112141782,3577
720,112333604,3538
720,112573812,3600
740,116732111,3573
740,116335950,3703
740,116005566,3572
740,115958601,3660
740,115889890,3580
740,116008987,3846
740,115863577,3532
740,116145567,3742
740,115967962,3508
740,115896291,3545
740,115959812,3660
740,115714911,3465
740,115902924,3466
740,115866190,3513
740,115952875,3631
740,115851470,3527
740,115870299,3684
740,115737858,3587
740,115769440,3740
740,115790275,3622
760,120625344,3617
760,120184235,3589
760,120672319,3817
760,120276412,3679
760,120376880,3501
760,120131548,3564
760,120332079,3625
760,120231548,3526
760,120207818,3594
760,120284001,3780
760,120253141,3823
760,120199656,3568
760,120331472,3653
760,120170018,3527
760,120394335,3569
760,120221721,3562
760,120052303,3599
760,120117153,3590
760,120131957,3561
760,120477526,3778
780,122643355,3637
780,122349648,3786
780,122107481,3500
780,122262805,3738
780,121844552,3537
780,121956624,3489
780,122000074,3574
780,121892736,3845
780,121899476,3595
780,121975972,3731
780,121849452,3618
780,121852600,3691
780,122108556,3623
780,122098397,3665
780,121941978,3674
780,122134921,3842
780,121835755,3530
780,121970772,3862
780,121959709,3723
780,122087874,3635
800,126570108,3492
800,126763566,3578
800,126005562,3605
800,125887469,3739
800,125811406,3531
800,125834378,3523
800,125915000,3657
800,125873090,3525
800,125700081,3543
800,125790330,3618
800,125892302,3553
800,126130025,3955
800,126033750,3598
800,126141135,3756
800,125962107,3531
800,125951421,3654
800,125900770,3591
800,125913898,3612
800,125843656,3544
800,125925447,3696
820,127468550,3603
820,126807247,3797
820,126723804,3516
820,126694207,3554
820,126867498,3474
820,126846357,3677
820,126934981,3490
820,127215060,3767
820,126772169,3574
820,127681635,9240
820,127058508,3689
820,126915003,3665
820,126901332,3616
820,126919441,3668
820,126704124,3636
820,126819508,3787
820,126886872,3601
820,126877694,3627
820,126813799,3631
820,126938317,3648
840,132628066,3592
840,131961894,3473
840,131948296,3849
840,132326796,3780
840,131712383,3781
840,131806967,3671
840,131727601,3675
840,131783078,3551
840,131636927,3577
840,131933421,3583
840,131860603,3853
840,131788809,3529
840,131739469,3720
840,131683073,3630
840,131572347,3742
840,131410910,3591
840,131446829,3972
840,131950390,3776
840,131638878,3836
840,131567363,3700
860,134470710,3688
860,134686097,3643
860,134117661,3678
860,133946988,3564
860,133979417,3552
860,133939623,3762
860,133782162,3649
860,133712758,3567
860,133741609,3525
860,133979974,3675
860,133617801,3590
860,133651826,3470
860,133609950,3705
860,134131435,18266
860,133907966,3903
860,133717419,3608
860,134115074,3463
860,133928966,3524
860,133779920,3559
860,133731609,3552
880,138769355,3941
880,138398470,3639
880,138380378,3711
880,138497661,3625
880,138403565,3701
880,138491244,3811
880,138163558,3550
880,138561651,3973
880,138058791,3593
880,138110006,3580
880,138370425,3676
880,138436249,3664
880,138117894,3649
880,138284918,3574
880,138465308,3872
880,138335903,3626
880,138407223,3650
880,138144226,3596
880,138204139,3575
880,138118877,3519
900,140600318,3553
900,139794408,3484
900,139936637,3703
900,139948360,3830
900,139863302,3655
900,139882168,3697
900,139974407,3541
900,139805611,3508
900,139945230,3665
900,139848742,3735
900,139783030,3516
900,139917476,3692
900,139879617,3507
900,140142458,3669
900,139981367,3669
900,139835386,3631
900,140152595,3692
900,139566512,3598
900,139914338,3605
900,139881586,3647
920,142964070,3632
920,142675035,3699
920,142441796,3763
920,142701093,3785
920,142291824,3696
920,142250162,3544
920,142280978,3655
920,142532453,3487
920,142568696,3583
920,142129660,3629
920,142471178,4063
920,142092448,3621
920,142335631,3781
920,142189561,3607
920,142031638,3628
920,141952670,3549
920,142340343,3681
920,142119181,3822
920,142249425,3560
920,142299486,3661
940,147695997,3648
940,147001239,3745
940,146805141,3630
940,146857524,3678
940,147307164,3759
940,146838162,3659
940,146960264,3505
940,147191478,3712
940,147088025,3478
940,146905809,3597
940,146809253,3690
940,146642507,3648
940,146592797,3604
940,146605603,3673
940,146610472,3530
940,146786057,3597
940,146815058,3624
940,148317599,8813
940,146687996,3602
940,146792641,3846
960,150096181,3533
960,149577989,3801
960,149100856,3557
960,149130156,3623
960,149506819,3675
960,149176852,3608
960,149335949,3680
960,149327326,3522
960,149199747,3557
960,149431323,3636
960,149267331,3701
960,149363019,3732
960,149066341,3564
