Pallet: "timestamp", Extrinsic: "set", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
t,extrinsic_time,storage_root_time
64,8429,11357
64,8483,11542
64,8552,11377
64,8568,11421
64,8497,11478
65,8627,11553
65,8527,11282
65,8543,11398
65,8600,11482
65,8570,11405
65,8534,11292
65,8501,11372
65,8454,11393
65,8535,11464
65,8479,11306
65,8497,11251
65,8480,11483
65,8547,11309
65,8545,11268
65,8579,11490
65,8632,11387
65,8479,11407
65,8532,11424
65,8552,11532
65,8516,11383
66,8620,11483
66,8590,11379
66,8428,11355
66,8618,11506
66,8509,11380
66,8501,11367
66,8605,11546
66,8637,11384
66,8472,11212
66,8492,11370
66,8494,11373
66,8386,11369
66,8491,11435
66,8438,11449
66,8505,11283
66,17408,28973
66,8664,11527
66,8657,11306
66,8586,11313
66,8503,11347
67,8541,11276
67,8513,11413
67,8495,11461
67,8489,11365
67,8524,11388
67,8699,11408
67,8591,11325
67,8513,11463
67,8589,11408
67,8546,11420
67,8551,11369
67,8647,11362
67,8629,11318
67,8570,11532
67,8520,11420
67,8403,11353
67,8442,11350
67,8585,11485
67,8447,11384
67,8570,11394
68,8619,11461
68,8547,11446
68,8422,11438
68,8509,11485
68,8612,11511
68,8573,11608
68,8596,11483
68,8457,11586
68,8514,11457
68,8498,11504
68,8679,11402
68,8483,11538
68,8579,11394
68,8507,11427
68,8508,11476
68,8568,11406
68,8531,11316
68,8519,11426
68,8660,11370
68,8500,11280
69,8537,11479
69,8602,11282
69,8390,11535
69,8653,11411
69,8669,11252
69,8592,11279
69,8552,11433
69,8641,11416
69,8489,11253
69,8435,11446
69,8598,11424
69,8548,11394
69,8547,11424
69,8596,11397
69,8473,11439
69,8542,11501
69,8474,11497
69,8472,11243
69,8347,11337
69,8562,11293
70,8506,11387
70,8656,11509
70,8532,11413
70,8628,11446
70,8556,11422
70,8444,11340
70,8546,11347
70,8519,11445
70,8517,11377
70,8615,11473
70,8436,11486
70,8666,11367
70,8648,11357
70,8517,11432
70,8501,11309
70,8461,11347
70,8361,11409
70,8595,11426
70,8489,11396
70,8646,11394
71,8488,11391
71,8580,11274
71,8568,11434
71,8592,11444
71,8529,11300
71,8406,11487
71,8579,11425
71,8506,11466
71,8581,11558
71,8488,11502
71,8531,11391
71,8472,11321
71,8377,11451
71,8580,14003
71,8605,11577
71,8657,11389
71,8658,11420
71,8586,11329
71,8641,11418
71,8585,11476
72,8524,11556
72,8616,11330
72,8597,11398
72,8534,11573
72,8539,11401
72,8486,11364
72,8616,11419
72,8585,11479
72,8532,11413
72,8420,11496
72,8400,11306
72,8509,11295
72,8452,11503
72,8650,11348
72,8420,11358
72,8490,11448
72,8538,11427
72,8663,11389
72,8449,11389
72,8498,11388
73,8542,11494
73,8533,11466
73,8682,11451
73,8367,11220
73,8467,11434
73,8494,11233
73,8572,11291
73,8549,11583
73,8594,11405
73,8452,11241
73,8559,11515
73,8621,11473
73,8515,11370
73,8594,11447
73,8516,11445
73,8574,11403
73,8519,11491
73,8524,11395
73,8415,11304
73,8518,11522
74,8571,11286
74,8443,11349
74,8458,11397
74,8382,11439
74,8611,11319
74,8448,11449
74,8410,11318
74,8507,11419
74,8623,11521
74,8511,11363
74,8430,11295
74,8520,11427
74,8617,11369
74,8448,11288
74,8381,11471
74,8522,11337
74,8487,11547
74,8497,11390
74,8421,11464
74,8585,11329
75,8473,11446
75,8423,11347
75,8506,11361
75,8449,11468
75,8579,11327
75,8446,11356
75,8514,11437
75,8628,11364
75,8497,11448
75,8516,11462
75,8571,11406
75,8513,11426
75,8444,11440
75,8600,11420
75,8584,11433
75,8503,11299
75,8508,11237
75,8578,11272
75,8404,11454
75,8598,11449
76,8582,11466
76,8602,11473
76,8501,11260
76,8681,11396
76,8451,11407
76,8518,11563
76,8483,11254
76,8358,11364
76,8632,11434
76,8477,11374
76,8483,11476
76,8544,11360
76,8530,14120
76,21154,11467
76,8591,11449
76,8619,11349
76,8472,11391
76,8588,11412
76,8492,11351
76,8437,11481
77,8711,11424
77,8545,11518
77,8487,11457
77,8521,11510
77,8456,11448
77,8536,11430
77,8600,11396
77,8425,11419
77,8510,11532
77,8487,11361
77,8387,11287
77,8698,11544
77,8626,11466
77,8586,11360
77,8584,11395
77,8642,11539
77,8546,11322
77,8606,11567
77,8629,11392
77,8454,11367
78,8815,11542
78,8547,11428
78,8569,11322
78,8485,11378
78,8652,11277
78,8508,11318
78,8564,11482
78,8588,11560
78,8677,11484
78,8527,11393
78,8564,11480
78,8628,11389
78,8765,11391
78,8593,11538
78,8436,11440
78,8553,11465
78,8435,11322
78,8526,11312
78,8369,11419
78,8608,11474
79,8529,11267
79,8495,11606
79,8545,11387
79,8500,11489
79,8693,11539
79,8467,11347
79,8511,11376
79,8590,11607
79,8409,11487
79,8487,11401
79,8322,11390
79,8517,11354
79,8534,11492
79,8525,11443
79,8416,11402
79,8598,11351
79,8349,11367
79,8529,11484
79,8593,11308
79,8687,11564
80,8448,11437
80,8544,11395
80,8684,11401
80,8715,11378
