Pallet: "democracy", Extrinsic: "enact_proposal_slash", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
b,extrinsic_time,storage_root_time
8829,82879,37787
8829,83185,37758
8829,82728,38282
8829,82962,38117
8829,82242,38524
8829,82515,37809
8829,82375,38011
8829,82967,38164
8829,82113,38028
8829,82587,37594
8829,82665,37067
8829,82798,37396
8829,85919,37660
8829,82333,37448
8829,82487,37787
9156,83572,37882
9156,83112,37490
9156,82734,37841
9156,83371,37819
9156,83199,37550
9156,83383,37529
9156,82350,37988
9156,84191,37370
9156,82386,37964
9156,82400,37675
9156,82672,37915
9156,83889,38011
9156,83104,37900
9156,82931,38293
9156,83472,37890
9156,83375,37724
9156,83163,37932
9156,83176,37800
9156,82012,38097
9156,81592,37438
9483,84327,38456
9483,84453,38218
9483,84457,38798
9483,83321,37892
9483,83974,37565
9483,83933,37775
9483,84380,38175
9483,84669,38090
9483,84163,38032
9483,84477,37513
9483,83834,37993
9483,84336,38948
9483,84070,38401
9483,84776,37450
9483,84364,37886
9483,84450,38030
9483,84660,38175
9483,84929,38358
9483,85466,38207
9483,84481,38164
9810,85689,37744
9810,85079,38090
9810,83914,37766
9810,85089,37796
9810,85132,38060
9810,85515,38256
9810,83980,38320
9810,85352,38374
9810,85210,38159
9810,84803,38086
9810,85257,37953
9810,85028,40345
9810,85143,37963
9810,84519,38115
9810,83743,37836
9810,84004,38305
9810,84363,38272
9810,84052,37830
9810,85230,38135
9810,85224,38162
10137,86194,38450
10137,86668,37908
10137,86151,37834
10137,85380,38361
10137,86182,38336
10137,86641,38266
10137,86817,37840
10137,86458,38169
10137,85759,38589
10137,86334,38233
10137,85711,38095
10137,86773,38343
10137,85243,37787
10137,85075,38517
10137,86431,38652
10137,85292,38046
10137,84908,38489
10137,85616,38177
10137,86688,38606
10137,86461,38557
10464,87563,37957
10464,86239,38231
10464,86887,37712
10464,87631,38096
10464,86999,37348
10464,87328,37771
10464,85336,38238
10464,86945,38110
10464,87153,38018
10464,86904,37845
10464,87434,38392
10464,89526,38656
10464,87007,38238
10464,86933,38036
10464,86869,38040
10464,87682,37990
10464,86608,38135
10464,86672,38568
10464,87180,37626
10464,86786,38371
10791,87944,38516
10791,88354,38040
10791,88123,37941
10791,88143,37791
10791,90665,38308
10791,88645,37752
10791,88087,37803
10791,87942,38433
10791,88501,38149
10791,87798,38294
10791,86754,37777
10791,87698,37961
10791,88139,37888
10791,88055,38463
10791,86738,38547
10791,87040,38086
10791,87770,37607
10791,91201,38378
10791,88385,37911
10791,87996,38160
11118,88538,37944
11118,87193,37601
11118,88905,38174
11118,88205,38107
11118,88587,38423
11118,89253,38154
11118,88673,37992
11118,88525,37982
11118,87382,38615
11118,89284,38021
11118,89939,38100
11118,88560,37728
11118,87824,37030
11118,89004,37409
11118,88771,37736
11118,87747,37913
11118,89055,38112
11118,87703,37898
11118,88550,37845
11118,88412,37624
11445,90103,38161
11445,88559,37655
11445,88681,37670
11445,89025,38037
11445,90168,38415
11445,89875,37706
11445,90018,38312
11445,90259,37772
11445,89004,37953
11445,89952,38186
11445,90162,37611
11445,88644,37824
11445,89499,37852
11445,90240,37432
11445,88668,37804
11445,90618,41900
11445,89784,38352
11445,89705,37799
11445,90464,38045
11445,90499,37555
11772,90502,38769
11772,90953,38067
11772,89727,38313
11772,91087,38405
11772,89325,38289
11772,91510,37918
11772,90668,38062
11772,91166,37834
11772,89758,37845
11772,89314,38008
11772,90201,38096
11772,89452,37641
11772,90092,37735
11772,90643,38097
11772,91083,38389
11772,90896,38530
11772,90740,37895
11772,91227,38020
11772,89361,37917
11772,91073,37863
12099,92614,40753
12099,90993,37681
12099,90820,37999
12099,92459,38139
12099,90936,38026
12099,92380,37935
12099,90914,37380
12099,91883,37959
12099,91935,38233
12099,92168,38059
12099,92137,38105
12099,91664,38126
12099,91759,38347
12099,92167,37750
12099,92335,37667
12099,92121,37624
12099,92315,37664
12099,91752,38154
12099,90124,38085
12099,90157,37556
12426,93123,38182
12426,91703,38366
12426,93524,38166
12426,91892,38089
12426,93677,38036
12426,95025,38678
12426,93655,37773
12426,91555,37602
12426,93088,37554
12426,94747,38238
12426,93092,37899
12426,93356,38085
12426,91734,37679
12426,93262,37475
12426,91959,38164
12426,91572,37727
12426,92124,38242
12426,93646,40347
12426,94174,37746
12426,91886,37631
12753,92411,37833
12753,94472,38231
12753,94335,38002
12753,94228,37756
12753,92784,38221
12753,92644,37951
12753,92292,38044
12753,94572,38503
12753,94041,38175
12753,94610,38552
12753,94240,38505
12753,94346,38032
12753,93847,38224
12753,92096,38601
12753,94038,38174
12753,92391,38173
12753,94202,38290
12753,92609,38459
12753,92372,37860
12753,93024,38179
13080,95004,38528
13080,94549,38053
13080,93433,38052
13080,94890,38198
13080,92891,38307
13080,94436,38377
13080,92836,38517
13080,93118,38248
13080,95227,38092
13080,94717,37667
13080,94922,38837
13080,94041,38402
13080,94741,38175
13080,95189,38243
13080,93919,38846
13080,93786,38627
13080,93031,38269
13080,94810,38427
13080,94616,38879
13080,93550,38509
13407,95670,38648
13407,96217,38186
13407,94169,38560
13407,94157,38416
13407,95422,38251
13407,95223,38237
13407,94163,37790
13407,96039,38456
13407,95910,38094
13407,95857,38403
13407,95639,38004
13407,94034,38481
13407,94187,38465
13407,94225,37884
13407,95645,38440
13407,95850,38448
13407,95620,38253
13407,96218,41171
13407,95729,38654
13407,93700,37994
13734,95991,38591
13734,96590,38178
13734,95375,38416
13734,97326,38641
13734,95464,38594
13734,97435,38593
13734,96210,38119
13734,96925,38440
13734,96956,38083
13734,98382,38851
13734,95058,38822
13734,96665,38172
13734,95066,38499
13734,94587,38070
13734,94520,38072
13734,94992,38211
13734,95093,38035
13734,94707,37825
13734,94671,38370
13734,96782,38143
14061,98547,38931
14061,98611,37951
14061,96488,38636
14061,98137,38706
14061,96887,38770
14061,96950,38313
14061,98333,38123
14061,96493,38417
14061,96475,38418
14061,97660,37987
14061,98276,38403
14061,98136,37840
14061,98149,41217
14061,97072,38790
14061,96271,38574
14061,98343,38159
14061,98625,38574
14061,98896,38337
14061,96216,38777
14061,98414,37918
14388,98742,38887
14388,99508,38151
14388,97820,38587
14388,97345,38070
14388,100341,38360
14388,97802,38109
14388,99296,38058
14388,99089,38026
14388,99351,38730
14388,99206,38192
14388,97737,38817
14388,97509,38402
14388,97151,38597
14388,99158,38596
14388,97487,38163
14388,97768,38224
14388,99245,38715
14388,97348,38577
14388,99401,38381
14388,98963,38570
14715,99934,38687
14715,99955,38144
14715,99857,38302
14715,99631,38024
14715,99772,38317
14715,97942,38119
14715,99623,37960
14715,98074,38469
14715,99922,38481
14715,99690,38640
14715,97882,37930
14715,99770,38728
14715,98292,38685
14715,97620,38171
14715,97634,38053
14715,97782,38462
14715,99631,38564
14715,99812,37910
14715,131457,39271
14715,99356,38647
15042,98999,38324
15042,100956,38562
15042,101089,38512
15042,99959,38364
15042,101546,38472
15042,99012,38777
15042,101522,38527
15042,101199,38948
15042,99559,38754
15042,103829,38739
15042,101189,38569
15042,101215,38159
15042,100771,38536
15042,101714,38701
15042,101152,38281
15042,99370,38215
15042,99881,39394
15042,99189,38815
15042,101502,38722
15042,99994,38866
15369,101522,38584
15369,100210,38423
15369,101460,38489
