Pallet: "democracy", Extrinsic: "note_preimage", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
b,extrinsic_time,storage_root_time
13407,89957,58103
13407,90668,58122
13407,90506,59110
13407,90420,58388
13407,89892,58314
13407,90471,57865
13407,90627,58393
13407,90307,58421
13407,90622,58216
13734,91363,55066
13734,91328,54963
13734,91258,55573
13734,91070,54807
13734,94420,56032
13734,91338,54871
13734,91132,55304
13734,91388,54922
13734,90919,54889
13734,91032,54786
13734,91443,54656
13734,91026,55127
13734,91021,55223
13734,91080,54772
13734,91317,54576
13734,91737,55381
13734,91138,55011
13734,91332,54782
13734,91332,54993
13734,91182,54984
14061,92418,55387
14061,95192,55751
14061,91941,55328
14061,92068,55381
14061,92281,55886
14061,92150,54986
14061,91913,55185
14061,91950,55043
14061,92009,55081
14061,91899,55600
14061,92533,55193
14061,92143,54902
14061,91926,55109
14061,92322,56072
14061,92594,55250
14061,92293,55073
14061,92306,55291
14061,92441,55238
14061,92353,58370
14061,92506,55410
14388,98556,62637
14388,94075,59265
14388,93990,59868
14388,93796,59503
14388,93895,59493
14388,93432,60973
14388,93775,59342
14388,93711,59282
14388,94340,59319
14388,93715,59075
14388,94046,59313
14388,93638,59776
14388,94255,59255
14388,93585,60070
14388,94152,59340
14388,97638,60243
14388,93881,59488
14388,93802,59324
14388,94004,59356
14388,93851,59409
14715,94926,60194
14715,94703,59281
14715,94841,59863
14715,94711,59336
14715,94805,60236
14715,95140,59679
14715,94870,59573
14715,94794,59382
14715,94957,59277
14715,94637,59666
14715,95296,59936
14715,95006,59684
14715,95278,59871
14715,95201,60069
14715,95456,59779
14715,95066,59792
14715,94807,59714
14715,94939,59931
14715,94730,60019
14715,94994,59481
15042,96351,60257
15042,95978,60205
15042,95923,60437
15042,95877,60445
15042,96189,60151
15042,95760,59762
15042,96449,60513
15042,95672,60495
15042,98971,60724
15042,95923,60109
15042,95840,60054
15042,96129,60274
15042,95920,59978
15042,95864,60257
15042,96161,60295
15042,95902,60657
15042,96253,60227
15042,95884,60078
15042,96052,60401
15042,96409,60413
15369,97415,61094
15369,97279,60149
15369,96977,60644
15369,97327,59971
15369,97509,64652
15369,97313,60584
15369,96980,60462
15369,96793,60472
15369,97200,60803
15369,97008,60510
15369,97242,60459
15369,96757,60295
15369,97281,60393
15369,97352,60945
15369,97347,60651
15369,96933,60771
15369,97275,60336
15369,97291,60767
15369,97111,60698
15369,96768,60248
15696,98386,60509
15696,99512,61591
15696,98929,61632
15696,98398,60996
15696,98392,60526
15696,98374,60652
15696,98744,61310
15696,98325,60889
15696,98232,60688
15696,98354,60816
15696,98312,61117
15696,98443,61183
15696,98476,61014
15696,98066,60688
15696,98385,60571
15696,98183,61401
15696,98131,61227
15696,98782,61288
15696,98160,60901
15696,97955,61239
16023,99123,61732
16023,99356,61126
16023,99961,60932
16023,99526,61288
16023,99226,61530
16023,99480,61250
16023,99096,60982
16023,99290,61321
16023,99951,61661
16023,99294,61153
16023,99521,61181
16023,99487,60878
16023,99719,61231
16023,102828,61700
16023,99523,61156
16023,98958,61054
16023,99193,60948
16023,99194,61155
16023,99452,61140
16023,99249,60915
16350,101883,62806
16350,100484,61829
16350,100558,61773
16350,100344,61620
16350,100218,61464
16350,100417,61914
16350,100433,61930
16350,100428,61876
16350,99942,61545
16350,104046,62045
16350,100375,61622
16350,100232,61751
16350,100513,61162
16350,100532,61444
16350,100385,61450
16350,100129,61655
16350,100180,61453
16350,100337,61684
16350,100202,61306
16350,100188,61800

Median Slopes Analysis
========

Model:
Time ~=     44.1
    + b    0.003
              µs

Min Squares Analysis
========

Data points distribution:
    b   mean µs  sigma µs       %
    0     29.93     0.134    0.4%
  327     44.88     0.103    0.2%
  654     46.41     0.119    0.2%
  981        47     0.121    0.2%
 1308     48.37     0.105    0.2%
 1635        50     0.112    0.2%
 1962     51.14     0.062    0.1%
 2289     52.37     0.084    0.1%
 2616     53.67     0.156    0.2%
 2943     54.54     0.079    0.1%
 3270     55.45      0.08    0.1%
 3597     56.56     0.088    0.1%
 3924     57.55     0.078    0.1%
 4251     58.82      0.11    0.1%
 4578     59.76     0.101    0.1%
 4905     60.99     0.105    0.1%
 5232     61.97     0.138    0.2%
 5559     63.16     0.093    0.1%
 5886     64.23      0.07    0.1%
 6213     66.45     0.129    0.1%
 6540     66.54     0.121    0.1%
 6867        68     0.058    0.0%
 7194      68.8     0.076    0.1%
 7521     69.85     0.063    0.0%
 7848     71.29     0.134    0.1%
 8175     72.55      0.07    0.0%
 8502     73.44       0.2    0.2%
 8829     74.77     0.148    0.1%
 9156     75.44     0.064    0.0%
 9483     77.11     0.067    0.0%
 9810     77.76     0.053    0.0%
10137     79.26     0.083    0.1%
10464     80.89     0.116    0.1%
10791     81.19     0.126    0.1%
11118     82.24     0.105    0.1%
11445     83.71     0.079    0.0%
11772     84.83     0.077    0.0%
12099     86.14     0.106    0.1%
12426     86.73     0.092    0.1%
12753     88.18     0.169    0.1%
13080     89.42     0.113    0.1%
13407     90.55     0.057    0.0%
13734     91.24     0.095    0.1%
14061     92.23     0.126    0.1%
14388     93.91     0.104    0.1%
14715     94.92     0.084    0.0%
15042        96      0.11    0.1%
15369     97.19     0.115    0.1%
15696     98.36     0.055    0.0%
16023     99.38     0.111    0.1%
16350     100.3     0.081    0.0%

Quality and confidence:
param     error
b             0

Model:
Time ~=    43.07
    + b    0.004
              µs

