Pallet: "identity", Extrinsic: "clear_identity", Lowest values: [], Highest values: [], Steps: [20], Repeat: 20
r,s,x,extrinsic_time,storage_root_time
50,77,100,748107,519972
50,77,100,810485,532922
50,77,100,764454,531036
50,77,100,762727,551604
50,77,100,730638,512100
50,77,100,735920,551164
50,77,100,741735,532476
50,77,100,743469,545465
50,77,100,738399,554683
50,77,100,763971,541696
50,77,100,828874,537710
50,77,100,788550,560437
50,77,100,757234,543652
50,77,100,762146,591106
50,77,100,762345,568993
50,81,100,763551,560965
50,81,100,793127,538564
50,81,100,761512,569689
50,81,100,767205,544008
50,81,100,776381,552138
50,81,100,774138,538699
50,81,100,775824,543963
50,81,100,760827,551498
50,81,100,1167385,820865
50,81,100,782354,560432
50,81,100,765239,666005
50,81,100,777728,546889
50,81,100,787589,563678
50,81,100,779048,592193
50,81,100,773699,571732
50,81,100,783348,563994
50,81,100,767959,574848
50,81,100,817323,614681
50,81,100,784165,560584
50,81,100,903824,635216
50,85,100,806410,595017
50,85,100,797813,556540
50,85,100,814322,570347
50,85,100,818422,575805
50,85,100,782900,566558
50,85,100,814995,578928
50,85,100,790008,581666
50,85,100,835143,629050
50,85,100,783663,602589
50,85,100,804436,554113
50,85,100,860575,609347
50,85,100,828139,610651
50,85,100,809813,577867
50,85,100,902367,588340
50,85,100,826384,603846
50,85,100,832225,593381
50,85,100,773848,557873
50,85,100,896684,623351
50,85,100,775133,586988
50,85,100,815572,641999
50,89,100,817190,589664
50,89,100,875853,665335
50,89,100,838064,578523
50,89,100,888459,589046
50,89,100,810363,585405
50,89,100,817207,613840
50,89,100,806994,622744
50,89,100,903827,635082
50,89,100,923748,591790
50,89,100,878571,603998
50,89,100,808928,622595
50,89,100,888744,630045
50,89,100,836903,605700
50,89,100,808189,600379
50,89,100,802718,602971
50,89,100,823104,623346
50,89,100,827399,603107
50,89,100,806270,573317
50,89,100,869567,612216
50,89,100,807970,581522
50,93,100,835867,637694
50,93,100,824518,606048
50,93,100,813420,601206
50,93,100,849669,607735
50,93,100,1331422,836324
50,93,100,839905,624784
50,93,100,826988,608441
50,93,100,817537,584009
50,93,100,807432,619967
50,93,100,835252,592162
50,93,100,827832,747607
50,93,100,826998,618016
50,93,100,846766,593146
50,93,100,837704,622086
50,93,100,826313,600378
50,93,100,816729,591709
50,93,100,857284,604544
50,93,100,826190,621377
50,93,100,861917,607657
50,93,100,873388,593529
50,97,100,844955,623954
50,97,100,845269,634516
50,97,100,833541,613706
50,97,100,856337,639136
50,97,100,915108,625701
50,97,100,895983,651449
50,97,100,842562,639432
50,97,100,843212,599682
50,97,100,840802,632688
50,97,100,862550,610424
50,97,100,856134,605200
50,97,100,863339,655996
50,97,100,1125633,676514
50,97,100,839402,641524
