Pallet: "collective", Extrinsic: "execute", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
m,b,extrinsic_time,storage_root_time
1000,141,130406,18277
1000,141,130602,18212
1000,141,130656,17904
1000,141,130514,18153
1000,141,131448,17863
1000,141,130527,18294
1000,141,130533,18108
1000,141,130361,17534
1000,141,148013,22196
1000,141,131186,18214
1000,161,130043,17537
1000,161,130168,18015
1000,161,130864,18294
1000,161,130081,17627
1000,161,130437,18077
1000,161,130176,17430
1000,161,131299,17802
1000,161,130788,18007
1000,161,126477,17360
1000,161,130510,18122
1000,161,130921,18419
1000,161,130459,17924
1000,161,130289,18221
1000,161,130862,18018
1000,161,130199,17916
1000,161,131054,18179
1000,161,126497,17580
1000,161,131057,18113
1000,161,130394,17866
1000,161,129806,17441
1000,181,157332,18140
1000,181,131155,18245
1000,181,129824,17458
1000,181,130614,18485
1000,181,130731,17696
1000,181,130225,18089
1000,181,130598,18221
1000,181,130273,17936
1000,181,130497,17934
1000,181,130370,18026
1000,181,126982,17614
1000,181,130720,17963
1000,181,130872,18067
1000,181,127011,17655
1000,181,130498,18117
1000,181,130695,18050
1000,181,130609,18008
1000,181,130510,18322
1000,181,126776,17433
1000,181,130681,18227
1000,201,127568,18427
1000,201,130404,17527
1000,201,130966,18837
1000,201,127581,18331
1000,201,130296,17587
1000,201,130106,18252
1000,201,130665,18161
1000,201,130373,17856
1000,201,130633,17967
1000,201,130403,17641
1000,201,130458,18272
1000,201,127017,18313
1000,201,130221,17677
1000,201,130458,18451
1000,201,130678,18379
1000,201,130221,18010
1000,201,130936,18024
1000,201,130071,18002
1000,201,131265,18055
1000,201,130224,18099
1000,221,130437,17468
1000,221,131028,18233
1000,221,127489,18190
1000,221,129870,17777
1000,221,131217,18525
1000,221,131103,18141
1000,221,130659,17689
1000,221,130794,18373
1000,221,129833,17646
1000,221,131059,18163
1000,221,130052,18394
1000,221,129969,17688
1000,221,127342,18019
1000,221,130940,18137
1000,221,130369,18355
1000,221,130636,18699
1000,221,131036,17921
1000,221,130442,17859
1000,221,130505,18124
1000,221,130008,17578
1000,241,131185,18142
1000,241,130450,18076
1000,241,126430,17721
1000,241,131214,18137
1000,241,131128,18003
1000,241,130370,17723
1000,241,127467,18400
1000,241,131059,18139
1000,241,130614,17908
1000,241,130879,18298
1000,241,126791,17418
1000,241,130588,18428
1000,241,131611,18225
1000,241,130077,17424
1000,241,130715,18185
1000,241,130939,20773
1000,241,126927,17630
1000,241,130854,18467
1000,241,131145,18006
1000,241,130611,18023
1000,261,132936,18392
1000,261,130457,17566
1000,261,131013,18082
1000,261,131288,17902
1000,261,130363,17576
1000,261,130870,18303
1000,261,131374,17990
1000,261,130365,17962
1000,261,131104,18991
1000,261,130865,17832
1000,261,127567,17825
1000,261,130873,18075
1000,261,130320,17558
1000,261,127046,18034
1000,261,131073,18270
1000,261,130465,17344
1000,261,131212,18093
1000,261,131692,18216
1000,261,130477,17675
1000,261,131061,18416
1000,281,133174,17888
1000,281,131582,17863
1000,281,130190,18376
1000,281,130438,17596
1000,281,131469,18080
1000,281,131228,18420
1000,281,130421,17638
1000,281,131078,18097
1000,281,131327,17872
1000,281,130947,17639
1000,281,130989,18371
1000,281,130868,17596
1000,281,131412,18050
1000,281,130675,18238
1000,281,130416,17282
1000,281,130773,18247
1000,281,131460,18186
1000,281,130791,17564
1000,281,131245,18064
1000,281,131035,18041
1000,301,130863,17621
1000,301,127092,18145
1000,301,130249,17677
1000,301,130566,18259
1000,301,130676,18189
1000,301,133293,17562
1000,301,131030,18030
1000,301,131359,18191
1000,301,131152,17616
1000,301,131520,18293
1000,301,131639,18053
1000,301,130751,17962
1000,301,131245,18437
1000,301,130413,17390
1000,301,131098,18038
1000,301,127340,18232
1000,301,130345,17526
1000,301,127050,17996
1000,301,131617,18213
1000,301,130421,17786
1000,321,130858,18126
1000,321,130868,17826
1000,321,131918,18233
1000,321,130802,18066
1000,321,130744,17592
1000,321,131019,18190
1000,321,131197,18381
1000,321,130448,17775
1000,321,131153,18367
1000,321,131347,18249
1000,321,133717,18005
1000,321,131214,18275
1000,321,130371,17734
1000,321,128463,18338
1000,321,131092,18099
1000,321,130525,17645
1000,321,130982,18143
1000,321,131761,18455
1000,321,130763,17755
1000,321,131177,18258
1000,341,127787,18200
1000,341,130794,17608
1000,341,131010,18085
1000,341,130272,17565
1000,341,131282,18360
1000,341,130807,18120
1000,341,130687,17664
1000,341,130994,18318
1000,341,131301,18246
1000,341,126975,17700
1000,341,131099,18174
1000,341,131022,17915
1000,341,130794,18025
1000,341,131211,18432
1000,341,130678,17578
1000,341,133697,18206
1000,341,127147,17986
1000,341,126478,17569
1000,341,130771,18287
1000,341,131501,18208
1000,361,130560,17644
1000,361,131369,18392
1000,361,131734,17855
1000,361,130938,18089
1000,361,130977,17900
1000,361,130958,17714
1000,361,130984,17903
1000,361,131020,18263
1000,361,130809,17722
1000,361,131115,18218
1000,361,131337,18023
1000,361,130705,17617
1000,361,131063,18357
1000,361,128089,18012
1000,361,130794,17898
1000,361,130856,18328
1000,361,130384,17647
1000,361,131117,18232
1000,361,131232,18343
1000,361,130678,17583
1000,381,133933,18209
1000,381,131123,18338
1000,381,130487,17669
1000,381,127112,18394
1000,381,130573,17729
1000,381,128564,17847
1000,381,131088,18052
1000,381,130645,17722
1000,381,127227,18913
1000,381,131111,18276
1000,381,130954,17811
1000,381,130970,18057
1000,381,130974,18144
1000,381,131014,17901
1000,381,131241,18177
1000,381,130868,17605
1000,381,131491,18510
1000,381,130833,18385
1000,381,131329,17851
1000,381,131513,18091
1000,401,131474,18164
1000,401,131032,17684
1000,401,131492,18117
1000,401,131305,18115
1000,401,130839,18044
1000,401,134226,18282
1000,401,130719,17513
1000,401,130574,18200
1000,401,127779,18074
1000,401,131137,17701
1000,401,131436,18281
1000,401,131685,18135
1000,401,130801,17501
1000,401,131348,18358
1000,401,131476,18134
1000,401,131421,17960
1000,401,131679,18128
1000,401,127227,17696
1000,401,128224,18493
1000,401,131340,17971
1000,421,130625,17742
1000,421,131662,18502
1000,421,128133,18026
1000,421,130914,17598
1000,421,131015,18361
1000,421,131397,18064
1000,421,131054,17852
1000,421,131865,18359
1000,421,130380,17813
1000,421,131567,18216
1000,421,134373,18289
1000,421,131438,17868
1000,421,131220,18533
1000,421,131486,18311
1000,421,127358,17917
1000,421,127108,18014
1000,421,130766,17751
1000,421,132509,17992
1000,421,130920,18354
1000,421,130785,17699
1000,441,131798,18533
1000,441,131599,18232
1000,441,130682,17554
1000,441,127726,18382
1000,441,131651,18073
1000,441,127671,17651
1000,441,131398,18073
1000,441,130715,17763
1000,441,132375,18171
1000,441,127402,18227
1000,441,130550,17593
1000,441,131010,18154
1000,441,131553,18512
1000,441,130392,17839
1000,441,131228,18314
1000,441,131966,18073
1000,441,131000,17737
1000,441,131004,18435
1000,441,126694,17717
1000,441,132384,18306
1000,461,131210,18371
1000,461,126983,17615
1000,461,132043,18180
1000,461,131685,18268
1000,461,131111,17922
1000,461,131512,18115
1000,461,131465,18046
1000,461,131076,17695
1000,461,131908,18150
1000,461,127198,17641
1000,461,131397,18030
1000,461,131438,18241
1000,461,130948,17535
1000,461,131338,18014
1000,461,132012,18258
1000,461,130870,17576
1000,461,131583,18053
1000,461,132119,18035
1000,461,131199,18173
1000,461,128581,18289
1000,481,133850,17929
1000,481,131702,18145
1000,481,127387,18061
1000,481,130563,17565
1000,481,127830,18207
1000,481,131515,18316
1000,481,130927,17717
1000,481,131509,18179
1000,481,130452,17757
1000,481,132060,17921
1000,481,131380,17981
1000,481,130477,17396
1000,481,131681,17974
1000,481,131701,18154
1000,481,130877,17463
1000,481,127438,18055
1000,481,131779,18025
1000,481,130861,17750
1000,481,131129,17930
1000,481,130868,17502
1000,501,131857,18057
1000,501,127868,18064
1000,501,130979,17655
1000,501,131486,18141
1000,501,127694,18218
1000,501,131060,17886
1000,501,131225,18344
1000,501,131388,18043
1000,501,131210,17793
1000,501,131311,18240
1000,501,131227,17546
1000,501,134558,18536
1000,501,131147,18226
1000,501,131135,17648
1000,501,131729,18316
1000,501,131946,18384
1000,501,127165,17680
1000,501,131435,18164
1000,501,127448,18263
1000,501,131063,17941
1000,521,131816,18196
1000,521,131318,17829
1000,521,131720,18264
1000,521,127846,18089
1000,521,131634,17819
1000,521,131457,18341
1000,521,131598,18084
1000,521,131202,17487
1000,521,132158,17972
1000,521,131785,17728
1000,521,131290,17947
1000,521,127881,18134
1000,521,131576,17295
1000,521,131691,18090
1000,521,127833,18147
1000,521,127753,17748
1000,521,134629,18260
1000,521,132050,18347
1000,521,126845,17613
1000,521,131024,18010
1000,541,127482,18069
1000,541,131785,18087
1000,541,132456,18589
1000,541,131133,17560
1000,541,131395,17923
1000,541,131701,18070
1000,541,131194,17721
1000,541,131495,18294
1000,541,131763,18140
1000,541,131517,17673
1000,541,131750,18009
1000,541,127170,17667
1000,541,131979,18207
1000,541,131491,18207
1000,541,127378,17639
1000,541,131503,18114
1000,541,127857,18197
1000,541,130742,17546
1000,541,131577,18246
1000,541,132257,17881
1000,561,131260,17786
1000,561,130730,18286
1000,561,130975,17847
1000,561,131590,18953
1000,561,131601,18335
1000,561,131317,17772
1000,561,131608,18239
1000,561,132043,18387
1000,561,130865,17749
1000,561,131578,18284
1000,561,130976,17932
1000,561,131235,17828
1000,561,131651,18209
1000,561,131308,17532
1000,561,131798,17930
1000,561,131812,18320
1000,561,131241,17708
1000,561,132029,18252
1000,561,131961,18272
1000,561,131099,17502
1000,581,132260,18173
1000,581,132146,17883
1000,581,131350,17938
1000,581,132181,18359
1000,581,131344,17497
1000,581,128160,18168
1000,581,135754,18504
1000,581,131174,17837
1000,581,131852,18247
1000,581,128058,18356
1000,581,127399,17672
1000,581,131674,18349
1000,581,132748,17713
1000,581,131875,18319
1000,581,131884,18113
1000,581,127940,17654
1000,581,131824,18420
1000,581,131571,18220
1000,581,131226,17689
1000,581,128054,18424
1000,601,127879,18194
1000,601,127705,17554
1000,601,131725,18345
1000,601,131156,17537
1000,601,132033,18047
1000,601,131980,18460
1000,601,131225,17689
1000,601,131942,18364
1000,601,132161,18380
1000,601,131304,17416
1000,601,131876,18158
1000,601,132059,20532
1000,601,131283,17762
1000,601,131818,18165
1000,601,131297,17574
1000,601,132347,17955
1000,601,131534,18263
1000,601,131309,17618
1000,601,132313,18289
1000,601,131938,18488
1000,621,131254,17830
1000,621,131805,18236
1000,621,131555,17678
1000,621,128176,17793
1000,621,132275,17957
1000,621,131208,17892
1000,621,131373,18058
1000,621,128260,18123
1000,621,131021,17758
1000,621,131604,18295
1000,621,128560,18081
1000,621,131247,17506
1000,621,131800,18043
1000,621,131794,18159
1000,621,131445,18300
1000,621,131990,18286
1000,621,131326,17333
1000,621,131792,18088
1000,621,131758,18068
1000,621,130940,17548
1000,641,132191,18245
1000,641,132148,18139
1000,641,131349,17544
1000,641,131954,17976
1000,641,132091,18070
1000,641,131629,17864
1000,641,132336,18151
1000,641,131200,17475
1000,641,131718,18028
1000,641,132088,18206
1000,641,131127,17373
1000,641,131842,18315
1000,641,131990,18360
1000,641,131361,17685
1000,641,131665,18227
1000,641,131408,18134
1000,641,132778,18257
1000,641,131671,18371
1000,641,159158,17767
1000,641,132163,18105
1000,661,131813,18215
1000,661,131357,17655
1000,661,132022,18382
1000,661,132240,18320
1000,661,131298,17574
1000,661,132088,18092
1000,661,127776,17626
1000,661,132353,18115
1000,661,131781,18376
1000,661,131084,17552
1000,661,131866,18209
1000,661,128483,18316
1000,661,131342,17664
1000,661,132214,18256
1000,661,132621,18141
1000,661,127626,18088
1000,661,132036,17894
1000,661,127403,17660
1000,661,132428,18214
1000,661,131464,18159
1000,681,131321,17913
1000,681,128454,18317
1000,681,132206,18318
1000,681,134257,17675
1000,681,131978,18091
1000,681,128491,17957
1000,681,131249,17671
1000,681,132344,18345
1000,681,131571,17456
1000,681,128104,18285
1000,681,132006,18253
1000,681,127156,17702
1000,681,131723,17922
1000,681,131867,18354
1000,681,131370,17633
1000,681,127835,18203
1000,681,132040,17828
1000,681,131488,17925
1000,681,128410,17952
1000,681,131666,17620
1000,701,131800,18350
1000,701,131841,18265
1000,701,131612,17562
1000,701,127791,18249
1000,701,132385,18049
1000,701,128126,17898
1000,701,131374,18090
1000,701,131264,17634
1000,701,159642,18146
1000,701,131786,18324
1000,701,131668,17492
1000,701,132280,18049
1000,701,132138,18379
1000,701,131212,17536
1000,701,128300,18110
1000,701,132417,18073
1000,701,131416,17834
1000,701,132068,18389
1000,701,131316,17501
1000,701,131895,18254
1000,721,132382,17896
1000,721,131697,17716
1000,721,131923,18287
1000,721,132284,18293
1000,721,131405,17585
1000,721,131684,18126
1000,721,132063,18097
1000,721,131569,18154
1000,721,131921,18107
1000,721,131467,17945
1000,721,132132,18200
1000,721,132176,17973
1000,721,131264,17566
1000,721,134283,18434
1000,721,128727,17984
1000,721,131200,17728
1000,721,132359,18174
1000,721,131845,18299
1000,721,131816,17782
1000,721,132045,18088
1000,741,131567,17556
1000,741,132222,18234
1000,741,132388,18392
1000,741,131744,17651
1000,741,132181,18053
1000,741,132362,18686
1000,741,132009,17529
1000,741,132020,18179
1000,741,132246,17687
1000,741,131957,18339
1000,741,131703,18039
1000,741,131692,17723
1000,741,132179,18242
1000,741,132027,18118
1000,741,131580,17420
1000,741,132301,18094
1000,741,132319,18147
1000,741,131450,17820
1000,741,134960,18365
1000,741,131904,17792
1000,761,133117,18068
1000,761,132058,18162
1000,761,131597,17533
1000,761,132165,18036
1000,761,128147,18145
1000,761,131600,17896
1000,761,132177,18112
1000,761,129020,18025
1000,761,131633,17834
1000,761,132131,18184
1000,761,131494,17380
1000,761,129109,18315
1000,761,131887,17992
1000,761,131551,17670
1000,761,132229,18133
1000,761,132547,18362
1000,761,131106,17636
1000,761,128555,18188
1000,761,132062,18187
1000,761,131912,17762
1000,781,132550,18078
1000,781,131856,17554
1000,781,132107,18155
1000,781,134583,18004
1000,781,131972,17701
1000,781,132162,18037
1000,781,131918,18270
1000,781,131801,17569
1000,781,128292,18213
1000,781,131875,18003
1000,781,132118,17855
1000,781,131974,18360
1000,781,131580,17447
1000,781,132380,18026
1000,781,128824,17961
1000,781,131734,17703
1000,781,132370,18240
1000,781,132880,18276
1000,781,131767,17679
1000,781,132730,18121
1000,801,132637,17864
1000,801,132272,18046
1000,801,132857,18225
1000,801,131794,17629
1000,801,132611,18383
1000,801,132702,18279
1000,801,131992,17554
1000,801,132095,18264
1000,801,135421,18588
1000,801,131818,17649
1000,801,132020,18195
1000,801,133337,17939
1000,801,132045,18145
1000,801,128569,18152
1000,801,131639,17509
1000,801,132040,18027
1000,801,132283,18244
1000,801,131641,17536
1000,801,132460,18308
1000,801,128956,18189
1000,821,131849,17483
1000,821,132163,18547
1000,821,127598,17538
1000,821,132914,18039
1000,821,132280,18160
1000,821,131701,17612
1000,821,132197,18179
1000,821,129263,18343
1000,821,128098,17704
1000,821,132204,17899
1000,821,132586,18101
1000,821,131940,17922
1000,821,132038,18063
1000,821,134340,17821
1000,821,132480,18493
1000,821,132219,17899
1000,821,131888,17504
1000,821,132440,17964
1000,821,132585,17837
1000,821,131279,17391
1000,841,132177,18259
1000,841,132152,17856
1000,841,131615,17840
1000,841,132718,18266
1000,841,127915,17344
1000,841,132238,17992
1000,841,132510,18047
1000,841,131566,17670
1000,841,132010,17950
1000,841,132488,18053
1000,841,131864,17451
1000,841,132137,18091
1000,841,132660,17989
1000,841,132255,18069
1000,841,128550,18175
1000,841,131926,17623
1000,841,132241,18122
1000,841,132155,18124
1000,841,134182,17922
1000,841,132150,18111
1000,861,132269,18416
1000,861,131850,18015
1000,861,128854,18294
1000,861,133115,17931
1000,861,132183,17748
1000,861,132775,18276
1000,861,132227,17640
1000,861,132407,18212
1000,861,129389,18071
1000,861,131870,17576
1000,861,132471,18240
1000,861,132852,18386
1000,861,131903,17479
1000,861,132077,18018
1000,861,131730,17827
1000,861,133024,17971
1000,861,132184,18016
1000,861,131978,17438
1000,861,132412,18100
1000,861,132717,18173
1000,881,132137,17626
1000,881,132558,17977
1000,881,132480,18098
1000,881,134765,32951
1000,881,132954,18064
1000,881,131524,17457
1000,881,132966,18067
1000,881,131925,18122
1000,881,131710,17447
1000,881,129313,18202
1000,881,132476,18234
1000,881,131726,17462
1000,881,132535,18284
1000,881,132422,18033
1000,881,131828,17720
1000,881,132723,18217
1000,881,128826,17507
1000,881,132471,18235
1000,881,132673,18133
1000,881,131998,17643
1000,901,132622,17965
1000,901,132706,18273
1000,901,132238,17718
1000,901,132497,18319
1000,901,132525,17920
1000,901,132154,17924
1000,901,132896,18243
1000,901,131909,17670
1000,901,135219,17972
1000,901,132896,18405
1000,901,132112,17641
1000,901,129617,18259
1000,901,132743,18338
1000,901,132092,17599
1000,901,128641,18149
1000,901,129896,17885
1000,901,132111,18062
1000,901,132734,18336
1000,901,132344,17524
1000,901,132216,18084
1000,921,132641,18263
1000,921,132285,17750
1000,921,132303,18059
1000,921,128896,18147
1000,921,131926,17791
1000,921,132723,18153
1000,921,132090,17752
1000,921,133463,18089
1000,921,132098,18002
1000,921,131961,17702
1000,921,133036,18261
1000,921,133062,18301
1000,921,132055,17404
1000,921,129210,20935
1000,921,129050,18137
1000,921,132536,18001
1000,921,132729,17920
1000,921,132549,17965
1000,921,133156,18208
1000,921,132387,18345
1000,941,132124,17846
1000,941,132757,17977
1000,941,133037,18158
1000,941,132114,18048
1000,941,132414,18031
1000,941,132867,17989
1000,941,132578,18070
1000,941,129148,18181
1000,941,132852,17474
1000,941,133404,18153
1000,941,132217,17982
1000,941,131949,17668
1000,941,132688,18195
1000,941,128923,18384
1000,941,132016,17818
1000,941,132917,18299
1000,941,132184,17925
1000,941,132135,18285
1000,941,132640,20541
1000,941,131968,17829
1000,961,129098,18159
1000,961,129049,18318
1000,961,132509,17654
1000,961,132759,18147
1000,961,133137,18221
1000,961,132323,17798
1000,961,132784,18229
1000,961,129573,18028
1000,961,132772,17883
1000,961,133046,18151
1000,961,132089,17466
1000,961,128940,18185
1000,961,132917,18656
1000,961,128737,17478
1000,961,132889,18290
1000,961,133070,18045
1000,961,128552,17585
1000,961,132539,18386
1000,961,132511,17952
1000,961,133120,18094
1000,981,158689,18071
1000,981,131749,17562
1000,981,132666,18135
1000,981,135333,18492
1000,981,131940,17686
1000,981,132591,18051
1000,981,132745,18323
1000,981,132236,17827
1000,981,129465,17977
1000,981,132610,17658
1000,981,133559,18210
1000,981,132432,17960
1000,981,132067,17837
1000,981,132638,18516
1000,981,132829,18276
1000,981,132209,17455
1000,981,133074,18097
1000,981,132741,18000
1000,981,132434,17970
1000,981,132802,18040
1000,1001,131856,17731
1000,1001,132790,18706
1000,1001,129540,18080
1000,1001,132254,17670
1000,1001,132692,18066
1000,1001,132747,18326
1000,1001,132174,17815
1000,1001,129290,18197
1000,1001,131744,18155
1000,1001,131935,17761
1000,1001,132856,18095
1000,1001,132384,17693
1000,1001,132874,18266
1000,1001,132943,18284
1000,1001,132432,17624
1000,1001,132755,18163
1000,1001,133036,18391
1000,1001,132678,17476
1000,1001,132518,18191
1000,1001,129889,17764
1000,1021,129563,17817
1000,1021,132821,18225
1000,1021,132390,17729
1000,1021,132720,18375
1000,1021,133006,17995
1000,1021,132207,17465
1000,1021,132465,18172
1000,1021,133538,18400
1000,1021,132359,17620
1000,1021,132602,18405
1000,1021,133773,17898
1000,1021,132933,17983
1000,1021,133152,18300
1000,1021,134930,17672
1000,1021,132923,18111
1000,1021,133254,18185
1000,1021,132504,17416
1000,1021,132892,18107
1000,1021,132678,17929
1000,1021,132581,17773

Median Slopes Analysis
========

Model:
Time ~=    25.46
    + m    0.104
    + b    0.002
              µs

Min Squares Analysis
========

Data points distribution:
    m     b   mean µs  sigma µs       %
    1  1024     28.22     0.145    0.5%
   20  1024      30.4     0.075    0.2%
   39  1024     32.07     0.089    0.2%
   58  1024     34.21     0.104    0.3%
   77  1024     36.18     0.063    0.1%
   96  1024      38.3     0.085    0.2%
  115  1024     40.25     0.135    0.3%
  134  1024     42.58      0.08    0.1%
  153  1024     44.44     0.148    0.3%
  172  1024     45.75     0.095    0.2%
  191  1024     47.98     0.073    0.1%
  210  1024     50.21     0.107    0.2%
  229  1024     52.37     0.095    0.1%
  248  1024     54.27     0.106    0.1%
  267  1024     56.18     0.067    0.1%
  286  1024     58.64     0.144    0.2%
  305  1024     59.48     0.102    0.1%
  324  1024     61.81     0.108    0.1%
  343  1024      63.9     0.108    0.1%
  362  1024     65.97     0.098    0.1%
  381  1024     67.94     0.094    0.1%
  400  1024     69.73     0.056    0.0%
  419  1024     70.98     0.056    0.0%
  438  1024     73.52     0.094    0.1%
  457  1024     75.76      0.09    0.1%
  476  1024     77.78     0.096    0.1%
  495  1024     79.66     0.071    0.0%
  514  1024     81.33     0.071    0.0%
  533  1024      84.1      0.06    0.0%
  552  1024     85.38     0.104    0.1%
  571  1024     88.02     0.132    0.1%
  590  1024     89.39     0.074    0.0%
  609  1024     92.12     0.075    0.0%
  628  1024     94.26     0.113    0.1%
  647  1024     96.14     0.115    0.1%
  666  1024     98.46     0.102    0.1%
  685  1024       100     0.197    0.1%
  704  1024     101.8     0.229    0.2%
  723  1024     104.2     0.221    0.2%
  742  1024     105.9     0.241    0.2%
  761  1024     108.1     0.204    0.1%
  780  1024     110.2     0.342    0.3%
  799  1024     111.5     0.244    0.2%
  818  1024     113.4     0.284    0.2%
  837  1024     115.8     0.176    0.1%
  856  1024     117.5     0.712    0.6%
  875  1024     119.7     0.282    0.2%
  894  1024     122.1      0.19    0.1%
  913  1024     123.7     0.281    0.2%
  932  1024     126.6     0.567    0.4%
  951  1024     127.8     0.565    0.4%
  970  1024       130     0.301    0.2%
  989  1024     131.7     0.234    0.1%
 1000     1     129.6      0.29    0.2%
 1000    21     130.2     0.175    0.1%
 1000    41     130.2     0.251    0.1%
 1000    61     129.6     0.936    0.7%
 1000    81     130.2     0.271    0.2%
 1000   101     130.2     0.231    0.1%
 1000   121     130.3     0.228    0.1%
 1000   141     130.5     0.133    0.1%
 1000   161     130.4      0.23    0.1%
 1000   181     130.5     0.127    0.0%
 1000   201     130.3     0.125    0.0%
 1000   221     130.4      0.28    0.2%
 1000   241     130.7     0.209    0.1%
 1000   261     130.8     0.249    0.1%
 1000   281       131     0.182    0.1%
 1000   301     130.8     0.287    0.2%
 1000   321     130.9     0.153    0.1%
 1000   341     130.8     0.143    0.1%
 1000   361     130.9       0.1    0.0%
 1000   381     130.9     0.138    0.1%
 1000   401     131.2     0.234    0.1%
 1000   421       131     0.255    0.1%
 1000   441       131     0.347    0.2%
 1000   461     131.3     0.165    0.1%
 1000   481     131.1      0.35    0.2%
 1000   501     131.2      0.12    0.0%
 1000   521     131.4     0.221    0.1%
 1000   541     131.4     0.185    0.1%
 1000   561     131.4     0.169    0.1%
 1000   581     131.5     0.268    0.2%
 1000   601     131.6      0.27    0.2%
 1000   621     131.4     0.201    0.1%
 1000   641     131.8     0.189    0.1%
 1000   661     131.7     0.296    0.2%
 1000   681     131.2     0.953    0.7%
 1000   701     131.6     0.234    0.1%
 1000   721     131.8     0.173    0.1%
 1000   741       132     0.151    0.1%
 1000   761     131.7      0.23    0.1%
 1000   781       132     0.164    0.1%
 1000   801     132.1     0.227    0.1%
 1000   821     132.1     0.178    0.1%
 1000   841     132.1     0.098    0.0%
 1000   861     132.2     0.178    0.1%
 1000   881     132.2     0.266    0.2%
 1000   901     132.3     0.208    0.1%
 1000   921     132.3     0.228    0.1%
 1000   941     132.3     0.246    0.1%
 1000   961     132.2     0.929    0.7%
 1000   981     132.5     0.165    0.1%
 1000  1001     132.4      0.26    0.1%
 1000  1021     132.7     0.163    0.1%

Quality and confidence:
param     error
m             0
b             0

Model:
Time ~=    25.24
    + m    0.105
    + b    0.003
              µs

