Pallet: "multisig", Extrinsic: "as_multi_create_store", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
s,z,extrinsic_time,storage_root_time
2,10000,96828,45642
2,10000,81413,41798
2,10000,80666,40966
2,10000,79642,40551
2,10000,79642,40406
2,10000,79532,40337
2,10000,79831,39783
2,10000,79287,39697
2,10000,80931,40532
2,10000,79835,40547
2,10000,80052,40395
2,10000,79275,40187
2,10000,79684,40200
2,10000,79387,40497
2,10000,79211,40274
2,10000,79546,40166
2,10000,79656,39717
2,10000,79976,40078
2,10000,79951,40138
2,10000,79550,40282
3,10000,79960,40339
3,10000,80026,40362
3,10000,79523,39887
3,10000,79965,40475
3,10000,79902,40420
3,10000,80235,40608
3,10000,79327,41010
3,10000,79026,40757
3,10000,79216,40627
3,10000,79451,40158
3,10000,80023,40633
3,10000,79370,40326
3,10000,79283,40346
3,10000,79431,40334
3,10000,79513,40471
3,10000,79317,40497
3,10000,79420,40345
3,10000,79236,39960
3,10000,79459,40394
3,10000,79205,40591
4,10000,80479,40866
4,10000,80541,40374
4,10000,80251,40417
4,10000,80307,40570
4,10000,80304,40851
4,10000,80008,40690
4,10000,80125,40360
4,10000,80221,40877
4,10000,80084,40194
4,10000,80047,40548
4,10000,80183,40213
4,10000,79945,40349
4,10000,79948,40290
4,10000,79858,40424
4,10000,79941,40069
4,10000,80224,40692
4,10000,82108,40811
4,10000,80077,40999
4,10000,80297,40610
4,10000,80183,40467
5,10000,81001,40633
5,10000,81192,40648
5,10000,80856,40868
5,10000,80494,40357
5,10000,80890,40462
5,10000,80652,40679
5,10000,80536,41323
5,10000,80665,40353
5,10000,80396,40586
5,10000,80243,40549
5,10000,80744,40860
5,10000,80676,40935
5,10000,80924,40566
5,10000,80539,40642
5,10000,80922,40523
5,10000,80547,40870
5,10000,80827,40188
5,10000,80763,40492
5,10000,80925,40649
5,10000,80654,40854
6,10000,80732,40286
6,10000,80766,40818
6,10000,81237,41413
6,10000,80884,41350
6,10000,81240,41188
6,10000,81363,40909
6,10000,80889,41228
6,10000,80906,41099
6,10000,80784,40823
6,10000,80763,41190
6,10000,81583,40704
6,10000,80764,41303
6,10000,80747,40879
6,10000,80832,41094
6,10000,80716,41140
6,10000,81092,41279
6,10000,81106,41120
6,10000,83782,41233
6,10000,81059,40543
6,10000,81234,40514
7,10000,81173,41201
7,10000,80925,41293
7,10000,80556,41377
7,10000,80883,41163
7,10000,81183,41539
7,10000,81108,41439
7,10000,81050,41543
7,10000,81416,41243
7,10000,80961,41538
7,10000,81301,41257
7,10000,81560,41488
7,10000,81124,41448
7,10000,81092,41521
7,10000,80602,40991
7,10000,81123,41510
7,10000,81242,40964
7,10000,81126,41815
7,10000,81344,41531
7,10000,80938,41349
7,10000,80897,41836
8,10000,81652,41407
8,10000,80733,41137
8,10000,81035,43695
8,10000,81509,40879
8,10000,81415,41307
8,10000,81004,41405
8,10000,81321,40910
8,10000,81235,41210
8,10000,81269,41114
8,10000,81012,41183
8,10000,81160,41345
8,10000,81356,41179
8,10000,81513,40948
8,10000,81274,41295
8,10000,81281,43915
8,10000,81577,41123
8,10000,81613,41046
8,10000,81576,41344
8,10000,81429,41435
8,10000,81302,40941
9,10000,82036,41297
9,10000,80981,41524
9,10000,81471,41509
9,10000,81582,41106
9,10000,81446,41331
9,10000,81397,40988
9,10000,86074,41633
9,10000,81098,41134
9,10000,81577,41161
9,10000,81019,41037
9,10000,81313,41337
9,10000,81383,41039
9,10000,81462,41545
9,10000,81622,41451
9,10000,96327,42097
9,10000,81344,41661
9,10000,80938,41056
9,10000,80942,72322
9,10000,81559,40966
9,10000,81336,40907
10,10000,81614,41020
10,10000,81788,41398
10,10000,81858,41108
10,10000,81512,40954
10,10000,81017,41057
10,10000,81301,40928
10,10000,82152,41546
10,10000,81639,41117
10,10000,84254,41517
