Pallet: "indices", Extrinsic: "freeze", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
i,extrinsic_time,storage_root_time
0,41023,41689
0,32216,35628
0,31644,34583
0,30968,34662
0,31231,33956
0,30944,34161
0,31536,34512
0,30750,33731
0,31004,34091
0,30754,34361
0,30825,34045
0,30755,33762
0,30722,34268
0,30500,33905
0,30775,33897
0,30403,33832
0,30862,33849
0,30891,34426
0,30940,34163
0,30970,34012
20,30673,33528
20,30726,33806
20,30828,34104
20,30635,34413
20,30720,33474
20,31210,33677
20,31065,33537
20,30877,34244
20,31049,33897
20,31186,34192
20,30895,33863
20,30859,33938
20,30991,33845
20,31095,33866
20,30666,33943
20,31015,33649
20,30826,33691
20,31033,33958
20,30784,33968
20,30686,33813
40,31491,33933
40,30880,33546
40,30890,34325
40,31073,33792
40,30935,34735
40,30928,33979
40,31228,33718
40,31153,33319
40,31299,34536
40,30622,34300
40,30878,34063
40,30869,34305
40,30852,34452
40,31079,33703
40,31145,33695
40,30944,34576
40,31005,33877
40,31103,34170
40,31143,33836
40,30779,33942
60,30896,34146
60,30570,33696
60,30730,33965
60,30635,34152
60,30914,33825
60,31019,33743
60,30782,33774
60,30742,33699
60,30627,34017
60,30644,33829
60,30537,33435
60,30541,33714
60,30617,33641
60,30694,33393
60,30608,33587
60,31073,33447
60,30626,34031
60,30643,33350
60,30545,33699
60,30406,33718
80,31209,34383
80,30654,34370
80,31324,33944
80,31052,33919
80,31036,33793
80,31130,33776
80,31407,33468
80,31198,34310
80,31030,33578
80,30747,33740
80,31273,33774
80,30972,33794
80,30994,33954
80,31189,33639
80,30984,33381
80,30986,33193
80,30768,33486
80,31101,33739
80,31062,33469
80,31268,34090
100,30879,33445
100,30858,33667
100,30739,33583
100,31053,37024
100,31073,33713
100,30748,33804
100,30575,33384
100,30534,33540
100,30433,33257
100,30642,34089
100,30785,33564
100,30704,33172
100,30607,33483
100,30828,33546
100,31039,33143
100,30707,33288
100,30601,33318
100,30766,33481
100,30847,33791
100,30306,33401
120,30578,33182
120,30649,33094
120,30568,33264
120,30843,33032
120,30535,33149
120,30723,33547
120,30692,33334
120,30888,33127
120,30649,33594
120,31018,33345
120,30835,33824
120,31039,33292
120,30844,36099
120,30801,33208
120,30872,33126
