Pallet: "collective", Extrinsic: "vote_insert", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
m,p,b,extrinsic_time,storage_root_time
762,100,1024,314758,62859
762,100,1024,315673,67003
762,100,1024,314378,63966
762,100,1024,314579,62825
762,100,1024,312131,63337
762,100,1024,314118,62607
762,100,1024,315053,63392
762,100,1024,314703,63074
762,100,1024,315421,63374
762,100,1024,317283,63070
762,100,1024,314465,62753
781,100,1024,320381,83720
781,100,1024,318226,64185
781,100,1024,318751,64263
781,100,1024,321264,64160
781,100,1024,320490,63307
781,100,1024,323717,64383
781,100,1024,320943,64080
781,100,1024,318145,63844
781,100,1024,322076,64261
781,100,1024,321312,64014
781,100,1024,320562,63501
781,100,1024,320972,63571
781,100,1024,321488,65003
781,100,1024,320408,63675
781,100,1024,320539,64198
781,100,1024,320537,64505
781,100,1024,320988,63795
781,100,1024,321093,63659
781,100,1024,321045,64086
781,100,1024,320794,63556
800,100,1024,324573,64460
800,100,1024,328245,66382
800,100,1024,326578,68252
800,100,1024,326024,64285
800,100,1024,326724,64279
800,100,1024,325749,65473
800,100,1024,325391,64613
800,100,1024,326307,64236
800,100,1024,326174,64744
800,100,1024,326207,64402
800,100,1024,328992,64630
800,100,1024,326245,64382
800,100,1024,326452,64319
800,100,1024,325416,64116
800,100,1024,327215,67104
800,100,1024,326725,64366
800,100,1024,326670,65700
800,100,1024,326379,64156
800,100,1024,328830,64362
800,100,1024,326506,64468
819,100,1024,332781,65588
819,100,1024,332763,64962
819,100,1024,334911,69487
819,100,1024,334549,64997
819,100,1024,334174,68431
819,100,1024,332998,64970
819,100,1024,332732,65282
819,100,1024,336224,66407
819,100,1024,332622,65014
819,100,1024,333813,68995
819,100,1024,333245,65977
819,100,1024,332433,65467
819,100,1024,332398,64813
819,100,1024,330204,65160
819,100,1024,333803,65532
819,100,1024,333983,65444
819,100,1024,333194,64950
819,100,1024,333425,65281
819,100,1024,333521,65385
819,100,1024,333225,65426
838,100,1024,338849,66161
838,100,1024,338019,65645
838,100,1024,335311,65778
838,100,1024,335751,66624
838,100,1024,370128,66630
838,100,1024,341495,65553
838,100,1024,339632,66337
838,100,1024,336335,65685
838,100,1024,336578,66354
838,100,1024,339264,66099
838,100,1024,338635,65957
838,100,1024,336415,66340
838,100,1024,339384,65650
838,100,1024,338912,66214
838,100,1024,339874,66588
838,100,1024,336474,65765
838,100,1024,338868,66255
838,100,1024,336175,66447
838,100,1024,339063,66378
838,100,1024,341439,66210
857,100,1024,344808,67183
857,100,1024,347501,67151
857,100,1024,343742,66341
857,100,1024,344998,67023
857,100,1024,344284,66145
857,100,1024,341784,66985
857,100,1024,345196,66577
857,100,1024,345150,67248
857,100,1024,345282,66331
857,100,1024,345553,66707
857,100,1024,344806,66471
857,100,1024,343925,66633
857,100,1024,344127,66632
857,100,1024,345828,66733
857,100,1024,345206,66782
857,100,1024,344162,66703
857,100,1024,344363,66334
857,100,1024,344414,66544
857,100,1024,346675,70789
857,100,1024,344137,67059
876,100,1024,347159,66897
876,100,1024,351007,67497
876,100,1024,351444,67153
876,100,1024,347513,67260
876,100,1024,351041,70197
876,100,1024,351259,67771
876,100,1024,351011,67382
876,100,1024,353758,67520
876,100,1024,350153,67251
876,100,1024,351781,67536
876,100,1024,350640,68076
876,100,1024,351050,67333
876,100,1024,351404,67112
876,100,1024,350094,67149
876,100,1024,354240,67420
876,100,1024,353058,67651
876,100,1024,349931,70107
876,100,1024,350384,71264
876,100,1024,350770,68832
876,100,1024,350645,68118
895,100,1024,357587,67948
895,100,1024,356974,67378
895,100,1024,357277,67768
895,100,1024,357081,68142
895,100,1024,356120,67431
895,100,1024,356958,67656
895,100,1024,356931,67186
895,100,1024,357488,71119
895,100,1024,353059,68367
895,100,1024,356629,67664
895,100,1024,357240,68269
895,100,1024,357451,67371
895,100,1024,357248,68438
895,100,1024,357047,67864
895,100,1024,356707,68204
895,100,1024,356343,67942
895,100,1024,357202,67996
895,100,1024,390513,68538
895,100,1024,356483,68161
895,100,1024,356603,67727
914,100,1024,358924,68688
914,100,1024,361978,69074
914,100,1024,363304,68929
914,100,1024,362776,69289
914,100,1024,355088,70737
914,100,1024,362586,69276
914,100,1024,361976,73164
914,100,1024,362306,69244
914,100,1024,359349,68720
914,100,1024,362002,68848
914,100,1024,358964,69309
914,100,1024,362677,68735
914,100,1024,395952,70207
914,100,1024,362358,69230
914,100,1024,361705,74034
914,100,1024,358596,68866
914,100,1024,363073,69015
914,100,1024,362762,69223
914,100,1024,362667,69295
914,100,1024,361457,68820
933,100,1024,367447,69612
933,100,1024,369141,69733
933,100,1024,368885,69978
933,100,1024,368981,70377
933,100,1024,367654,69533
933,100,1024,368070,69191
933,100,1024,368387,69937
933,100,1024,368000,69338
933,100,1024,365358,69225
933,100,1024,367902,68911
933,100,1024,368485,69760
933,100,1024,369008,72463
933,100,1024,368084,69752
933,100,1024,368341,69719
933,100,1024,369452,69856
933,100,1024,366060,69777
933,100,1024,368878,69555
933,100,1024,368364,68829
933,100,1024,367629,69579
933,100,1024,368021,69952
952,100,1024,374676,71905
952,100,1024,374285,70454
952,100,1024,373697,70250
952,100,1024,373541,70355
952,100,1024,374447,69770
952,100,1024,377105,70402
952,100,1024,374365,70374
952,100,1024,373595,70211
952,100,1024,374919,71623
952,100,1024,373336,70762
952,100,1024,373579,70731
952,100,1024,374363,73147
952,100,1024,374031,70470
952,100,1024,377145,70681
952,100,1024,373275,70339
952,100,1024,373686,70574
952,100,1024,371610,70521
952,100,1024,373060,70506
952,100,1024,374419,70302
952,100,1024,374798,71570
971,100,1024,380106,70852
971,100,1024,380113,70684
971,100,1024,379994,70891
971,100,1024,380758,72111
971,100,1024,379576,71444
971,100,1024,379571,71245
971,100,1024,380420,71110
971,100,1024,379706,73424
971,100,1024,381731,71364
971,100,1024,381971,74185
971,100,1024,379541,71227
971,100,1024,375148,70653
971,100,1024,379643,71023
971,100,1024,379972,70937
971,100,1024,382805,70922
971,100,1024,380742,71745
971,100,1024,380209,70590
971,100,1024,379810,70978
971,100,1024,379888,71280
971,100,1024,379255,70902
990,100,1024,378041,71682
990,100,1024,385495,71556
990,100,1024,385536,71504
990,100,1024,381548,71435
990,100,1024,386135,71250
990,100,1024,386723,72205
990,100,1024,388395,71997
990,100,1024,385806,71917
990,100,1024,386280,71735
990,100,1024,385559,71351
990,100,1024,385697,71695
990,100,1024,385949,71795
990,100,1024,385899,71859
990,100,1024,385536,71621
