Pallet: "multisig", Extrinsic: "approve_as_multi_approve", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
s,z,extrinsic_time,storage_root_time
2,10000,37651,25376
2,10000,31491,20527
2,10000,31566,20271
2,10000,30658,20036
2,10000,30975,19904
2,10000,30696,19917
2,10000,30814,19502
2,10000,30766,19104
2,10000,30715,19460
2,10000,30364,19363
2,10000,30562,19709
2,10000,30407,19361
2,10000,30650,19600
2,10000,30637,19619
2,10000,30425,19616
2,10000,30332,19475
2,10000,30528,19335
2,10000,30817,19539
2,10000,30218,19282
2,10000,30137,19212
3,10000,28087,19312
3,10000,31888,20090
3,10000,28174,19441
3,10000,27856,19385
3,10000,27824,19428
3,10000,27901,19521
3,10000,27864,19544
3,10000,27978,19516
3,10000,27771,19137
3,10000,27865,19376
3,10000,28110,19305
3,10000,27818,19443
3,10000,27728,19468
3,10000,27713,19537
3,10000,28009,19736
3,10000,27953,19609
3,10000,28085,19873
3,10000,27985,19370
3,10000,28142,19453
3,10000,27946,19286
4,10000,28426,20048
4,10000,28273,19853
4,10000,28479,19625
4,10000,28575,20084
4,10000,28350,19765
4,10000,28391,19958
4,10000,28130,19607
4,10000,28421,19688
4,10000,28345,19815
4,10000,28142,20001
4,10000,28215,19996
4,10000,28180,19937
4,10000,28327,19492
4,10000,28179,20044
4,10000,28456,19273
4,10000,28233,19933
4,10000,28322,22117
4,10000,28454,19687
4,10000,28320,19535
4,10000,28311,19462
5,10000,28455,20068
5,10000,28580,20401
5,10000,28610,19926
5,10000,28683,20141
5,10000,28733,19928
5,10000,28450,20316
5,10000,28558,20085
5,10000,28322,19466
5,10000,28369,19866
5,10000,28630,19684
5,10000,28574,19573
5,10000,28520,20129
5,10000,29039,19630
5,10000,28833,19690
5,10000,28104,19261
5,10000,28346,19645
5,10000,28557,19310
5,10000,28479,19889
5,10000,28770,19869
5,10000,28583,19762
6,10000,28700,20118
6,10000,28897,20419
6,10000,28635,20166
6,10000,28729,20417
6,10000,28465,19743
6,10000,28472,20143
6,10000,28664,19605
6,10000,28595,22608
6,10000,28577,19699
6,10000,28210,19588
6,10000,28482,20144
6,10000,28527,20171
6,10000,28355,19609
6,10000,28436,19889
6,10000,28713,19464
6,10000,28780,19832
