Pallet: "staking", Extrinsic: "withdraw_unbonded_update", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
s,extrinsic_time,storage_root_time
0,60244,57818
0,50178,52498
0,49753,51846
0,49675,51924
0,49539,51590
0,49422,51787
0,49886,51272
0,49068,51204
0,49300,50670
0,49470,51020
0,49437,51705
0,49030,51288
0,48971,51265
0,49194,51531
0,49111,51340
0,49172,51080
0,49501,51695
0,49591,51437
0,49447,50900
0,49852,51780
2,49693,51478
2,49937,50884
2,49952,52480
2,49982,51493
2,49842,51846
2,50189,52002
2,49487,51794
2,50471,51721
2,50276,51738
2,49589,51633
2,49605,51922
2,49840,51945
2,50518,52283
2,49299,51349
2,49693,51256
2,50056,51478
2,49663,51197
2,50033,50956
2,50094,51626
2,50134,51657
4,49829,51283
4,50037,51997
4,49987,51590
4,49354,52062
4,49972,52413
4,49987,51618
4,49746,52289
4,50273,52038
4,49747,52024
4,50023,52381
4,50497,51839
4,50294,52290
4,50580,51877
4,50035,51850
4,49757,52094
4,50010,52203
4,50241,52373
4,49738,51789
4,49581,52259
4,49926,52151
6,50423,51920
6,50287,52284
6,50208,52441
6,50105,52742
6,50607,52151
6,50093,51798
6,49773,52159
6,50692,52247
6,50124,51608
6,50257,52405
6,50532,52580
6,50668,52579
6,50268,52712
6,50235,52573
6,50170,52860
6,50334,52305
6,50079,51829
6,50360,51727
6,49975,52215
6,50586,52383
8,50015,51901
8,50365,52332
8,50204,52267
8,50321,52317
8,49963,52849
8,50338,52438
8,50357,52440
8,50239,52307
8,50610,52720
8,50235,52249
8,50372,52764
8,50123,52111
8,50458,52731
8,50699,52585
8,49508,52183
8,49799,52767
8,49861,53473
8,49689,52809
8,50699,53314
8,49768,52663
10,50211,53451
10,50320,52487
10,50305,52568
10,50985,52161
10,49960,52767
10,50657,52569
10,50402,52861
10,49943,53211
10,49936,52405
10,50228,51901
10,50785,52367
10,49660,51577
10,51258,52448
10,49684,52416
10,50076,52668
10,49918,51736
10,50033,52079
10,50074,52367
10,49684,52340
10,50081,52492
12,50591,52108
12,50537,52272
12,50872,52935
12,50714,52308
12,51162,52573
12,50636,53041
12,50554,52887
12,50636,53177
12,50904,52350
12,50960,52669
12,51577,51711
12,50620,52753
12,50813,51920
12,50553,52558
12,51533,53076
12,51201,52991
12,50705,52370
12,50967,52379
12,50645,52725
12,50521,53184
14,51268,52942
14,50521,52954
14,50733,53267
14,51445,53151
14,50776,52128
14,50721,52610
14,50546,52000
14,50954,53127
14,50498,53006
14,50914,51931
14,50989,53138
14,50455,53586
14,50781,52638
14,51079,53241
14,50703,52692
14,50645,52289
14,50675,52847
14,50720,53190
14,51082,52390
14,50554,53392
16,50781,52626
16,50640,52848
16,51154,52827
16,51174,53380
16,51289,53676
16,50819,54425
16,50594,52989
16,50963,53586
16,51119,53229
16,51239,53034
16,51189,52801
16,50818,53297
16,50760,53164
16,51238,52893
16,50772,53024
16,50892,52219
16,51236,53150
16,50888,52320
16,51062,53301
16,50616,52776
18,51459,53015
18,51176,52674
18,51104,57919
18,51285,53084
18,50876,53061
18,51671,53081
18,50776,52972
18,51758,53245
18,50856,52971
18,50910,53056
18,51229,53142
18,51171,53140
18,51822,53433
18,51003,53065
18,51035,53065
18,51515,53353
18,50785,52737
18,51483,52529
18,50999,52455
18,50534,53242
20,51933,53293
20,51437,56217
20,51518,52612
20,51711,53073
20,51549,52836
20,51133,52525
20,51522,53327
20,51028,53326
20,50986,53363
20,51241,53297
20,51759,53191
20,51387,53544
20,51476,53156
20,52048,53547
20,51981,53291
20,51571,53427
20,51410,53650
20,51862,53338
20,51796,53608
20,51403,53709
22,52320,53603
22,51608,53553
22,51682,53482
22,51334,53213
22,51252,53512
22,51064,53254
22,50945,53994
22,51033,52443
22,51523,52891
22,51542,53529
22,51616,53632
22,51549,53847
22,51581,53595
22,51276,53658
22,51000,53991
22,51285,53768
22,51168,53423
22,51985,53173
22,52173,54197
22,51481,53466
24,50914,53481
24,50705,53456
24,50942,53094
24,51054,52461
24,50755,52290
24,50874,52727
24,51348,53107
24,50814,53279
24,51274,52626
24,51360,52856
24,51547,53369
24,50910,54046
24,50873,53113
24,51299,53659
24,51148,53432
24,51231,53929
24,51430,54177
24,51331,53241
24,51375,53092
24,51004,52948
26,51055,53134
26,51176,53441
26,51273,53485
26,51345,54305
26,52215,53206
26,51759,53063
26,51606,52820
26,51008,53914
26,51208,53798
26,51100,53065
26,51072,53809
26,51019,53786
26,51619,54111
26,51553,53573
26,50631,53902
26,51071,53266
26,51376,53400
26,51284,53165
26,51703,54269
26,51731,53265
28,51547,53882
28,51401,56317
28,51561,52621
28,51401,54211
28,51620,54057
28,51337,53853
28,50727,53313
28,50798,53878
28,51144,53566
28,51290,53515
28,51504,53604
28,51328,53588
28,52695,54399
28,51798,53746
28,51428,53606
28,51193,52956
28,51371,53750
28,51716,53187
28,53178,53829
28,51710,53074
30,52002,53504
30,52217,53769
30,51733,53958
30,51831,53748
30,52493,54424
30,51727,54432
30,55947,54843
30,52280,54356
30,52275,53707
30,51719,54533
30,52290,53728
30,52039,54081
30,52378,53837
30,52611,54271
30,52283,56088
30,52595,54248
30,52662,53877
30,52313,53513
30,52588,54611
30,52795,53634
32,51799,53135
32,51827,53697
32,52033,53767
32,51876,53261
32,51748,53285
32,51936,53905
32,51900,53722
32,51643,53617
32,51009,53544
32,51954,54040
32,51841,53264
32,51695,53689
32,51313,53850
32,51615,53511
32,51411,53681
32,51953,54314
32,52463,54847
32,51535,54335
32,51778,56834
32,51893,54157
34,52557,54163
34,52438,54070
34,51871,53647
34,52166,54000
34,51909,54035
34,51987,53937
34,52800,53828
34,51756,54460
34,51588,53526
34,52201,54324
34,52203,53865
34,51563,53732
34,51812,53815
34,51442,53639
34,52300,53286
34,51629,53454
34,52093,53509
34,51940,53131
34,51740,52668
34,52276,53095
36,52573,52919
36,52285,53853
36,51579,54003
36,52435,53986
36,52495,54122
36,52335,53402
36,52079,53944
36,52621,53384
36,52010,53720
36,52293,58653
36,52799,53361
36,52290,54001
36,51889,53911
36,51320,53525
36,52224,54049
36,51897,54002
36,52388,53578
36,52651,54382
36,52693,53567
36,52356,53872
38,51325,53990
38,52014,53412
38,52056,53986
38,52370,53996
38,51911,54160
38,51878,54031
38,52580,54394
38,51439,54537
38,51909,53979
38,52243,54535
38,51453,54112
38,52122,53474
38,52274,54536
38,51167,54122
38,52268,53780
38,51850,53737
38,51540,53338
38,52360,54070
38,52441,54197
