Pallet: "multisig", Extrinsic: "as_multi_complete", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
s,z,extrinsic_time,storage_root_time
2,10000,68789,32939
2,10000,57737,29080
2,10000,57360,27967
2,10000,57131,27804
2,10000,57026,28226
2,10000,56750,27764
2,10000,57173,27624
2,10000,56562,27653
2,10000,56702,27353
2,10000,56781,27492
2,10000,56729,27303
2,10000,56849,27797
2,10000,57081,27493
2,10000,56817,27573
2,10000,56658,27743
2,10000,56670,27737
2,10000,57248,27315
2,10000,57063,27471
2,10000,56651,27321
2,10000,56545,27356
3,10000,57433,27955
3,10000,57411,28096
3,10000,57738,27777
3,10000,57850,27842
3,10000,57869,27967
3,10000,57355,28047
3,10000,57447,27892
3,10000,57294,28162
3,10000,57501,28490
3,10000,57331,27942
3,10000,56968,27941
3,10000,57264,27815
3,10000,56954,27915
3,10000,57334,28441
3,10000,57288,28134
3,10000,57468,28053
3,10000,57671,27865
3,10000,60307,28273
3,10000,57725,27606
3,10000,57096,28425
4,10000,57824,28035
4,10000,58197,28170
4,10000,57673,27912
4,10000,58411,28349
4,10000,58254,27921
4,10000,58167,28417
4,10000,58438,27992
4,10000,57943,27867
4,10000,58004,28208
4,10000,57294,28029
4,10000,58189,28417
4,10000,58025,28647
4,10000,57860,28282
4,10000,58008,27771
4,10000,57573,28011
4,10000,57929,28244
4,10000,58008,28317
4,10000,57738,27883
4,10000,57527,28176
4,10000,58246,28282
5,10000,58626,28282
5,10000,59112,28760
5,10000,58373,28538
5,10000,58332,28390
5,10000,58317,28307
5,10000,58546,28231
5,10000,59069,28032
5,10000,58589,28415
5,10000,59164,28468
5,10000,58993,28798
5,10000,58696,28425
5,10000,61983,28391
5,10000,58488,28013
5,10000,58150,28431
5,10000,58801,28328
5,10000,58785,28344
5,10000,58392,27880
5,10000,58282,28002
5,10000,58398,28020
5,10000,58640,28096
6,10000,58569,28519
6,10000,58886,28946
6,10000,58625,29006
6,10000,58525,28305
6,10000,58138,28401
6,10000,58389,28416
6,10000,58155,28661
6,10000,58215,28520
6,10000,58725,28067
6,10000,58373,28525
6,10000,59984,29584
6,10000,58533,28634
6,10000,58440,28529
6,10000,58810,29233
6,10000,58576,28580
6,10000,58574,28558
6,10000,58683,28744
6,10000,58531,28854
6,10000,58372,28414
6,10000,58841,28692
7,10000,59164,28446
7,10000,59357,29020
7,10000,59583,28763
7,10000,59281,28967
7,10000,58918,28765
7,10000,59151,28667
7,10000,58920,28562
7,10000,59044,28813
7,10000,59117,28721
7,10000,59153,28711
7,10000,59164,28200
7,10000,58745,28518
7,10000,59306,28379
7,10000,59050,28641
7,10000,58591,28751
7,10000,59000,28798
7,10000,58837,28414
7,10000,59144,28385
7,10000,59088,28617
7,10000,59030,28450
8,10000,59699,28791
