Pallet: "staking", Extrinsic: "new_era", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
v,n,extrinsic_time,storage_root_time
10,21,351269666,190425
10,21,349209166,195641
10,21,350879739,191561
10,21,349162730,191722
10,21,348907892,192006
10,21,349531509,192116
10,21,352064359,191687
10,21,351471206,193115
10,21,350945202,193343
10,21,350141626,191630
10,21,349744407,193527
10,21,349600284,214155
10,21,350100917,192625
10,21,350683057,191051
10,21,349461807,190499
10,21,349083291,193146
10,21,349763702,190682
10,21,349315646,191421
10,21,349932015,191893
10,22,351898683,192833
10,22,354220492,195313
10,22,352737939,192989
10,22,354491095,193046
10,22,352820936,192068
10,22,353023140,192179
10,22,354051457,192674
10,22,352755262,190493
10,22,352042383,195321
10,22,353647901,191026
10,22,354855334,192252
10,22,352900322,192328
10,22,354033896,192292
10,22,354648956,191445
10,22,353100592,191764
10,22,354045006,191384
10,22,352953234,190951
10,22,353729281,193399
10,22,352005585,190658
10,22,352383694,194913
10,23,353061161,197615
10,23,353845813,196689
10,23,353967395,196687
10,23,354459795,206335
10,23,363268507,198280
10,23,354206169,197190
10,23,353413712,202769
10,23,354099469,199392
10,23,353844115,204583
10,23,355756074,198628
10,23,353846319,197629
10,23,356419546,196093
10,23,353040884,197419
10,23,355359283,197713
10,23,354351198,196660
10,23,354814830,197384
10,23,355293621,199506
10,23,355134854,195409
10,23,353692202,197056
10,23,354795688,196385
10,24,355824145,196371
10,24,358398449,198054
10,24,356358964,194122
10,24,357012087,197769
10,24,356293293,199560
10,24,357555698,194025
10,24,356240009,196014
10,24,356989348,195652
10,24,356413785,197338
10,24,356614086,195509
10,24,357830551,193314
10,24,356861539,194817
10,24,357232657,199857
10,24,367144113,197049
10,24,356817661,195085
10,24,356614083,193911
10,24,356450753,197818
10,24,358659044,195330
10,24,356540352,195560
10,24,357340370,196363
10,25,351087824,195697
10,25,353026024,196963
10,25,362087876,194116
10,25,351334400,194306
10,25,351532511,195689
10,25,352116630,195940
10,25,352769754,194621
10,25,352784168,194536
10,25,351782529,193963
10,25,351448658,200188
10,25,353000629,199810
10,25,351981995,201384
10,25,351928757,195970
10,25,354105608,196584
10,25,350976807,197344
10,25,353548734,192931
10,25,351273813,194893
10,25,351723998,193148
10,25,368419069,218266
10,25,359218331,195078
10,26,358157277,203130
10,26,354850357,200417
10,26,355913862,198544
10,26,355253620,198226
10,26,355768076,203384
10,26,354869284,200801
10,26,354324934,197900
10,26,355914581,199136
10,26,357064166,202033
10,26,355494245,204373
10,26,354444732,203203
10,26,357621311,198286
10,26,355677584,197702
10,26,356421634,200546
10,26,355422235,197411
10,26,355024911,203132
10,26,354544649,198947
10,26,355413398,199880
10,26,354998090,205162
10,26,355325669,196632
10,27,355430307,196434
10,27,353814637,198363
10,27,354860837,196136
10,27,354714718,197034
10,27,355723573,196691
10,27,354628830,194370
10,27,354424389,196893
10,27,355137767,197568
10,27,355289949,195483
10,27,353450014,198795
10,27,354991452,195113
10,27,354095574,197388
10,27,355148988,199058
10,27,356173462,195508
10,27,355514599,197473
10,27,354357120,195859
10,27,364951295,196838
10,27,354733771,199886
10,27,356039937,196693
10,27,354460229,202435
10,28,355112853,202057
10,28,355783675,198206
10,28,355985857,195977
10,28,356255276,196575
10,28,354934754,198372
10,28,355734179,195722
10,28,354819456,198840
10,28,355736259,193849
10,28,355387311,195155
10,28,355489324,194329
10,28,355067909,201499
10,28,356371258,197259
10,28,357262583,197320
10,28,356431687,195921
10,28,355213734,196241
10,28,365691713,201010
10,28,356738983,198055
10,28,355001939,196671
10,28,354346843,194767
10,28,354457183,199390
10,29,354311294,202856
10,29,354119711,198468
10,29,364321435,201259
10,29,365089773,198795
10,29,365111564,197644
10,29,354940217,198408
10,29,364808969,199168
10,29,354825589,197798
10,29,354235433,202291
10,29,354717634,198622
10,29,354099572,199366
10,29,354579785,204275
10,29,354902447,200006
10,29,354722044,199105
10,29,354259229,197212
10,29,354289876,200458
10,29,354785292,198316
10,29,354516143,200036
10,29,353610740,199117
10,29,354194823,198212
10,30,351596426,200184
10,30,352015919,206359
10,30,353107292,198659
10,30,352302446,204671
10,30,351490719,198833
10,30,352393331,197584
10,30,351806254,197662
10,30,352294404,200345
10,30,351668742,204071
10,30,351890900,203231
10,30,353371080,198116
10,30,354342102,200542
10,30,352443721,199391
10,30,352802777,199112
10,30,361675425,198630
10,30,352570882,203519
10,30,352566550,197631
10,30,351656625,199887
10,30,351771429,199607
10,30,351584386,198388
10,31,354237096,199064
10,31,354722358,200263
10,31,355042690,207274
10,31,355116337,196627
10,31,354856860,201054
10,31,354916552,198947
10,31,355871125,206734
10,31,354356045,198613
10,31,354644086,203131
10,31,354838527,207473
10,31,353738274,202458
10,31,356121692,197989
10,31,353595076,199327
10,31,355072650,198694
10,31,355631341,197809
10,31,354778062,208304
10,31,353694905,198707
10,31,354659631,201084
10,31,354165106,199594
10,31,354880681,203952
10,32,355059594,198452
10,32,355117550,199803
10,32,355078848,199370
10,32,358252713,200852
10,32,355663905,199145
10,32,356142141,201043
10,32,354680457,196933
10,32,354427956,200007
10,32,354138433,198602
10,32,354286114,203462
10,32,354589161,198428
10,32,356622763,199215
10,32,355394815,198355
10,32,356894008,205928
10,32,355644076,198788
10,32,354728872,200584
10,32,354616942,199010
10,32,354833872,200236
10,32,354509354,199863
10,32,353953484,197785
10,33,354531464,206449
10,33,354155395,206078
10,33,354658131,205638
10,33,353676244,204250
10,33,365024893,205275
10,33,354230596,208829
10,33,353783008,203702
10,33,354311784,206164
10,33,353355462,204221
10,33,354220287,205500
10,33,354213061,204425
10,33,355348886,205135
10,33,353589435,209689
10,33,354307790,203976
10,33,354883581,204868
10,33,354463510,208715
10,33,354010434,203895
10,33,364109345,209642
10,33,352856220,233856
10,33,355039014,203531
10,34,356511850,203503
10,34,355999484,202586
10,34,356484878,203730
10,34,358410994,205970
10,34,367956538,203399
10,34,356637268,202882
10,34,355947046,206056
10,34,356628785,204021
10,34,356834903,203037
10,34,355874088,205679
10,34,356954735,202380
10,34,357958425,203255
10,34,356348529,204478
10,34,356360113,202487
10,34,359532167,203498
10,34,357931999,203731
10,34,356787417,204738
10,34,357424820,205430
10,34,355865401,202330
10,34,356087034,202473
10,35,350869725,205303
10,35,361706894,203392
10,35,352162661,210086
10,35,352179832,203852
10,35,350984291,203693
10,35,351550077,203454
10,35,351363279,203751
10,35,351735288,203149
10,35,352168882,205876
10,35,350763485,203647
10,35,352098036,203578
10,35,352381077,202955
10,35,351253815,210024
10,35,351332838,206401
10,35,351299330,203467
10,35,351527579,203984
10,35,350357615,206052
10,35,353366319,203093
10,35,350664888,205467
10,35,351519494,204907
10,36,358225847,206675
10,36,359726759,206341
10,36,357310037,215152
10,36,359094166,205524
10,36,358198021,206001
10,36,367516209,205966
10,36,357334180,205867
10,36,358997656,205689
10,36,357480394,206671
10,36,357496135,213566
10,36,358924575,205415
10,36,369610890,207464
10,36,359266508,212062
10,36,357601871,206307
10,36,368001877,205682
10,36,358917897,210545
10,36,357055312,207242
10,36,357538766,211225
10,36,358703143,206678
10,36,357400030,207355
10,37,357331577,207457
10,37,355459334,208728
10,37,364280392,208794
10,37,355537030,206234
10,37,354810169,218492
10,37,355146543,204696
10,37,354080229,205460
10,37,354868887,206254
10,37,353842065,210172
10,37,355604847,211100
10,37,355046825,205564
10,37,355418543,205676
10,37,355226030,206549
10,37,355095770,205727
10,37,354658373,208835
10,37,354835635,206187
10,37,356158179,205931
10,37,354218187,204805
10,37,355729859,205905
10,37,366534327,211225
10,38,354188640,205339
10,38,352698532,207336
10,38,353787800,211749
10,38,352573077,205855
10,38,352906998,206507
10,38,353090195,203923
10,38,353609597,207129
10,38,363759624,204348
10,38,362335871,210544
10,38,354119259,204627
10,38,353336434,212717
10,38,353875169,203444
10,38,352459983,207544
10,38,355610929,205583
10,38,352185764,207068
10,38,352127876,207589
10,38,355029199,205851
10,38,353228001,207159
10,38,354157327,206476
10,38,353359103,206698
10,39,358807219,216516
10,39,357678177,213096
10,39,356280484,211011
10,39,367989829,209994
10,39,357667886,211573
10,39,357152351,211346
10,39,357315794,212955
10,39,357584962,211069
10,39,358983372,217845
10,39,356461671,209764
10,39,356416792,216438
10,39,358970694,209575
10,39,367885326,211453
10,39,356372463,210012
10,39,357045423,210869
10,39,358915134,213058
10,39,360526633,211966
10,39,356859906,211882
10,39,357737544,209449
10,39,356325608,210588
10,40,356404906,211403
10,40,354406333,208666
10,40,355243959,213456
10,40,357421894,245026
10,40,364945918,212104
10,40,355849304,212682
10,40,355470393,218479
10,40,355131700,211804
10,40,365278960,209647
10,40,355106916,217813
10,40,355350491,211297
10,40,354735809,208525
10,40,355086562,208837
10,40,356326491,210561
10,40,355442772,216684
10,40,356497917,209998
10,40,365358964,210303
10,40,355766516,209909
10,40,355010749,208649
10,40,355714275,210483
