Pallet: "proxy", Extrinsic: "proxy", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
p,extrinsic_time,storage_root_time
26,22500,16236
26,22415,16247
26,22543,16074
26,22521,16093
27,22819,16525
27,22659,16468
27,22790,16126
27,22648,16387
27,23122,16609
27,22715,16217
27,22494,16190
27,22768,16384
27,22884,16508
27,22669,16203
27,22763,16270
27,22925,16201
27,22928,16107
27,23064,16336
27,23052,16097
27,22773,16393
27,22707,16428
27,22910,16283
27,22923,16140
27,22740,16190
28,22675,16159
28,22776,16196
28,22870,16450
28,22921,16450
28,22749,16529
28,22665,16074
28,22721,16324
28,22667,16017
28,22697,16218
28,22634,16311
28,22573,16321
28,22664,16414
28,22572,16353
28,22632,16212
28,22906,16442
28,22661,16221
28,22742,16352
28,22661,16259
28,22695,16184
28,22955,16379
29,23642,15899
29,23845,16016
29,23473,15656
29,23788,16214
29,23344,15980
29,23376,16089
29,23435,16162
29,23615,16303
29,23395,15928
29,23772,16020
29,23357,16099
29,23361,16033
29,23713,15702
29,23514,15857
29,23780,15935
29,23650,15993
29,23678,15951
29,23320,15982
29,23277,15891
29,23740,16007
30,23642,16086
30,23814,15993
30,23668,15921
30,23675,16191
30,23815,16287
30,23483,15929
30,23442,16172
30,23792,16234
30,23546,15975
30,23555,16019
30,23574,16199
30,23465,16029
30,23714,16203
30,23415,15955
30,23551,15792
30,23645,15884
30,23610,16053
30,23560,15931
30,23782,15944
30,23726,16173
31,24827,16351
31,24422,16121
31,24127,16112
31,23907,15988
31,24283,15975
31,24480,16134
31,24491,16192
31,24545,16033
31,24736,16190
31,24463,16294
31,24489,16277
31,24298,16137
31,24328,16155
31,24527,16091
31,24394,16156
31,37855,16526
31,24304,16241
31,24254,16100
31,24055,16051
31,24108,16054

Median Slopes Analysis
========

Model:
Time ~=    19.31
    + p    0.132
              µs

Min Squares Analysis
========

Data points distribution:
    p   mean µs  sigma µs       %
    1     19.64     0.097    0.4%
    2      19.5     0.081    0.4%
    3     19.86     0.067    0.3%
    4     19.87      0.13    0.6%
    5     19.86     0.029    0.1%
    6     20.02     0.086    0.4%
    7     20.33     0.071    0.3%
    8     20.43     0.053    0.2%
    9      20.3     0.093    0.4%
   10     20.59     0.043    0.2%
   11     20.83     0.078    0.3%
   12     20.89     0.045    0.2%
   13     21.01     0.065    0.3%
   14     21.25      0.05    0.2%
   15     21.38      0.03    0.1%
   16     21.51     0.048    0.2%
   17     21.43     0.052    0.2%
   18      21.6     0.055    0.2%
   19      21.9     0.052    0.2%
   20     22.05     0.083    0.3%
   21     21.94     0.057    0.2%
   22     22.05     0.046    0.2%
   23     22.25     0.046    0.2%
   24     22.36     0.056    0.2%
   25     22.39     0.048    0.2%
   26     22.65     0.071    0.3%
   27      22.8     0.069    0.3%
   28     22.69     0.031    0.1%
   29     23.54     0.118    0.5%
   30     23.61     0.054    0.2%
   31     24.39      0.08    0.3%

Quality and confidence:
param     error
p         0.001

Model:
Time ~=    19.26
    + p    0.137
              µs

