Pallet: "elections", Extrinsic: "on_initialize", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
c,extrinsic_time,storage_root_time
1,8172758,43803
1,7999529,41690
1,8065081,41706
1,8034710,41146
1,8030263,41588
1,8055693,41472
1,8082172,41958
1,8038409,41653
1,8123470,41154
1,8079473,41407
1,8063268,41968
1,8056860,41234
1,8093935,41448
1,8139798,41492
1,8148431,41285
1,8002749,41457
1,8114001,41232
1,8224490,72188
1,8147253,41427
1,8019736,42155
2,9418877,41521
2,9474986,41595
2,9435893,41025
2,9528369,41499
2,9445144,41627
2,9520066,41788
2,9464613,41508
2,9401766,41475
2,9599740,41712
2,9543335,41051
2,9581809,41065
2,9574288,41072
2,9382588,41204
2,9428448,41378
2,9454047,41262
2,9439016,41529
2,9502355,41621
2,9481419,40952
2,9543430,40963
2,9418004,41245
3,11323513,42220
3,11120434,41505
3,11120588,41698
3,11080745,41554
3,11121366,41695
3,11032525,42160
3,11061849,41363
3,11096657,41604
3,11028052,42066
3,11096637,42051
3,11072087,41451
3,11194594,41533
3,11131743,41683
3,11033688,41964
3,11092597,41492
3,11052345,41219
3,11169726,41465
3,11130783,41236
3,11209936,41808
3,11040478,41515
4,12814981,42073
4,12817235,41693
4,12751787,42049
4,12721958,42383
4,12752318,42132
4,12684056,42487
4,12695305,42235
4,12839692,42145
4,12785427,42300
4,12788735,42258
4,12904881,41905
4,12715293,41941
4,12752123,42051
4,12895264,42197
4,12718189,42536
4,12840055,41225
4,12861847,42111
4,12715549,42072
4,12753628,41795
4,12830443,41563
5,15079664,42992
5,15039075,43323
5,14967440,42386
5,15031193,42564
5,14975187,42107
5,15057744,42438
5,15043591,42241
5,14974978,42577
5,15057012,42334
5,14985914,42871
5,14977009,42629
5,14929234,42258
5,14973757,42474
5,14925712,42444
5,14904669,42030
5,14960375,42558
5,14984051,41587
5,15158052,45233
5,15075427,42560
5,14996961,42650
6,17418868,42538
6,17395890,42535
6,17502568,42691
6,17357061,42241
6,17363419,42824
