Pallet: "proxy", Extrinsic: "add_proxy", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
p,extrinsic_time,storage_root_time
1,20949,27544
1,18455,22101
1,18271,21486
1,18093,21621
1,17834,20689
1,17944,20617
1,17686,20461
1,17594,20194
1,17723,20294
1,17849,20291
1,17671,20514
1,17379,20786
1,17533,20343
1,17739,20230
1,21071,20802
1,17516,20209
1,17510,20060
1,17663,20530
1,17567,20208
1,17471,20283
2,17823,20577
2,17559,20334
2,17732,20339
2,17823,20178
2,17638,20475
2,17685,20146
2,17703,20212
2,17775,20146
2,17666,20121
2,17914,20257
2,17826,20018
2,17684,19934
2,17666,20350
2,17718,20065
2,18002,20043
2,17713,20325
2,17627,20011
2,17525,20095
2,17796,19851
2,17716,19658
3,17845,20596
3,17811,20636
3,17869,20760
3,17960,20677
3,17849,20735
3,17660,20365
3,18014,20343
3,18114,23469
3,17983,20435
3,17838,20212
3,17875,20372
3,18130,20351
3,17928,20446
3,17901,20286
3,18290,20197
3,17796,20403
3,17880,20233
3,18115,20555
3,17825,20314
3,17853,20583
4,18099,20759
4,18265,20746
4,18233,20670
4,18135,20711
4,17885,20867
4,18025,20724
4,18556,20635
4,18112,20453
4,18247,20654
4,18169,20792
4,18026,20426
4,18200,20386
4,17934,20654
4,18349,20499
4,18411,20654
4,18259,20473
4,21229,21061
4,18310,20545
4,18227,20669
4,18228,20292
5,18303,20797
5,18376,20421
5,18317,20340
5,18135,20545
5,18555,20433
5,18117,20580
5,18115,20633
5,18156,20581
5,18178,20918
5,18175,20415
5,18378,20849
5,18198,20439
5,18554,20579
5,18516,20630
5,18290,20596
5,18346,20894
5,18458,20964
5,18245,20795
5,18485,20750
5,18514,20177
6,18865,20986
6,18366,21058
6,31887,20920
6,18289,20727
6,18430,20771
6,18463,20301
6,18439,20410
6,18465,20284
6,18458,20686
6,18515,20597
6,18564,20431
6,18415,20301
6,18637,20460
6,18405,20674
6,18745,20290
6,18367,20348
6,18403,20412
6,18304,20562
6,18559,20580
6,18707,20581
7,19082,21157
7,18732,21044
7,18779,20890
7,18530,20519
7,18684,20979
7,18808,23542
7,18924,21164
7,18648,20845
7,18816,20864
7,18738,21226
7,18803,21161
7,18761,20956
7,18629,21128
7,18784,21051
7,18740,20877
7,18752,20835
7,18768,20815
7,18788,20832
7,18604,20777
7,18681,20798
8,18954,20985
8,18938,20730
8,19159,20979
8,19176,21044
8,18979,20914
8,18869,20995
8,18998,20951
8,19419,21232
8,19025,20591
8,19135,20816
8,18996,21017
8,18867,20913
8,19018,20900
8,19106,20770
8,19120,21324
8,19066,20959
8,18962,20856
8,19053,21026
8,19287,21145
8,19064,20943
9,19119,20774
9,19330,21138
9,19184,21253
9,19282,20818
9,19307,20903
9,19034,20784
9,19515,20876
9,19253,23793
9,19248,21029
9,19125,20865
9,19162,21096
9,19039,20593
9,19247,21070
9,19112,20870
9,19216,20793
9,19165,20877
9,19091,20866
9,19231,20796
9,19102,21405
9,19039,21241
10,19430,21082
10,19197,21136
10,19519,20673
10,19085,21132
10,19595,21307
10,19360,21148
10,19426,21036
10,19352,20960
10,19158,21195
10,19484,20964
10,19430,21002
10,19489,21222
10,19469,20978
10,19321,21042
10,19673,21184
10,19854,21134
10,19541,21037
10,19593,21055
10,19335,20899
10,19462,21039
11,19521,21003
11,19593,20865
11,19538,20728
11,19349,20889
11,19515,20740
11,19469,21170
11,19552,20860
11,19553,20879
11,19345,20956
11,19517,21013
11,19484,21198
11,19554,20630
11,19753,20928
11,19606,20799
11,19515,20964
11,19470,20360
11,19465,20950
11,19427,20640
11,19431,20732
11,19450,20730
12,19780,20863
12,19674,21002
12,19928,21117
12,19820,20914
12,19643,20682
12,19751,21177
12,19988,21038
12,19643,20964
12,19704,21215
12,19759,21525
12,19906,20995
12,19713,21276
12,19712,21181
12,19765,20612
12,19735,21091
12,19683,20712
12,19987,20931
12,19839,21094
12,19622,21117
12,19588,20880
13,20086,21461
13,19943,21303
13,19951,21184
13,19736,21172
13,19789,21173
13,19727,20822
13,19687,20898
13,19874,21111
13,19992,21660
13,20180,21329
13,20023,21248
13,19995,20903
13,19782,20798
13,19613,20716
13,20053,20941
13,19591,20662
13,19665,20818
13,19926,21279
13,19814,21187
13,19796,20966
14,20076,20956
14,20402,20966
14,20027,20926
14,20181,20884
14,19932,20896
14,20147,20654
14,19874,20991
14,19853,21049
14,19842,21037
14,37898,33766
14,19955,20829
14,19941,20745
14,19953,20666
14,19904,20493
14,19854,20777
14,19897,20586
14,19772,20630
14,19990,20817
14,19787,20598
14,19814,20674
15,20584,21195
15,20106,21550
15,20120,21342
15,20208,21136
15,20206,21118
15,20087,21000
15,19973,20629
15,20147,21213
15,20083,21030
15,19976,21062
15,20173,20915
15,20457,21267
15,20343,21089
15,20173,21001
15,19992,21040
15,20086,20921
15,19998,21274
15,20259,20978
15,20576,21112
15,20303,21234
16,20359,20769
16,20145,20962
16,20431,21180
16,19966,21218
16,20020,20980
16,20418,21298
16,20233,21028
16,20292,21413
16,20185,21067
16,20534,20939
16,20278,21177
16,20314,20929
16,20039,21091
16,20006,21095
16,19949,21274
16,20142,20811
16,20295,21244
16,20058,21260
16,20075,20800
16,20060,21396
17,20931,21554
17,20345,21458
17,20568,21042
17,20435,21318
17,20371,21102
17,20393,21000
17,20336,21102
17,20532,21114
17,20401,20770
17,20535,21117
17,20690,20815
17,20584,20931
17,20417,20941
17,20541,20910
17,20808,20840
17,20742,21002
17,20392,21088
17,20540,21099
17,20497,21062
17,20291,21483
18,20861,21452
18,20476,21417
18,20463,21106
18,20709,21082
18,20578,21050
18,20114,21428
18,20535,21271
18,20374,21137
18,20590,20821
18,20734,20882
18,20410,20787
18,20711,21086
18,20494,21181
18,20359,21125
18,20583,20988
18,20432,21118
18,20306,21123
18,20559,21370
18,20486,21019
18,20434,21095
19,21067,21497
19,20597,21479
19,20946,21160
19,21712,21963
19,21199,21355
19,20873,21020
19,20733,21186
19,20798,21003
19,20744,21151
19,20711,20991
19,20663,21096
19,20819,21389
19,20928,21523
19,20654,21196
19,20944,20966
19,20865,20991
19,20751,21268
19,20801,21023
19,20702,21073
19,20838,21274
20,21364,21373
20,21115,21222
20,20891,21227
20,20855,21568
20,20822,21127
20,20870,21243
20,21023,23978
20,20915,21022
20,20924,21470
20,20771,21363
20,21124,21456
20,21013,21452
20,20846,21080
20,20950,21391
20,20869,21344
20,20909,21091
20,21076,21294
20,20725,21312
20,20962,21347
20,21059,21141
21,21621,21554
21,21246,21289
21,21091,21486
21,20866,21611
21,21164,21269
21,21133,21236
21,21126,21357
21,21042,21651
21,21210,21582
21,21286,21450
21,20879,21226
21,21274,21488
21,21162,21322
21,21042,21573
21,21193,21587
21,21186,21013
21,20898,21154
21,20885,21256
21,21027,21436
21,20955,21228
22,21381,21478
22,21187,21253
22,20952,21353
22,21276,21457
22,21288,21421
22,21256,21152
22,21193,21704
22,21177,21261
22,20981,21153
22,21127,21060
22,21053,24235
22,21137,21455
22,21162,21402
22,21166,21553
22,21187,21479
22,21069,21376
22,21145,21323
22,21055,21071
22,20794,21528
22,21210,21513
23,21556,21637
23,21432,21348
23,21419,21281
23,21427,21160
23,21362,21329
23,21456,21310
23,21265,21310
23,21285,21286
23,21257,21190
23,21331,21274
23,21592,21200
23,21180,21303
23,21511,21503
23,21430,21311
23,21389,21670
23,21359,20962
23,21454,21197
23,20997,21063
23,21348,21495
23,21518,21136
24,21505,21827
24,21479,21763
24,21581,21540
24,21615,21597
24,21680,21270
24,21524,21812
24,21341,21210
24,21378,21240
24,21358,21426
24,21308,21338
24,21640,21570
24,21473,21415
24,21120,21668
24,21574,21450
24,21474,21535
24,21566,21142
24,21578,21485
24,21424,21239
24,21614,21315
24,21638,21265
25,21709,21459
25,21882,21451
25,22103,21601
25,21742,21427
25,21664,21616
25,21670,21569
25,21903,21927
25,21563,21584
25,21707,21430
25,21778,21601
25,21782,21393
25,21645,21814
25,22024,21629
25,21560,21551
25,21638,21691
25,21802,21412
25,21241,21245
25,21890,21718
25,21755,21767
25,21630,21590
26,21889,21528
26,21653,21425
26,21953,21356
26,21770,21358
26,21809,21403
26,21943,21313
26,21640,21264
26,21654,21394
26,22055,21391
26,21832,21272
26,21617,21632
26,21933,21792
26,21814,21816
26,21806,21724
26,21765,21174
26,21716,21721
26,21932,21657
26,21720,21741
26,21991,21535
26,21928,21445
27,22220,21616
27,21864,21862
27,22027,21859
27,22077,21556
27,21763,21667
27,21837,21706
27,22004,21650
27,22051,21701
27,21986,21414
27,21880,21740
27,21901,21408
27,21975,21509
27,21866,21358
27,21831,21836
27,21732,21351
27,22080,21775
27,21948,21829
27,22123,21787
27,22067,21735
27,22123,21844
28,22131,22004
28,22069,22171
28,21963,21849
28,22007,22140
28,25109,37520
28,22036,21838
28,22264,21971
28,22216,22061
28,21887,22031
28,21679,21811
28,21963,22050
28,22028,21920
28,22045,21958
28,21945,21869
28,22165,22288
28,22129,21843
28,22084,21782
28,21762,21713
28,22234,21941
28,21923,21588
29,22911,21746
29,25138,22149
29,22885,22007
29,22893,21827
29,22883,21816
29,22564,21812
29,22779,21844
29,22851,21893
29,22742,21681
29,22877,21766
29,22852,21563
29,22661,21709
29,22578,21813
29,22782,21862
29,22626,21643
29,22695,21556
29,22754,21906
29,22822,21981
29,22865,21883
29,22873,22156
30,23377,22165
30,22939,21971
30,22973,22187
30,22859,21607
30,22908,21837
30,22968,21952
30,23013,22278
30,22749,21931
30,22804,21909
30,22905,21858
30,22917,21658
30,22861,21744
30,22885,21570
30,22790,21794
30,23037,21988
30,22757,21713
30,22859,21789
30,22790,21703
30,22780,21913
30,23022,21644
31,23677,22202
31,23886,22201
31,23919,22176
31,23772,22126
31,23769,22248
31,23802,22356
31,23422,22159
31,23385,22450
31,23719,22129
31,23628,22174
31,24040,22457
31,23604,22348
31,23734,22115
31,23404,21842
31,23692,22322
31,23850,22316
31,23791,22162
31,23708,22039
31,23716,22307
31,23572,22509

Median Slopes Analysis
========

Model:
Time ~=    17.53
    + p    0.171
              µs

Min Squares Analysis
========

Data points distribution:
    p   mean µs  sigma µs       %
    1     17.72     0.112    0.6%
    2     17.71     0.038    0.2%
    3     17.89     0.045    0.2%
    4      18.2     0.049    0.2%
    5      18.3     0.081    0.4%
    6     18.47     0.053    0.2%
    7     18.75     0.029    0.1%
    8     19.04     0.044    0.2%
    9     19.18     0.049    0.2%
   10     19.44     0.051    0.2%
   11      19.5     0.029    0.1%
   12     19.74     0.038    0.1%
   13     19.86     0.083    0.4%
   14     19.93     0.049    0.2%
   15     20.15     0.054    0.2%
   16     20.17      0.09    0.4%
   17     20.48     0.063    0.3%
   18      20.5     0.053    0.2%
   19     20.81     0.059    0.2%
   20     20.93     0.051    0.2%
   21     21.11     0.059    0.2%
   22     21.15     0.035    0.1%
   23     21.39      0.04    0.1%
   24     21.51     0.052    0.2%
   25     21.72     0.051    0.2%
   26     21.82     0.066    0.3%
   27     21.97     0.066    0.3%
   28     22.04     0.056    0.2%
   29     22.81     0.048    0.2%
   30     22.89     0.044    0.1%
   31     23.72     0.046    0.1%

Quality and confidence:
param     error
p         0.001

Model:
Time ~=    17.48
    + p    0.176
              µs

