Pallet: "system", Extrinsic: "set_storage", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
i,extrinsic_time,storage_root_time
1,2676,13222
1,1479,8225
1,1347,7431
1,1268,7339
1,1320,7161
1,1312,7140
1,1456,7336
1,1300,7124
1,1331,7122
1,1342,7196
1,1306,7115
1,1352,7165
1,1367,7082
1,1299,7023
1,1318,7068
1,1265,7035
1,1315,7157
1,1305,7042
1,1306,7115
1,1310,7098
20,11805,48045
20,11344,45843
20,11080,44406
20,11142,43926
20,11150,43618
20,10954,43141
20,10982,43554
20,10993,42842
20,10939,42865
20,10902,44064
20,10961,43859
20,10935,42538
20,11118,43327
20,10949,42359
20,10983,42546
20,10829,42782
20,10849,43395
20,10861,42688
20,10785,43036
20,10818,43111
39,21851,76010
39,21533,76025
39,21536,75094
39,21287,75011
39,21366,75670
39,21203,75785
39,21224,76217
39,21263,75867
39,21298,74144
39,21334,75965
39,21242,75528
39,21252,75600
39,21079,75097
39,21338,74858
39,21290,75935
39,21525,75181
39,21231,75151
39,21447,75111
39,21227,75636
39,21426,75637
58,32335,106895
58,31881,107239
58,31587,106679
58,31731,106613
58,31591,106747
58,31798,106893
58,31410,107299
58,31758,106857
58,31717,108157
58,34333,107282
58,31828,106076
58,31642,107061
58,31653,106533
58,31831,105956
58,31920,105906
58,31589,105894
58,31400,106176
58,31561,106103
58,32316,106831
58,31753,107200
77,42083,132632
77,41845,133230
77,41655,132602
77,41668,134345
77,42003,131833
77,43419,154140
77,42122,132935
77,41821,132332
77,42045,132049
77,41828,132321
77,42097,132468
77,41778,131850
77,41993,132400
77,41663,133584
77,41857,133058
77,41901,131875
77,41747,131691
77,41852,131837
77,41751,134517
77,41853,132010
96,53257,156333
96,52881,155212
96,52707,155374
96,52349,155846
96,52761,156182
96,52604,155646
96,52598,155743
96,52423,155099
96,52775,155634
96,52671,155300
96,63884,157597
96,53001,156012
96,52844,154978
96,52939,156141
96,52872,155992
96,52735,155392
96,52465,154887
96,52439,154910
96,53151,154678
96,53285,156063
115,64658,184542
115,66461,184972
115,63950,183464
115,63737,184607
115,63137,183807
115,63836,183915
115,64043,184497
115,63866,184613
115,63526,183567
115,63789,184927
115,63464,184113
115,63774,183267
115,63417,184456
115,64397,184030
115,63583,184621
115,63611,184117
115,63561,184317
115,63535,183946
115,63565,184658
115,63293,184056
134,74278,208641
134,74625,205586
134,74102,204525
134,74078,205545
134,73998,204454
134,73920,204037
134,74100,203673
134,73900,204650
134,73942,205314
134,77203,205150
134,74407,203737
134,74122,205618
134,74435,205340
134,74197,204718
134,73832,203977
134,74003,204698
134,75076,205116
134,74076,208014
134,73780,203885
134,89373,217275
153,84880,240877
153,85072,238456
153,84852,239711
153,84586,239713
153,84915,238749
153,84860,242526
153,84817,238895
153,85015,238719
153,84949,238687
153,85041,239126
153,84773,240154
153,84737,238055
153,85166,239238
153,85266,239988
153,85025,240353
153,84615,240308
153,84174,238527
153,85335,239052
153,84862,240356
153,85037,238568
172,95992,277090
172,96074,273698
172,96071,274521
172,95877,272970
172,96188,273133
172,96124,274683
172,96463,273301
172,96339,274343
172,96543,274628
172,96201,274937
172,96276,272777
172,96388,272885
172,96043,274450
172,95978,276611
172,98049,273986
172,96163,272432
172,96105,272612
172,96079,275182
172,96052,273498
172,95841,274473
191,106744,293055
191,106612,292078
191,106663,291911
191,106757,290071
191,106296,291857
191,107013,290593
191,108722,292638
191,106242,292130
191,106495,292225
191,106501,292099
191,106325,291946
191,106633,291885
191,106711,294884
191,106728,291438
191,106998,292880
191,106111,291732
191,107044,292373
191,106992,289353
191,106767,322092
191,107168,292174
210,116547,321639
210,116893,321784
210,116531,321966
