Pallet: "collective", Extrinsic: "propose_proposed", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
m,p,b,extrinsic_time,storage_root_time
324,100,1024,139440,48621
324,100,1024,139894,48198
324,100,1024,139214,48504
324,100,1024,139713,48876
324,100,1024,140590,48630
324,100,1024,142972,48723
324,100,1024,140060,48704
343,100,1024,141951,48466
343,100,1024,141996,48694
343,100,1024,141414,51160
343,100,1024,141956,48561
343,100,1024,145245,49029
343,100,1024,142818,48245
343,100,1024,142025,48329
343,100,1024,141748,48235
343,100,1024,141607,48586
343,100,1024,141681,48731
343,100,1024,141950,48788
343,100,1024,142004,48776
343,100,1024,141906,48535
343,100,1024,142127,48652
343,100,1024,141962,48718
343,100,1024,142503,48375
343,100,1024,141658,48157
343,100,1024,141852,48158
343,100,1024,142318,48807
343,100,1024,142362,48531
362,100,1024,142738,48378
362,100,1024,144985,48622
362,100,1024,144148,48328
362,100,1024,144493,48196
362,100,1024,143079,48182
362,100,1024,144511,48531
362,100,1024,143303,48940
362,100,1024,144221,48020
362,100,1024,143552,48622
362,100,1024,144176,48596
362,100,1024,143276,48801
362,100,1024,159526,51025
362,100,1024,143922,48270
362,100,1024,144123,48267
362,100,1024,142959,48636
362,100,1024,143747,48356
362,100,1024,142200,48552
362,100,1024,143601,48740
362,100,1024,144287,48398
362,100,1024,144053,48487
381,100,1024,145430,48436
381,100,1024,145363,48096
381,100,1024,145473,48258
381,100,1024,146196,48279
381,100,1024,145606,48608
381,100,1024,145686,48542
381,100,1024,145261,48456
381,100,1024,145438,48760
381,100,1024,145543,48451
381,100,1024,145475,48538
381,100,1024,145358,48586
381,100,1024,146490,48049
381,100,1024,146108,48455
381,100,1024,146118,48162
381,100,1024,145697,48331
381,100,1024,146317,48478
381,100,1024,145113,48020
381,100,1024,145613,48519
381,100,1024,146247,48775
381,100,1024,146054,48399
400,100,1024,148170,48271
400,100,1024,147750,48526
400,100,1024,147597,48042
400,100,1024,148317,48294
400,100,1024,148163,48593
400,100,1024,147590,48511
400,100,1024,148364,48401
400,100,1024,148171,48624
400,100,1024,147393,48422
400,100,1024,148902,48681
400,100,1024,147894,48548
400,100,1024,148316,48044
400,100,1024,147913,48266
400,100,1024,148199,48757
400,100,1024,148891,48259
400,100,1024,147639,48429
400,100,1024,147405,48726
400,100,1024,147983,48578
400,100,1024,147938,48802
400,100,1024,148507,48395
419,100,1024,149686,48068
419,100,1024,149436,48000
419,100,1024,149807,57549
419,100,1024,150806,48304
419,100,1024,150174,47680
419,100,1024,150224,48400
419,100,1024,149743,48188
419,100,1024,150289,48010
419,100,1024,149760,48596
419,100,1024,149927,48442
419,100,1024,149818,47881
419,100,1024,149496,48529
419,100,1024,150663,48723
419,100,1024,149718,51284
419,100,1024,149574,48437
419,100,1024,149860,48682
419,100,1024,149460,48513
419,100,1024,150662,48229
419,100,1024,149688,48542
419,100,1024,149757,48774
438,100,1024,152629,48518
438,100,1024,150207,48409
438,100,1024,151358,48306
438,100,1024,151690,48297
438,100,1024,151758,48271
438,100,1024,151770,48156
438,100,1024,151812,48387
438,100,1024,151067,48116
438,100,1024,151578,48510
438,100,1024,152026,47924
438,100,1024,151824,47743
438,100,1024,151865,47540
438,100,1024,151604,48596
438,100,1024,153195,48541
438,100,1024,151006,48296
438,100,1024,152011,48540
438,100,1024,151397,48219
438,100,1024,151825,48477
438,100,1024,151834,47829
438,100,1024,151445,48223
457,100,1024,152042,48714
457,100,1024,152065,48480
457,100,1024,152121,48339
457,100,1024,152152,48407
457,100,1024,153017,48251
457,100,1024,152948,48563
457,100,1024,152124,48018
457,100,1024,152398,48864
457,100,1024,152541,48524
457,100,1024,153349,48971
457,100,1024,155242,48607
457,100,1024,150868,48314
457,100,1024,152942,49167
457,100,1024,152981,48917
457,100,1024,152861,48821
457,100,1024,152762,48821
457,100,1024,154806,48852
457,100,1024,152933,48881
457,100,1024,156098,48990
457,100,1024,152717,48533
476,100,1024,153451,48856
476,100,1024,153538,48809
476,100,1024,153698,48267
476,100,1024,153540,48466
476,100,1024,153388,48454
476,100,1024,155211,48846
476,100,1024,156225,49150
476,100,1024,154006,48295
476,100,1024,153498,49377
476,100,1024,153865,48213
476,100,1024,153803,48427
476,100,1024,153136,48191
476,100,1024,153278,47929
476,100,1024,154616,48781
476,100,1024,154481,48202
476,100,1024,153414,47978
476,100,1024,150901,48291
476,100,1024,154500,48205
476,100,1024,153025,48461
476,100,1024,153410,48991
495,100,1024,157522,48497
495,100,1024,157518,48386
495,100,1024,157254,48479
495,100,1024,156800,48928
495,100,1024,157598,48957
495,100,1024,157557,48695
495,100,1024,157593,48729
495,100,1024,157229,48335
495,100,1024,158181,48918
495,100,1024,157656,49047
495,100,1024,157737,48816
495,100,1024,157581,48502
495,100,1024,158401,48251
495,100,1024,157569,48320
495,100,1024,156617,48279
495,100,1024,158626,48673
495,100,1024,157134,48344
495,100,1024,157956,48501
495,100,1024,157332,49064
495,100,1024,157897,48629
514,100,1024,159393,48665
514,100,1024,158874,48449
514,100,1024,159246,47982
514,100,1024,159666,48611
514,100,1024,158590,48239
514,100,1024,159009,48039
514,100,1024,158671,48463
514,100,1024,159851,48812
514,100,1024,158507,48380
514,100,1024,159245,48347
514,100,1024,159311,48365
514,100,1024,159323,48309
514,100,1024,158724,48506
514,100,1024,159379,48446
514,100,1024,159280,48555
514,100,1024,158828,48581
514,100,1024,159124,48907
514,100,1024,158982,48323
514,100,1024,159192,48885
514,100,1024,159060,48526
533,100,1024,161363,48764
533,100,1024,161128,48622
533,100,1024,161845,48706
533,100,1024,161618,48655
533,100,1024,160848,48519
533,100,1024,161452,48143
533,100,1024,160418,48897
533,100,1024,161673,48289
533,100,1024,160605,48534
533,100,1024,162276,47607
533,100,1024,161372,48338
533,100,1024,160925,48766
533,100,1024,160958,48171
533,100,1024,165512,48464
533,100,1024,162336,48825
533,100,1024,161509,48794
533,100,1024,161663,48414
533,100,1024,160980,48280
533,100,1024,161912,48367
533,100,1024,161032,48015
552,100,1024,163073,48243
552,100,1024,163111,48309
552,100,1024,164120,48533
552,100,1024,163247,48237
552,100,1024,163329,48594
552,100,1024,163094,48383
552,100,1024,163330,48453
552,100,1024,164088,48804
552,100,1024,163054,48540
552,100,1024,163681,48980
552,100,1024,162786,48203
552,100,1024,163429,48988
552,100,1024,163336,48393
552,100,1024,162862,48256
552,100,1024,163398,48969
552,100,1024,163420,48403
552,100,1024,163549,48419
552,100,1024,162547,48530
552,100,1024,162820,48101
552,100,1024,163397,48921
571,100,1024,167147,48730
571,100,1024,169324,49799
571,100,1024,166465,48967
571,100,1024,166499,48676
571,100,1024,166409,48847
571,100,1024,166121,48632
571,100,1024,166055,48474
571,100,1024,165989,48251
571,100,1024,166151,48686
571,100,1024,166430,48465
571,100,1024,167606,49269
571,100,1024,166353,48687
571,100,1024,166473,48681
571,100,1024,166575,48582
571,100,1024,166663,49037
571,100,1024,166275,48788
571,100,1024,166057,48477
571,100,1024,166157,48709
571,100,1024,165996,48403
571,100,1024,165696,48630
590,100,1024,167828,48510
590,100,1024,167066,47800
590,100,1024,166763,48161
590,100,1024,167778,47596
590,100,1024,166749,48386
590,100,1024,166928,48663
590,100,1024,168267,49178
590,100,1024,166525,48285
590,100,1024,167331,48188
590,100,1024,167592,48184
590,100,1024,168699,48488
590,100,1024,167873,48498
590,100,1024,167779,48528
590,100,1024,167785,48694
590,100,1024,170257,48799
590,100,1024,168103,49195
590,100,1024,167707,48699
590,100,1024,167055,48848
590,100,1024,166862,48729
590,100,1024,166919,48418
609,100,1024,168760,48285
609,100,1024,170077,47997
609,100,1024,169094,48681
609,100,1024,169738,48174
609,100,1024,169178,48641
609,100,1024,170344,48632
609,100,1024,172123,49379
609,100,1024,169446,48406
609,100,1024,168664,48332
609,100,1024,170099,48508
609,100,1024,168959,48299
609,100,1024,170017,48583
609,100,1024,169164,48188
609,100,1024,171625,49353
609,100,1024,169028,48649
609,100,1024,170097,48441
609,100,1024,200114,48618
609,100,1024,169137,48503
609,100,1024,169710,49053
609,100,1024,169497,48625
628,100,1024,170849,48697
