Pallet: "pallet-staking", Extrinsic: "payout_validator", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
n,extrinsic_time,storage_root_time
1,3738839,274510
1,3793541,4724275
1,3574033,4609671
1,3450028,4315360
1,2934109,254609
1,3005611,273110
1,4041550,246609
1,8456513,231109
1,2930709,263710
1,3177118,210508
2,3356525,259909
2,3493130,261709
2,3171318,257110
2,3781340,273510
2,3485229,261910
2,8444514,254509
2,2737501,211808
2,3395127,4807478
2,3190718,214608
2,3756239,4288560
3,3650835,398715
3,3220119,257410
3,12862878,273610
3,3464929,259409
3,8034099,268410
3,3744539,218208
3,3787241,260810
3,3185319,237008
3,3758240,4300859
3,9612257,245609
4,3720438,269610
4,4036650,245109
4,3410927,4602471
4,3699237,4557370
4,2937809,223208
4,3117115,207408
4,3092215,250309
4,3519231,252409
4,3227219,230709
4,7980897,264109
5,3137916,238509
5,3006111,225209
5,3650636,4506967
5,3096915,213008
5,2946110,252809
5,3843643,236508
5,3545732,260710
5,2921308,258710
5,2862907,223808
5,3613534,4522968
6,3250721,239309
6,3033013,212808
6,3448528,264810
6,2840405,257810
6,14576041,279410
6,7926594,263610
6,2970311,218108
6,3520831,273410
6,3046113,222408
6,3092914,251710
7,8095300,265310
7,3028112,267710
7,4546869,2919909
7,3439328,252410
7,2910208,221808
7,3544531,255910
7,3566232,256210
7,3623934,283511
7,2848705,232708
7,3129616,801530
8,3376626,258009
8,3500730,262510
8,8470314,237209
8,7326073,240708
8,3280522,340712
8,2938909,228808
8,3232821,245209
8,3453428,281310
8,3585634,256809
8,3497830,271311
9,3138517,246509
9,3463229,275410
9,7945895,259810
9,3330624,257310
9,7931794,260810
9,3366725,262609
9,3359725,219608
9,3209419,263410
9,16994732,2440891
9,3299523,241309
10,3293822,284811
10,3113116,259610
10,3362125,288011
10,3485930,328312
10,3015212,265810
10,2995812,269610
10,2871707,245609
10,3535431,4349362
10,8031198,295811
10,3449128,297111
11,3833743,289210
11,3302023,273010
11,11934943,343713
11,3433127,239109
11,3427427,289110
11,3137717,324012
11,3062514,268510
11,3474029,293411
11,3345724,580121
11,3231420,249110
12,3349224,282611
12,3637635,4331661
12,5189792,256609
12,3915846,270610
12,3496130,283911
12,3685437,4756677
12,3665936,4510268
12,3582533,4621672
12,3257121,279211
12,3522231,296211
13,3178718,305511
13,3485030,615023
13,3459629,10462689
13,3534131,4616872
13,3252121,275510
13,3626035,4324061
13,3458129,298111
13,3608034,4603871
13,2782104,240509
13,2910608,284211
14,11841340,4323761
14,3634036,4293859
14,3926046,294311
14,3086515,286811
14,3446728,291111
14,3524431,4326460
14,10491291,320312
14,3255822,4276959
14,9480152,325713
14,3457829,299311
15,3563033,4352461
15,3453228,293610
15,3403226,297111
15,8431314,309911
15,3197519,258010
15,3396427,271810
15,3458829,300511
15,7908494,314412
15,3638335,4304060
15,3414327,287710
16,3548632,4331661
16,7956996,317712
16,3148717,284911
16,3073214,296211
16,8006498,298911
16,3291522,253110
16,7882193,317212
16,3140117,281410
16,3562033,4608471
16,3503930,4590171
