Pallet: "pallet-staking", Extrinsic: "nominate", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
n,extrinsic_time,storage_root_time
1,154106,98404
1,172407,108304
1,172606,106804
1,174106,105704
1,217308,123205
1,149806,92803
1,168306,115204
1,158706,110204
1,178007,107604
1,167306,113704
2,153806,105504
2,163306,118004
2,195107,106804
2,195408,119204
2,171807,122604
2,170306,112804
2,167006,100404
2,177607,112504
2,171207,102504
2,160606,117105
3,177307,122305
3,165406,133205
3,184907,113004
3,204308,139105
3,175407,112804
3,174406,189307
3,178406,129804
3,173307,109504
3,157706,108804
3,167506,95904
4,174906,117405
4,194307,112104
4,487318,364614
4,164307,108504
4,210908,150506
4,186406,106803
4,186707,138605
4,170506,117104
4,186807,117004
4,205608,118904
5,192008,117604
5,158006,99303
5,172306,99104
5,179706,103804
5,188307,117705
5,171207,114504
5,185807,118805
5,197007,124105
5,188607,123805
5,162606,139906
6,215308,109504
6,191307,112905
6,160006,97204
6,171307,113004
6,164106,124405
6,164007,100203
6,191907,116705
6,152705,106204
6,183107,118605
6,214508,115604
7,204308,126904
7,205808,110804
7,184807,115804
7,194307,121905
7,170306,99504
7,169706,98604
7,179407,107304
7,207408,103704
7,189307,113304
7,169406,99404
8,197408,112004
8,168106,105904
8,202608,116804
8,195107,119705
8,209608,121505
8,205407,121705
8,210308,108504
8,216408,111204
8,237509,116704
8,170506,101304
9,183107,101303
9,302611,157506
9,196308,116104
9,201607,117705
9,197107,121304
9,197008,124504
9,197208,114304
9,182006,223709
9,186707,110304
9,180507,103104
10,198207,119205
10,210507,130805
10,213008,120405
10,178406,112705
10,189707,146505
10,204707,118905
10,197108,171406
10,204507,120705
10,184307,108004
10,190707,104303
11,206808,119404
11,191708,114804
11,189707,110604
11,194907,114705
11,204108,120104
11,212808,117505
11,227408,130605
11,213208,120504
11,339412,106204
11,196307,158606
12,214408,119404
12,333313,118304
12,175506,103304
12,230909,118005
12,216908,125805
12,185607,108104
12,217108,122904
12,437017,117904
12,228409,128405
12,206908,130305
13,223709,133005
13,223608,136505
13,212108,136706
13,193808,116104
13,214408,129105
13,220609,129004
13,179707,114304
13,228408,135206
13,213408,138405
13,217408,146506
14,194507,113005
14,215708,129305
14,199907,125105
14,203108,149605
14,194307,107504
14,362914,126004
14,209908,126405
14,185607,111504
14,231909,109104
14,239909,152606
15,236409,135005
15,192908,112704
15,186707,110204
15,235109,119104
15,235509,135905
15,221008,147706
15,220208,128005
15,204307,121805
15,201608,116704
15,210708,118704
16,468817,144505
16,268910,154205
16,226308,115604
16,228709,128204
16,215408,110604
16,233909,132705
16,246209,135105
16,288410,127105
16,197207,141406
16,247109,149106
