Pallet: "pallet-staking", Extrinsic: "force_unstake", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
u,extrinsic_time,storage_root_time
0,370814,285510
0,312612,304911
0,339412,268110
0,265510,256410
0,256910,214308
0,333412,288811
0,353113,246809
0,274510,229308
0,287511,259009
0,261110,219608
100,422916,275910
100,291811,227808
100,323212,228109
100,326812,282310
100,269410,230109
100,330912,271010
100,274710,228808
100,333312,297911
100,332212,275111
100,353213,510519
200,319711,243910
200,291610,236509
200,357113,291611
200,327612,307211
200,340113,271910
200,298911,227408
200,275211,227308
200,332012,231709
200,325912,271810
200,380314,288211
300,457417,304011
300,327012,270210
300,285810,248009
300,312412,269010
300,334413,284910
300,342213,292410
300,300711,242609
300,316912,327912
300,335912,280011
300,345313,289710
400,380514,266910
400,331712,273510
400,336313,278810
400,341113,269910
400,368614,274310
400,301811,271610
400,267010,225109
400,329012,284411
400,321112,275510
400,338312,1387152
500,334512,334113
500,307711,265310
500,334112,286811
500,330112,245409
500,349913,293911
500,348013,307011
500,294311,267110
500,334512,282511
500,314111,255010
500,307812,265809
600,319212,282210
600,341313,283911
600,289211,258509
600,412715,274511
600,344312,285011
600,377314,308611
600,355214,317911
600,346713,286210
600,330012,274610
600,324912,275810
700,347013,303411
700,299711,247209
700,316711,239609
700,308412,280410
700,333413,281310
700,410515,289211
700,337013,292511
700,297311,240709
700,332812,276910
700,416815,304511
800,351213,623523
800,329113,285310
800,335412,283110
800,339713,304711
800,324712,303012
800,348313,279110
800,355514,308911
800,314911,280611
800,261309,228309
800,276710,289011
900,308912,242609
900,320012,297211
900,343312,300112
900,314512,254709
900,298411,234309
900,315412,232108
900,308212,236008
900,337912,309312
900,346413,252010
900,315411,235509
1000,341612,256810
1000,268109,241809
1000,285010,237409
1000,295711,230809
1000,333813,304611
1000,345812,325212
1000,327712,274210
1000,275910,256910
1000,317912,262410
1000,272210,229509
