Pallet: "pallet-timestamp", Extrinsic: "set", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
n,extrinsic_time,storage_root_time
1,110404,76503
1,102204,72102
1,136106,64502
1,120105,69802
1,108504,70103
1,114304,63802
1,122404,71603
1,116704,68103
1,115704,68703
1,100304,58602
10,116904,67903
10,124605,65902
10,120804,75303
10,109504,70803
10,134605,74303
10,121105,69603
10,119305,70202
10,113804,69303
10,124405,68903
10,133505,89503
19,139105,83203
19,136005,69703
19,112704,63903
19,141805,65402
19,102704,60902
19,100904,58802
19,126605,80703
19,120005,70402
19,117604,71903
19,361513,68703
28,152806,93303
28,110705,89303
28,114004,68003
28,106504,61203
28,111104,63803
28,120905,66802
28,119805,92903
28,123204,71703
28,111304,63203
28,133705,74403
37,126305,75203
37,105004,76702
37,158906,68303
37,130905,81403
37,108204,67602
37,132105,69003
37,118205,68502
37,116204,62103
37,101604,61302
37,101804,58402
46,153306,82603
46,114505,64502
46,124705,62602
46,117404,90204
46,123104,93503
46,105604,60802
46,111404,73703
46,114204,68503
46,160906,70303
46,105404,75403
55,112904,69003
55,109204,68403
55,112504,67203
55,103004,61503
55,107304,63703
55,102504,60802
55,112004,65502
55,119404,64103
55,112804,62102
55,117504,70303
64,124405,70003
64,108104,59602
64,135505,67503
64,105204,61902
64,120304,69803
64,126105,72803
64,115705,69802
64,124905,80103
64,109104,71703
64,113505,85903
73,111604,68802
73,105804,63703
73,103604,60902
73,124205,63403
73,105004,59002
73,106404,60402
73,103203,75203
73,131904,71503
73,116104,70603
73,158606,66103
82,108304,65103
82,118804,70603
82,105004,61902
82,129005,69502
82,122504,80203
82,128105,110704
82,119504,78203
82,121805,73802
82,110404,73903
82,124804,71603
91,103404,68803
91,115805,69102
91,124405,69603
91,122804,69503
91,110304,71003
91,130404,73903
91,113904,67402
91,143805,81503
91,119505,101804
91,128805,77503
100,146405,68403
100,99004,59402
100,437117,65702
100,142605,74103
100,117304,70503
100,126005,72503
100,121904,81903
100,102104,67303
100,99604,60902
100,92103,58203
