Pallet: "pallet-staking", Extrinsic: "set_invulnerables", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
v,extrinsic_time,storage_root_time
0,31001,167207
0,26001,159306
0,26901,138405
0,26701,138605
0,350113,174506
0,25600,143105
0,28301,147105
0,28201,141206
0,23901,124004
0,23301,154906
100,31701,159706
100,31801,155506
100,28201,128604
100,39001,154306
100,29201,133005
100,32401,157306
100,28201,120704
100,28701,126604
100,28701,128505
100,30801,152806
200,34401,144105
200,34801,181607
200,41002,218808
200,59302,184307
200,35402,151405
200,35202,160206
200,34001,144805
200,76303,172306
200,37902,172606
200,35802,154305
300,41102,153905
300,34501,144306
300,48601,180707
300,37302,160206
300,43701,169607
300,37801,161606
300,33002,148205
300,46202,212308
300,47002,152205
300,38202,190707
400,48102,147505
400,37201,157606
400,38801,158006
400,42202,157406
400,37602,159706
400,36402,158505
400,43702,178706
400,42501,176807
400,50102,224809
400,41102,174706
500,101103,267910
500,51902,241109
500,44601,185107
500,49902,198107
500,46202,204107
500,57102,177007
500,47402,194007
500,52902,218908
500,47702,175106
500,45502,190307
600,44601,193107
600,45002,186607
600,50302,155506
600,45501,211208
600,48701,267310
600,46701,205008
600,51402,208408
600,62602,218608
600,51902,353913
600,51802,216008
700,81903,226308
700,55202,257309
700,51802,196407
700,53502,202407
700,49002,190407
700,46102,164806
700,56002,200807
700,59802,423916
700,86403,230308
700,51502,201408
800,63702,230108
800,55402,268910
800,53302,244009
800,162106,209108
800,74202,224309
800,53002,245909
800,85403,228408
800,61703,197707
800,56302,207708
800,75602,255410
900,68002,289211
900,54302,246309
900,55502,238809
900,85403,263610
900,55202,235109
900,57402,194407
900,60202,269410
900,61603,209407
900,68003,249209
900,61502,261210
1000,64903,275810
1000,65502,257510
1000,63202,289211
1000,66803,313712
1000,70503,261810
1000,103204,284210
1000,62902,309112
1000,66902,238909
1000,86203,281510
1000,65602,266210
