Pallet: "pallet-identity", Extrinsic: "kill_identity", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
r,s,x,extrinsic_time,storage_root_time
1,100,100,16992544,7756394
1,100,100,11640942,6034729
1,100,100,11730545,5336403
1,100,100,11605740,7123770
1,100,100,11450534,7105069
1,100,100,12302167,4510071
1,100,100,15937605,3582436
1,100,100,15391884,3079517
1,100,100,16478425,7654690
1,100,100,17716871,5305102
5,100,100,13704220,3488932
5,100,100,23360486,4782082
5,100,100,9235550,7316677
5,100,100,11782946,4740580
5,100,100,24080414,5756918
5,100,100,11468835,5875522
5,100,100,8376918,10380294
5,100,100,8130708,7116770
5,100,100,15950105,3394329
5,100,100,14258641,3255724
9,100,100,17851976,6048029
9,100,100,11509636,6386542
9,100,100,11605440,6051529
9,100,100,14702257,3364428
9,100,100,17024245,3737342
9,100,100,18622806,5570511
9,100,100,11311829,3899748
9,100,100,22985171,3599437
9,100,100,17170251,4158257
9,100,100,17102649,5108294
13,100,100,17278255,3730142
13,100,100,11719644,5293501
13,100,100,16041808,3011914
13,100,100,16087510,3505233
13,100,100,16051009,3688840
13,100,100,17198552,3877447
13,100,100,16214715,3965151
13,100,100,11472735,6637451
13,100,100,13626917,3389429
13,100,100,12880088,6126033
17,100,100,11588139,5060392
17,100,100,17386259,5393305
17,100,100,17333257,5980627
17,100,100,15631392,3203222
17,100,100,12714982,2936412
17,100,100,16952643,6050930
17,100,100,16018607,3626238
17,100,100,14759759,3968951
17,100,100,17097448,5723717
17,100,100,16225615,3496933
21,100,100,10449796,1099842
21,100,100,10145485,1041039
21,100,100,10559700,1086141
21,100,100,10660305,1090241
21,100,100,11640942,6611250
21,100,100,10622003,1146243
21,100,100,9829773,1075140
21,100,100,14964768,1109242
21,100,100,9777170,928736
21,100,100,9523826,975934
25,100,100,15253323,5293581
25,100,100,10208250,954933
25,100,100,11430992,5131177
25,100,100,9901140,952033
25,100,100,9772835,1028935
25,100,100,13202553,951833
25,100,100,9658632,1009135
25,100,100,10558663,1044536
25,100,100,9958243,980834
25,100,100,12817141,934933
29,100,100,10797672,5106975
29,100,100,10297755,1001534
29,100,100,9781837,1038235
29,100,100,10850774,5133277
29,100,100,6067709,4182245
29,100,100,10643867,1073237
29,100,100,10423060,1115238
29,100,100,9639233,1097438
29,100,100,6576527,1265543
29,100,100,10544964,1117539
33,100,100,10014746,982934
33,100,100,9790639,937432
33,100,100,10264755,945133
33,100,100,14324096,971134
33,100,100,10846275,5217681
33,100,100,10556666,1125739
33,100,100,11058583,4228546
33,100,100,9613633,913731
33,100,100,11406895,3538223
33,100,100,16669878,1202742
37,100,100,10562867,1011235
37,100,100,13927283,1122839
37,100,100,10059350,1020735
37,100,100,9532732,1015935
37,100,100,12541136,1119539
37,100,100,11713008,5159779
37,100,100,10623170,5241082
37,100,100,11801411,5212581
37,100,100,17661315,1054637
37,100,100,13600174,4476056
41,100,100,14801316,1137539
41,100,100,14073491,1019636
41,100,100,9788141,1100938
41,100,100,9701138,988335
41,100,100,9828444,995434
41,100,100,11005785,5794102
41,100,100,7532763,5132980
41,100,100,9920346,1173041
41,100,100,9872545,941533
41,100,100,11324396,4004040
45,100,100,11222593,5299485
45,100,100,6356722,5043677
45,100,100,16120665,1140040
45,100,100,10025751,1120139
45,100,100,10474567,1020836
45,100,100,10494368,996935
45,100,100,9850745,1064838
45,100,100,9720141,1020836
45,100,100,10941784,5196282
45,100,100,10759379,5204482
49,100,100,9361129,995635
49,100,100,9969851,1064637
49,100,100,9555936,987934
49,100,100,10564972,1186142
49,100,100,6625034,1033536
49,100,100,10938885,4479958
49,100,100,6115615,5110781
49,100,100,9182824,1018736
49,100,100,9793145,971135
49,100,100,10785381,5054578
50,1,100,10551073,264409
50,1,100,15430745,236308
50,1,100,10000753,286010
50,1,100,10103457,239608
50,1,100,10094857,264410
50,1,100,10056856,245309
50,1,100,10635076,231909
50,1,100,10467371,271609
50,1,100,10112858,424715
50,1,100,10276764,253909
50,10,100,11128994,4421056
50,10,100,10109659,338212
50,10,100,10069557,349613
50,10,100,9491037,316811
50,10,100,12800654,303411
50,10,100,10153361,341712
50,10,100,10902887,646223
50,10,100,10316267,369713
50,10,100,10312967,362013
50,10,100,9232229,325911
50,19,100,9833049,357513
50,19,100,10009756,458316
50,19,100,6459130,435715
50,19,100,9405835,393714
50,19,100,9481538,365913
50,19,100,6412528,430816
50,19,100,13793192,436515
50,19,100,9369735,359213
50,19,100,9560241,399914
50,19,100,9527940,413614
50,28,100,10256566,455117
50,28,100,9890653,459316
50,28,100,9897753,422816
50,28,100,10075860,504218
50,28,100,10700082,504018
50,28,100,11322404,507118
50,28,100,12226038,523919
50,28,100,9677347,459116
50,28,100,9291333,462917
50,28,100,9835652,437915
50,37,100,9562143,487217
50,37,100,10706184,597121
50,37,100,10501776,591221
50,37,100,9562743,487017
50,37,100,13309878,593121
50,37,100,9363836,491518
50,37,100,9984158,473817
50,37,100,10425375,492917
50,37,100,9332636,481717
50,37,100,5325891,522219
50,46,100,9667147,597422
50,46,100,9681848,542119
