Pallet: "pallet-staking", Extrinsic: "rebond", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
l,extrinsic_time,storage_root_time
1,247709,169807
1,295811,196107
1,241209,170406
1,235609,151906
1,309211,184207
1,230009,171406
1,537420,163906
1,260609,167807
1,235409,147406
1,263810,172306
100,285311,173306
100,275010,168806
100,300111,157806
100,226308,141105
100,231209,145805
100,316712,168907
100,229808,147906
100,252310,157106
100,242709,150906
100,290811,186507
199,294511,178806
199,312712,188707
199,297711,180006
199,244309,158806
199,267810,165706
199,295611,173706
199,287011,172706
199,341813,189307
199,282111,171406
199,297411,200608
298,316912,186707
298,312311,181407
298,299211,171907
298,274310,161706
298,279810,161506
298,294111,160506
298,335612,184007
298,314611,182007
298,322312,191707
298,333113,176206
397,330312,167906
397,306112,173206
397,300212,170206
397,307612,185507
397,308711,187707
397,251609,158406
397,319612,176507
397,302611,160606
397,293111,151106
397,307312,176106
496,526919,185107
496,277911,154105
496,342813,172306
496,263510,161306
496,336713,174606
496,266110,149006
496,316212,173106
496,312011,174307
496,259009,143606
496,328212,171606
595,298211,154106
595,372914,205008
595,353213,193507
595,363813,196108
595,311112,152005
595,284411,148005
595,332512,177107
595,274510,172107
595,400515,144205
595,311911,156706
694,334812,162506
694,309511,159906
694,284311,357913
694,294010,162207
694,338712,173907
694,426016,177607
694,297111,161406
694,332013,171606
694,339813,171606
694,369414,188607
793,345413,170806
793,357714,198607
793,354314,178406
793,347613,174606
793,351213,177107
793,341813,174407
793,375614,172807
793,342713,170807
793,342113,170306
793,484918,183907
892,1961573,174006
892,350413,177007
892,351413,174007
892,290910,156706
892,372914,168707
892,324712,163706
892,355213,175707
892,350513,174007
892,361714,181007
892,354013,176306
991,358614,189407
991,351713,174007
991,319212,154906
991,359413,182907
991,333412,167906
991,331012,159506
991,354813,158206
991,311712,168306
991,337413,174506
991,329812,165606
