Pallet: "pallet-staking", Extrinsic: "cancel_deferred_slash", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
s,extrinsic_time,storage_root_time
1,831931,266410
1,707826,295711
1,731527,278111
1,804430,280210
1,915434,300511
1,891033,490818
1,769929,313811
1,862732,301111
1,726927,276410
1,880333,299911
100,20881774,348813
100,17700357,253709
100,19796834,403315
100,18994004,390815
100,19072807,516819
100,17349043,284711
100,19699431,452017
100,21893512,336612
100,24534210,352713
100,21211086,545420
199,34867993,363013
199,36992471,369814
199,30199320,274610
199,30512332,323312
199,29493294,341513
199,33804753,334313
199,35208706,341712
199,33047425,494819
199,33964660,305411
199,30637236,323912
298,39445762,255610
298,37088275,252810
298,38265719,244609
298,39644870,296311
298,38681835,311411
298,38760637,239309
298,37018773,276110
298,36582857,242909
298,37401687,266910
298,37075875,218608
397,49145922,269110
397,44802361,296011
397,47865575,270010
397,46002706,216708
397,46753634,255310
397,51565612,338813
397,49568638,230408
397,45332081,244209
397,54943638,285611
397,49048819,243309
496,50930689,209008
496,53981702,385314
496,56369091,205707
496,57722941,197707
496,56757105,225109
496,67435201,239009
496,59451105,259610
496,66020849,247309
496,59291299,272710
496,60385239,505719
595,73917341,226608
595,66768076,241909
595,72495589,234509
595,59248197,215808
595,56191584,224408
595,69559580,218108
595,63151042,223208
595,55009740,183507
595,61925897,269510
595,68546843,245609
694,69939894,225509
694,69176667,200807
694,71447750,229509
694,68343036,202107
694,70748424,211608
694,73904942,229708
694,74783775,458817
694,55341653,168606
694,62583722,205808
694,61864195,171707
793,67998322,210308
793,70978333,181006
793,71634357,169706
793,76018220,181907
793,74485263,185907
793,62982736,162006
793,69559481,245609
793,66331661,200007
793,66377463,197407
793,66650272,238709
892,64496693,158706
892,73213317,174306
892,78967730,177407
892,66220257,184207
892,64637898,148705
892,72137876,167806
892,79340244,196607
892,66920583,153706
892,64917409,158405
892,71450651,164206
991,77283167,162606
991,65766340,158906
991,76606343,206407
991,75937318,164006
991,77893490,185807
991,67791215,177207
991,64541795,148105
991,76284630,206908
991,74638570,153106
991,68440239,184307
