Pallet: "pallet-staking", Extrinsic: "set_validator_count", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
c,extrinsic_time,storage_root_time
0,23601,138105
0,21901,122204
0,22801,129105
0,23801,129404
0,26201,134205
0,24401,125705
0,24001,134305
0,22401,126705
0,22100,111704
0,23201,146505
100,21601,112804
100,25501,135405
100,22501,129305
100,27201,147805
100,19500,109505
100,20701,114904
100,22201,115204
100,21001,141705
100,23701,158006
100,23701,131005
200,24701,130605
200,21701,122005
200,20000,109204
200,22501,124105
200,22401,117604
200,21001,116804
200,22901,123804
200,23000,124105
200,22301,116505
200,20800,113705
300,28201,127005
300,22701,125004
300,20701,117204
300,22100,118505
300,23501,127805
300,27801,151205
300,25301,135405
300,25601,145606
300,22401,120504
300,24001,133705
400,23301,141205
400,21700,125405
400,23101,122005
400,23301,131305
400,24401,126804
400,21500,115605
400,23001,124104
400,22501,109804
400,22900,126705
400,22501,117904
500,28401,150906
500,27901,149805
500,31202,125904
500,21801,108604
500,22301,112904
500,22401,129205
500,21801,118004
500,23601,127405
500,32801,119505
500,22301,117804
600,20300,116205
600,23801,122305
600,23401,127605
600,24300,139706
600,21801,119304
600,24301,130705
600,23000,132805
600,27301,117905
600,26801,142005
600,24201,126505
700,31801,169306
700,23001,136605
700,20701,124905
700,24200,131905
700,24101,132005
700,20500,110705
700,19901,108004
700,20801,110204
700,22501,126605
700,23201,155506
800,21901,138605
800,22801,120805
800,20500,110104
800,21901,115204
800,21801,150606
800,34401,127605
800,24301,148306
800,26001,118004
800,20500,111205
800,29501,141105
900,25300,136806
900,28301,168207
900,23701,127005
900,22001,121104
900,22301,156605
900,33701,122004
900,22201,122805
900,33501,111604
900,22501,144905
900,22601,125905
1000,22101,117504
1000,23000,147306
1000,33401,149606
1000,22901,133005
1000,22501,128705
1000,22701,143405
1000,23101,132705
1000,28501,133005
1000,25801,146506
1000,22000,150806
