Pallet: "pallet-identity", Extrinsic: "clear_identity", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
r,s,x,extrinsic_time,storage_root_time
1,100,100,8180592,944633
1,100,100,3211215,5647902
1,100,100,3467324,5033180
1,100,100,8007786,1026437
1,100,100,3252917,5712004
1,100,100,3720133,5385392
1,100,100,8404300,1131241
1,100,100,3632029,5269689
1,100,100,13743491,1215643
1,100,100,3639130,5068781
5,100,100,3127812,5848609
5,100,100,3239915,9348234
5,100,100,3613829,5359391
5,100,100,8266695,1039337
5,100,100,4044945,1431851
5,100,100,3494825,5959212
5,100,100,8209894,911932
5,100,100,3015208,4913575
5,100,100,3219915,5182285
5,100,100,3706932,7792279
9,100,100,8009586,1044738
9,100,100,3529226,5320690
9,100,100,3368120,5556999
9,100,100,3757734,4935877
9,100,100,3959941,1047338
9,100,100,3657731,6900547
9,100,100,3388722,7337462
9,100,100,3609729,5372692
9,100,100,8587307,1045037
9,100,100,8405601,1025637
13,100,100,8124591,1176742
13,100,100,3322619,5342792
13,100,100,3080210,5302190
13,100,100,3375321,5287389
13,100,100,3196614,5293290
13,100,100,3228315,5458396
13,100,100,3816237,4966778
13,100,100,3766135,4989279
13,100,100,3156513,6098618
13,100,100,3667332,5303190
17,100,100,3159413,10230367
17,100,100,3232316,5235988
17,100,100,3433023,5425894
17,100,100,4070846,1086239
17,100,100,3416823,5255189
17,100,100,3763935,4997680
17,100,100,3728034,5357192
17,100,100,8514106,1082739
17,100,100,3551828,5446895
17,100,100,8440603,1115040
21,100,100,3796936,5398494
21,100,100,9697048,4743070
21,100,100,8128392,1075139
21,100,100,3697432,5415395
21,100,100,4031545,994136
21,100,100,3045610,5120084
21,100,100,8392902,1107640
21,100,100,12117036,1160342
21,100,100,8007988,1057238
21,100,100,8214395,1130641
25,100,100,3170514,5313291
25,100,100,3758035,5243889
25,100,100,4084647,1056838
25,100,100,8904020,974635
25,100,100,3755235,5183486
25,100,100,3685932,5040581
25,100,100,8201595,1051338
25,100,100,8400803,986035
25,100,100,3679232,5052082
25,100,100,8588910,2096975
29,100,100,3677333,992036
29,100,100,8082092,1014736
29,100,100,3669933,5091383
29,100,100,3223416,5278190
29,100,100,3586729,5268390
29,100,100,3738035,5134985
29,100,100,8610610,1048938
29,100,100,4253854,1150141
29,100,100,3815437,1066939
29,100,100,3244317,4982080
33,100,100,8010889,929734
33,100,100,3681033,5076284
33,100,100,8824818,1022537
33,100,100,3102912,6021717
33,100,100,3107412,4970880
33,100,100,3157814,6081320
33,100,100,3566429,991636
33,100,100,3783237,13182976
33,100,100,7902986,1054738
33,100,100,4240554,1121540
37,100,100,7827884,1077439
37,100,100,3278419,5167487
37,100,100,8170395,1042137
37,100,100,8546109,1036038
37,100,100,3775837,5425097
37,100,100,3709434,5412796
37,100,100,11957533,1067339
37,100,100,3407224,5041683
37,100,100,3469825,5254291
37,100,100,3540929,5871913
41,100,100,3316220,5372895
41,100,100,3128814,5397095
41,100,100,8238099,922633
41,100,100,3732636,5128686
41,100,100,3806438,5049583
41,100,100,3523028,5315093
41,100,100,4338357,1396351
41,100,100,3424925,5188688
41,100,100,8669815,1054738
41,100,100,3659533,5424197
45,100,100,3303920,5379395
45,100,100,3236818,5296593
45,100,100,8251400,1129041
45,100,100,8013492,1136241
45,100,100,4842276,1125741
45,100,100,3392424,5667706
45,100,100,3780738,1118941
45,100,100,3274219,5238191
45,100,100,3085713,5275092
45,100,100,7439071,978336
