Pallet: "balances", Extrinsic: "set_balance_killing", Steps: 100, Repeat: 10
E,U,time
2,500,609000
2,500,476000
2,500,474000
2,500,477000
2,500,462000
2,500,479000
2,500,460000
2,500,466000
2,500,462000
2,500,460000
11,500,466000
11,500,465000
11,500,481000
11,500,482000
11,500,469000
11,500,463000
11,500,466000
11,500,476000
11,500,480000
11,500,462000
20,500,460000
20,500,470000
20,500,489000
20,500,470000
20,500,483000
20,500,480000
20,500,471000
20,500,470000
20,500,464000
20,500,460000
29,500,464000
29,500,536000
29,500,470000
29,500,467000
29,500,463000
29,500,458000
29,500,517000
29,500,468000
29,500,445000
29,500,464000
38,500,453000
38,500,472000
38,500,467000
38,500,471000
38,500,469000
38,500,463000
38,500,509000
38,500,466000
38,500,499000
38,500,459000
47,500,484000
47,500,480000
47,500,508000
47,500,477000
47,500,494000
47,500,562000
47,500,484000
47,500,448000
47,500,464000
47,500,474000
56,500,486000
56,500,588000
56,500,467000
56,500,480000
56,500,487000
56,500,477000
56,500,492000
56,500,473000
56,500,466000
56,500,488000
65,500,460000
65,500,453000
65,500,467000
65,500,469000
65,500,458000
65,500,459000
65,500,513000
65,500,466000
65,500,457000
65,500,467000
74,500,466000
74,500,476000
74,500,477000
74,500,656000
74,500,458000
74,500,474000
74,500,460000
74,500,457000
74,500,473000
74,500,484000
83,500,467000
83,500,459000
83,500,487000
83,500,485000
83,500,452000
83,500,493000
83,500,457000
83,500,472000
83,500,457000
83,500,481000
92,500,464000
92,500,481000
92,500,474000
92,500,466000
92,500,441000
92,500,477000
92,500,499000
92,500,486000
92,500,467000
92,500,511000
101,500,489000
101,500,485000
101,500,476000
101,500,485000
101,500,468000
101,500,448000
101,500,486000
101,500,444000
101,500,468000
101,500,476000
110,500,460000
110,500,464000
110,500,471000
110,500,455000
110,500,520000
110,500,466000
110,500,470000
110,500,466000
110,500,451000
110,500,465000
119,500,483000
119,500,484000
119,500,533000
119,500,464000
119,500,532000
119,500,468000
119,500,466000
119,500,472000
119,500,479000
119,500,472000
128,500,459000
128,500,469000
128,500,481000
128,500,476000
128,500,463000
128,500,470000
128,500,480000
128,500,457000
128,500,497000
128,500,475000
137,500,482000
137,500,493000
137,500,512000
137,500,500000
137,500,489000
137,500,516000
137,500,496000
137,500,490000
137,500,485000
137,500,613000
146,500,474000
146,500,515000
146,500,669000
146,500,502000
146,500,568000
146,500,470000
146,500,499000
146,500,543000
146,500,446000
146,500,488000
155,500,616000
155,500,487000
155,500,475000
155,500,480000
155,500,469000
155,500,732000
155,500,513000
155,500,498000
155,500,429000
155,500,504000
164,500,483000
164,500,477000
164,500,479000
164,500,468000
164,500,488000
164,500,492000
164,500,474000
164,500,474000
164,500,492000
164,500,499000
173,500,479000
173,500,480000
173,500,481000
173,500,523000
173,500,473000
173,500,478000
173,500,477000
173,500,479000
173,500,473000
173,500,489000
182,500,469000
182,500,510000
182,500,461000
182,500,479000
182,500,473000
182,500,490000
182,500,516000
182,500,475000
182,500,462000
182,500,507000
191,500,469000
191,500,487000
191,500,468000
191,500,490000
191,500,478000
191,500,480000
191,500,483000
191,500,477000
191,500,475000
191,500,472000
200,500,488000
200,500,508000
200,500,479000
200,500,491000
200,500,512000
200,500,468000
200,500,507000
200,500,486000
200,500,495000
200,500,485000
209,500,466000
209,500,490000
209,500,497000
209,500,493000
209,500,482000
209,500,467000
209,500,478000
209,500,497000
209,500,496000
209,500,487000
218,500,461000
218,500,480000
218,500,475000
218,500,522000
218,500,468000
218,500,479000
218,500,496000
218,500,481000
218,500,479000
218,500,485000
227,500,462000
227,500,511000
227,500,514000
227,500,473000
227,500,487000
227,500,478000
227,500,478000
227,500,491000
227,500,484000
227,500,482000
236,500,473000
236,500,466000
236,500,469000
236,500,466000
236,500,523000
236,500,467000
236,500,478000
236,500,521000
236,500,482000
236,500,474000
245,500,467000
