Pallet: "balances", Extrinsic: "transfer_keep_alive", Steps: 100, Repeat: 10
E,U,time
2,500,492000
2,500,423000
2,500,438000
2,500,432000
2,500,432000
2,500,436000
2,500,436000
2,500,532000
2,500,453000
2,500,430000
11,500,438000
11,500,429000
11,500,429000
11,500,431000
11,500,452000
11,500,447000
11,500,436000
11,500,432000
11,500,435000
11,500,434000
20,500,470000
20,500,431000
20,500,436000
20,500,439000
20,500,436000
20,500,459000
20,500,446000
20,500,432000
20,500,395000
20,500,422000
29,500,428000
29,500,426000
29,500,422000
29,500,433000
29,500,431000
29,500,426000
29,500,428000
29,500,431000
29,500,424000
29,500,467000
38,500,433000
38,500,431000
38,500,433000
38,500,432000
38,500,448000
38,500,548000
38,500,425000
38,500,432000
38,500,449000
38,500,423000
47,500,433000
47,500,429000
47,500,426000
47,500,490000
47,500,435000
47,500,430000
47,500,436000
47,500,426000
47,500,435000
47,500,446000
56,500,440000
56,500,428000
56,500,427000
56,500,451000
56,500,442000
56,500,415000
56,500,453000
56,500,429000
56,500,531000
56,500,434000
65,500,423000
65,500,473000
65,500,462000
65,500,448000
65,500,444000
65,500,474000
65,500,418000
65,500,456000
65,500,490000
65,500,415000
74,500,422000
74,500,433000
74,500,430000
74,500,422000
74,500,427000
74,500,436000
74,500,463000
74,500,433000
74,500,414000
74,500,439000
83,500,436000
83,500,433000
83,500,427000
83,500,434000
83,500,458000
83,500,467000
83,500,427000
83,500,453000
83,500,434000
83,500,419000
92,500,432000
92,500,433000
92,500,436000
92,500,434000
92,500,421000
92,500,437000
92,500,438000
92,500,426000
92,500,437000
92,500,429000
101,500,555000
101,500,445000
101,500,454000
101,500,475000
101,500,423000
101,500,427000
101,500,434000
101,500,435000
101,500,441000
101,500,433000
110,500,423000
110,500,436000
110,500,440000
110,500,442000
110,500,440000
110,500,432000
110,500,478000
110,500,426000
110,500,432000
110,500,430000
119,500,432000
119,500,433000
119,500,433000
119,500,432000
119,500,434000
119,500,443000
119,500,421000
119,500,433000
119,500,463000
119,500,487000
128,500,442000
128,500,432000
128,500,455000
128,500,447000
128,500,447000
128,500,454000
128,500,439000
128,500,443000
128,500,440000
128,500,432000
137,500,441000
137,500,484000
137,500,439000
137,500,420000
137,500,441000
137,500,446000
137,500,435000
137,500,437000
137,500,456000
137,500,444000
146,500,442000
146,500,427000
146,500,404000
146,500,403000
146,500,429000
146,500,431000
146,500,450000
146,500,454000
146,500,432000
146,500,434000
155,500,422000
155,500,437000
155,500,446000
155,500,434000
155,500,446000
155,500,448000
155,500,464000
155,500,515000
155,500,430000
155,500,423000
164,500,432000
164,500,451000
164,500,441000
164,500,412000
164,500,532000
164,500,449000
164,500,477000
164,500,424000
164,500,438000
164,500,435000
173,500,442000
173,500,445000
173,500,486000
173,500,440000
173,500,436000
173,500,448000
173,500,426000
173,500,416000
173,500,445000
173,500,441000
182,500,483000
182,500,447000
182,500,448000
182,500,446000
182,500,443000
182,500,416000
182,500,439000
182,500,433000
182,500,441000
182,500,417000
191,500,457000
191,500,488000
191,500,611000
191,500,1038000
191,500,439000
191,500,449000
191,500,421000
191,500,478000
191,500,533000
191,500,446000
200,500,412000
200,500,487000
200,500,445000
200,500,428000
200,500,428000
200,500,445000
200,500,424000
200,500,493000
200,500,501000
200,500,440000
209,500,423000
209,500,434000
209,500,424000
209,500,433000
209,500,457000
209,500,444000
209,500,517000
209,500,459000
209,500,464000
209,500,493000
218,500,448000
218,500,473000
218,500,649000
218,500,570000
218,500,433000
218,500,453000
218,500,531000
218,500,485000
218,500,430000
218,500,442000
227,500,433000
227,500,422000
227,500,508000
227,500,440000
227,500,481000
227,500,426000
227,500,427000
227,500,424000
227,500,440000
227,500,462000
236,500,439000
236,500,429000
236,500,425000
236,500,739000
236,500,434000
236,500,447000
236,500,440000
236,500,443000
236,500,430000
236,500,431000
245,500,459000
245,500,439000
