Pallet: "pallet-staking", Extrinsic: "cancel_deferred_slash", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
s,extrinsic_time,storage_root_time
1,1096660,304817
1,806044,225113
1,829146,271515
1,780543,250713
1,948553,330018
1,1013956,290116
1,1337774,429923
1,1338073,410323
1,810344,298416
1,787044,279815
100,13708153,266415
100,14390791,241813
100,13095419,247314
100,13891763,271015
100,13145423,429023
100,12906909,402622
100,15924176,358019
100,15156033,230813
100,12748301,272015
100,12582892,260014
199,26851076,248913
199,24559050,406322
199,26332547,248014
199,24969872,495527
199,23966817,265015
199,24285335,251514
199,23827010,273215
199,23445789,261014
199,22566941,244413
199,27136391,276916
298,33079818,233512
298,34517398,234513
298,31273819,225213
298,30800093,240714
298,32192770,263814
298,33267028,238313
298,32120065,247814
298,34043171,245214
298,35592756,304717
298,32530488,250314
397,43282679,261514
397,41856801,245013
397,43146372,239913
397,39207456,231713
397,46085234,240913
397,40386121,240313
397,38012790,200411
397,43058267,254914
397,40540929,223112
397,42803053,223013
496,46483956,204111
496,49623429,224712
496,47476810,201811
496,51375724,210011
496,47134392,214111
496,48855686,268015
496,48435263,206111
496,48920690,215611
496,52175369,215312
496,51751845,228112
595,53881863,204911
595,53452739,184411
595,54613503,195510
595,56317698,203011
595,53408237,210812
595,54005870,192011
595,52493586,193011
595,56800524,206511
595,56936831,220712
595,57927185,203012
694,58161099,198611
694,56865928,190410
694,58511218,180710
694,58416813,187010
694,60420023,201011
694,57540465,182010
694,57573267,179610
694,59020246,182610
694,58231603,191111
694,63819310,197411
793,63509493,170110
793,61203767,175210
793,60376021,198111
793,63257980,147908
793,62910661,189510
793,61893804,171010
793,61115062,189211
793,63621399,179110
793,59198157,220612
793,62942062,174310
892,61639191,167209
892,61996411,163309
892,62434534,162009
892,61800000,168810
892,62293327,161109
892,68404264,179109
892,62278526,153309
892,62309628,154808
892,62823556,148609
892,64453546,162709
991,66864279,161109
991,63478193,166809
991,65144284,151709
991,63002767,151208
991,63440291,139008
991,63062170,157809
991,68221854,161809
991,62279327,153408
991,63870215,145508
991,66709171,148408
