Pallet: "pallet-identity", Extrinsic: "kill_identity", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
r,s,x,extrinsic_time,storage_root_time
1,100,100,8346527,3202102
1,100,100,8509036,3278407
1,100,100,8679047,2978288
1,100,100,11111900,3255005
1,100,100,8651145,3267006
1,100,100,9702911,3216803
1,100,100,9240582,3254506
1,100,100,10952590,3148999
1,100,100,8943563,2975387
1,100,100,10002430,3123897
5,100,100,9375890,3166200
5,100,100,9034369,3102095
5,100,100,9367490,3048692
5,100,100,8239619,3137297
5,100,100,8682846,3544923
5,100,100,11629332,3168499
5,100,100,8514535,2873181
5,100,100,9973327,3170099
5,100,100,10905086,2913683
5,100,100,9246181,2992688
9,100,100,11209205,3073793
9,100,100,8895459,2914583
9,100,100,10121536,3255004
9,100,100,9334686,2755873
9,100,100,10225842,3249304
9,100,100,11409816,2979687
9,100,100,9014065,2986888
9,100,100,10307147,3291307
9,100,100,7993901,2775174
9,100,100,10997690,4086756
13,100,100,10565162,3058192
13,100,100,9294582,3702932
13,100,100,8236316,3260604
13,100,100,9715909,3346709
13,100,100,12996013,3054492
13,100,100,8575137,3284005
13,100,100,10189237,3333809
13,100,100,9183975,3795037
13,100,100,9691706,3038690
13,100,100,10515858,3237502
17,100,100,11017889,2962085
17,100,100,11354210,3465416
17,100,100,11103194,2816176
17,100,100,9860615,3213701
17,100,100,10239939,3211300
17,100,100,8198112,2844277
17,100,100,10507756,3181198
17,100,100,9626200,2718169
17,100,100,8251615,3017688
17,100,100,10411849,2889380
21,100,100,6825025,816051
21,100,100,6303892,857554
21,100,100,7854789,817951
21,100,100,6297291,937158
21,100,100,7902391,821651
21,100,100,6739119,813750
21,100,100,8742643,780949
21,100,100,10919079,1291780
21,100,100,6998434,831352
21,100,100,10417546,983461
25,100,100,7135543,847652
25,100,100,6206485,821351
25,100,100,6265989,817751
25,100,100,14234982,820351
25,100,100,6230086,858354
25,100,100,7771881,789449
25,100,100,6359794,842052
25,100,100,8537828,883255
25,100,100,6046875,823851
25,100,100,7308552,847152
29,100,100,7558867,748746
29,100,100,9314176,908656
29,100,100,7783880,665341
29,100,100,7909788,587636
29,100,100,8752240,801949
29,100,100,7145340,762847
29,100,100,7002732,733845
29,100,100,6298288,832551
29,100,100,8478523,801349
29,100,100,6231584,744946
33,100,100,6876623,960559
33,100,100,6621707,869154
33,100,100,6108675,760547
33,100,100,7273647,832852
33,100,100,6850620,810650
33,100,100,6958628,721844
33,100,100,7064433,820750
33,100,100,8763637,1125469
33,100,100,9819902,1009062
33,100,100,7395254,798649
37,100,100,10179624,757346
37,100,100,6171678,793549
37,100,100,6756814,811350
37,100,100,7359250,777047
37,100,100,7504659,748545
37,100,100,6218880,702043
37,100,100,6248681,849852
37,100,100,7141837,799348
37,100,100,7671668,808849
37,100,100,7374450,905155
41,100,100,6329586,820150
41,100,100,6966325,819650
41,100,100,6437392,861353
41,100,100,9597485,812949
41,100,100,6915721,842551
41,100,100,6677906,818850
41,100,100,8262002,989860
41,100,100,6107672,845551
41,100,100,8204698,818550
41,100,100,6003965,757746
45,100,100,8848537,1064065
45,100,100,6695206,822050
45,100,100,7367046,854152
45,100,100,7325844,907355
45,100,100,6666804,873553
45,100,100,9064149,840251
45,100,100,6435990,863452
45,100,100,7322543,838851
45,100,100,6307182,910455
45,100,100,5966761,832450
49,100,100,6919418,1108567
49,100,100,9342564,874553
49,100,100,8387606,1306079
49,100,100,6748006,848552
49,100,100,6272178,892054
49,100,100,6675202,866752
49,100,100,6017162,811049
49,100,100,5942658,880453
49,100,100,6307780,838150
49,100,100,6189072,866452
50,1,100,5450528,180311
50,1,100,5550233,192512
50,1,100,6009361,185611
50,1,100,7102426,210713
50,1,100,5728943,195212
50,1,100,6301478,199312
50,1,100,9511370,165510
50,1,100,5266115,182311
50,1,100,6260575,208213
50,1,100,5888052,198512
50,10,100,6787606,246615
50,10,100,6208071,271216
50,10,100,7921174,261015
50,10,100,6371881,244614
50,10,100,6640296,264316
50,10,100,6480387,260015
50,10,100,5800346,261615
50,10,100,5907052,258315
50,10,100,5903151,239015
50,10,100,8239391,255515
50,19,100,5165408,297818
50,19,100,7121524,272817
50,19,100,8628214,262115
50,19,100,6770803,372122
50,19,100,5892250,593235
50,19,100,6418282,311618
50,19,100,7215129,338920
50,19,100,5578431,260315
50,19,100,6990215,291818
50,19,100,8856625,317119
50,28,100,6648594,366422
50,28,100,6025657,379223
50,28,100,6928610,376622
50,28,100,7046718,357221
50,28,100,7402539,437026
50,28,100,11206663,383623
50,28,100,5926551,355121
50,28,100,6817803,355921
50,28,100,7156523,349421
50,28,100,6005754,352020
50,37,100,6136363,429025
50,37,100,5918350,427325
50,37,100,6008455,703541
50,37,100,5860646,763145
50,37,100,5372016,435925
50,37,100,8253186,568134
50,37,100,5917749,424125
50,37,100,7637550,434925
50,37,100,7736156,507730
50,37,100,5953151,425225
50,46,100,6808701,459227
50,46,100,6787700,505529
50,46,100,8037773,489029
50,46,100,5954950,458327
50,46,100,6552885,501730
50,46,100,5808441,472128
50,46,100,6732496,503929
50,46,100,5813142,687440
50,46,100,7334330,524231
50,46,100,6142360,490829
50,55,100,6083357,550332
50,55,100,6038454,546232
50,55,100,6216764,544932
50,55,100,10082891,927855
50,55,100,6378274,504130
50,55,100,6880903,540332
50,55,100,7230423,503129
50,55,100,6095157,542332
50,55,100,6173861,544632
50,55,100,6132459,514130
50,64,100,5576026,568133
50,64,100,7595744,626737
50,64,100,7417033,781945
50,64,100,6053654,584934
50,64,100,7538240,541932
50,64,100,6090756,866451
50,64,100,5951247,563133
50,64,100,7588643,593735
50,64,100,5996750,614336
50,64,100,7526239,641738
50,73,100,7844457,596335
50,73,100,8615302,1157568
50,73,100,9282541,677839
50,73,100,7322027,614336
50,73,100,5941046,711442
50,73,100,7320726,673040
50,73,100,9228837,620537
50,73,100,6271865,677340
50,73,100,7097013,783245
50,73,100,6785194,690441
50,82,100,6114055,782546
50,82,100,8648403,761544
50,82,100,6669388,765244
50,82,100,7944962,766444
50,82,100,8548797,744343
50,82,100,8877716,694940
50,82,100,6483776,920854
50,82,100,8123071,810247
50,82,100,6659886,759344
50,82,100,7178416,782046
50,91,100,7077811,783545
50,91,100,6719589,733943
50,91,100,9947477,784445
50,91,100,8074168,822147
50,91,100,6327567,803347
50,91,100,7915959,948655
50,91,100,6207759,698541
50,91,100,6336567,796846
50,91,100,6864898,746243
50,91,100,7038408,654438
50,100,100,10335298,889252
50,100,100,7240219,876850
50,100,100,9387843,875450
50,100,100,10459405,883651
50,100,100,6021648,802146
50,100,100,6624883,1216270
50,100,100,6296464,890051
50,100,100,5859139,711141
50,100,100,6604182,838148
50,100,100,6092352,713641
50,100,1,5214701,809746
50,100,1,5978645,863650
50,100,1,7565936,872451
50,100,1,6340166,873151
50,100,1,6729089,930853
50,100,1,6229359,1516587
50,100,1,6639083,895652
50,100,1,6149854,895151
50,100,1,7142912,867350
50,100,1,7544235,856149
50,100,10,6318364,883551
50,100,10,6762789,812447
50,100,10,5969843,855950
50,100,10,6155754,629837
50,100,10,5990345,896951
50,100,10,9053921,871250
50,100,10,6152854,869750
50,100,10,6519775,718741
50,100,10,8867510,905952
50,100,10,6144453,822147
50,100,19,5949942,869750
50,100,19,5574621,820347
50,100,19,7262818,869750
50,100,19,7873853,1215370
50,100,19,5669826,739643
50,100,19,6147553,968856
50,100,19,7057005,848649
50,100,19,8298277,1452283
50,100,19,7799848,815246
50,100,19,6131552,879351
50,100,28,7648839,858249
50,100,28,6397767,807046
50,100,28,6962500,800046
50,100,28,5574520,817047
50,100,28,6638681,827948
50,100,28,6092350,643837
50,100,28,6002944,944154
