Pallet: "pallet-staking", Extrinsic: "rebond", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
l,extrinsic_time,storage_root_time
1,310418,194110
1,278615,174710
1,320317,158409
1,202311,120707
1,215512,128707
1,295616,116806
1,188210,115207
1,289916,174309
1,324618,168210
1,414822,135807
100,251414,185110
100,213612,115006
100,243013,138608
100,336319,191410
100,311517,172910
100,334518,193811
100,337819,191911
100,317917,226413
100,210812,114206
100,349820,195710
199,439925,191710
199,343619,194111
199,341718,192611
199,348020,194810
199,214512,117906
199,243113,134808
199,347019,173110
199,266715,186410
199,355819,245213
199,1403077,164810
298,390522,198611
298,225412,104206
298,366420,193511
298,369720,197511
298,311917,145708
298,256014,130807
298,236713,123707
298,366520,193810
298,229413,116007
298,418823,198711
397,290616,148508
397,439724,152609
397,380721,193011
397,251014,127307
397,269114,134608
397,360020,181010
397,226313,119306
397,384321,277515
397,298916,159509
397,209512,111206
496,289316,140508
496,265915,123306
496,407223,197411
496,285116,144208
496,395222,193411
496,595033,201211
496,398122,194210
496,244314,117806
496,391122,194011
496,297016,126407
595,414023,196811
595,366120,175510
595,389722,184510
595,249213,116406
595,306217,123807
595,404722,193511
595,264714,127207
595,403922,195811
595,439924,172010
595,267415,260115
694,252714,113206
694,320218,144208
694,271115,124507
694,253814,117807
694,435224,205411
694,304116,143008
694,450825,197011
694,348119,159109
694,420923,193111
694,351419,162409
793,418423,187011
793,434124,194611
793,434624,193810
793,451725,196411
793,454926,199411
793,313818,136907
793,446625,194910
793,449525,199611
793,448025,200811
793,445024,192211
892,460826,198411
892,448325,199211
892,317517,131408
892,289116,135908
892,370521,158408
892,248313,122707
892,445525,195010
892,271815,119407
892,454125,198711
892,450125,196611
991,370321,154208
991,428424,168009
991,469226,194111
991,463625,154208
991,263415,110706
991,311018,133407
991,302416,126407
991,269315,115007
991,469626,198211
991,343319,145508
