Pallet: "pallet-staking", Extrinsic: "new_era", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
v,n,extrinsic_time,storage_root_time
1,100,28184560,172010
1,100,25136492,159009
1,100,26166048,165010
1,100,26192450,160409
1,100,28744392,171910
1,100,26057743,171010
1,100,28716791,172609
1,100,30615795,163209
1,100,30233775,175310
1,100,25856633,141707
2,100,41028273,211412
2,100,39625595,185210
2,100,34473610,155308
2,100,41153980,159208
2,100,56062006,197111
2,100,38384827,154909
2,100,40400438,207612
2,100,44001238,207612
2,100,42112434,213111
2,100,43002683,208112
3,100,52496909,227913
3,100,65329321,231013
3,100,47816350,218512
3,100,56440028,235213
3,100,46945902,171709
3,100,56208415,217912
3,100,48902311,189010
3,100,52620817,228613
3,100,52443607,223712
3,100,50873720,211411
4,100,71583669,278315
4,100,60774669,255214
4,100,65126111,252614
4,100,68174579,246214
4,100,64535078,239813
4,100,70423504,236313
4,100,65169914,258814
4,100,65164814,238613
4,100,58977171,257114
4,100,59676209,240714
5,100,81770535,284116
5,100,73351368,229513
5,100,77053673,265514
5,100,75271075,295116
5,100,72588025,259815
5,100,85700253,296416
5,100,81061896,270615
5,100,75577892,288816
5,100,74024106,279315
5,100,86191181,358720
6,100,94016915,251914
6,100,82249163,333118
6,100,79638918,273615
6,100,85182826,301016
6,100,88189293,318318
6,100,88208794,295116
6,100,88305599,300416
6,100,87213738,262214
6,100,87731268,324418
6,100,88136190,232113
7,100,101894153,348020
7,100,96565157,280215
7,100,99420117,364320
7,100,98506266,371621
7,100,107851584,312718
7,100,99893843,304117
7,100,90934646,315618
7,100,99278609,372621
7,100,94943269,303417
7,100,104873020,341719
8,100,119810149,403122
8,100,109824195,355520
8,100,116242751,382621
8,100,134765779,390322
8,100,125608372,359920
8,100,108866642,360020
8,100,115996638,347620
8,100,108973549,306517
8,100,106837130,336318
8,100,124850530,309317
9,100,116019940,347719
9,100,132767769,327118
9,100,122262587,405122
9,100,116333458,369120
9,100,125508467,373221
9,100,144665430,318018
9,100,137159614,405722
9,100,126634830,375321
9,100,124717724,474926
9,100,132667165,380521
10,100,134823985,401322
10,100,13835329299,5315495
10,100,146263321,426623
10,100,10352727788,5390899
10,100,13368356543,5298394
10,100,4037035253,5357597
10,100,5748639295,5431402
10,100,10652971425,4802066
10,100,13610204355,8745186
10,100,5399586439,5402800
10,1,10577388,963553
10,1,4927274,291116
10,1,6096739,455825
10,1,4291039,292516
10,1,4098827,281516
10,1,6589766,311517
10,1,4776466,313517
10,1,5917728,290317
10,1,5380899,297417
10,1,5549008,288416
10,10,17013945,311817
10,10,17718784,305717
10,10,16696728,445024
10,10,19750097,342719
10,10,16188999,296716
10,10,17764586,312418
10,10,18327817,310817
10,10,18712340,290416
10,10,17000244,316418
10,10,19231148,299116
10,19,29124787,320918
10,19,30419858,304317
10,19,30910385,289316
10,19,25743703,237613
10,19,27224084,267815
10,19,28657361,267114
10,19,30208146,305417
10,19,28403248,301317
10,19,27811616,306217
10,19,30860183,324318
10,28,46057111,375321
10,28,44876047,346319
10,28,42318708,581832
10,28,42528320,357219
10,28,43161855,344619
10,28,41051540,458725
10,28,42134999,342919
10,28,42570223,319118
10,28,42582624,340418
10,28,41808882,347219
10,37,52292954,344119
10,37,58646101,354520
10,37,54495475,371721
10,37,55657639,369720
10,37,53099199,372220
10,37,55747644,372121
10,37,56049261,387621
10,37,55306221,349019
10,37,57123521,370320
10,37,52196351,416223
10,46,68863962,381920
10,46,68079421,359719
10,46,64185608,380221
10,46,69552502,386421
10,46,66284724,399022
10,46,64071603,360620
10,46,68155827,393921
10,46,64962253,391421
10,46,64461025,392222
10,46,66721449,391121
10,55,77004513,400622
10,55,79067226,401822
10,55,74958902,391321
10,55,73429619,352519
10,55,74955903,402322
10,55,73925047,604233
10,55,76745402,334418
10,55,74313669,403922
10,55,76770604,403322
10,55,78617905,396822
10,64,94415871,390721
10,64,95169613,441824
10,64,90116336,375320
10,64,90619065,390921
10,64,77673456,488426
10,64,86669949,398621
10,64,83849996,391722
10,64,82359814,362919
10,64,79532260,323218
10,64,82902746,389021
10,73,91417213,339019
10,73,97459845,582132
10,73,97959373,392622
10,73,102629430,373020
10,73,105207472,431524
10,73,102593829,485626
10,73,93397225,433924
10,73,102950649,353220
10,73,94116666,398822
10,73,100965942,382121
10,82,111710233,360020
10,82,95683354,451324
10,82,112188060,424924
10,82,113988159,413123
10,82,115014717,405222
10,82,112933403,353720
10,82,97738370,390121
10,82,101302766,391521
10,82,105592602,379121
10,82,104017616,349119
10,91,112516683,365620
10,91,120256310,403222
10,91,115017023,341619
10,91,128338555,420123
10,91,117873781,404522
10,91,116730719,355019
10,91,117935286,430723
10,91,127410108,413922
10,91,113618149,329619
10,91,114861319,339619
10,100,9271999627,5343594
10,100,8822171088,5264589
10,100,9570869102,5572307
10,100,9876097418,5162784
10,100,9522672168,4643756
10,100,5122924644,4475146
10,100,10439520652,4600953
10,100,11275957151,5535405
10,100,7350450848,5312993
10,100,10597061752,4580653
