Pallet: "pallet-timestamp", Extrinsic: "set", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
n,extrinsic_time,storage_root_time
1,141208,93905
1,267115,53403
1,381222,83104
1,141208,82605
1,304617,79204
1,262815,78204
1,410323,80505
1,380922,83605
1,145608,81404
1,285316,64104
10,148408,83505
10,121607,67404
10,284516,78704
10,392022,83505
10,255115,57903
10,141508,83004
10,120606,68603
10,285116,60703
10,148308,83005
10,108807,59703
19,146608,83305
19,105106,59303
19,99406,69504
19,147709,82904
19,316518,81904
19,100205,55803
19,507428,61904
19,391022,82505
19,415124,54503
19,387722,59903
28,125607,69103
28,356620,83005
28,144909,83704
28,100006,56703
28,144508,83004
28,377821,71504
28,147609,84505
28,149208,84505
28,147608,84105
28,143508,85004
37,136707,79405
37,97206,54303
37,142408,82604
37,403523,84705
37,165109,54403
37,381321,72004
37,346620,73004
37,147708,84105
37,93406,52503
37,255914,54103
46,101006,55203
46,146408,84805
46,99805,55003
46,139408,82804
46,392022,83405
46,380421,93105
46,100406,54903
46,350520,85805
46,263915,71404
46,411423,85105
55,333519,55303
55,359320,54403
55,144708,84905
55,1094862,83604
55,402323,86505
55,319818,69904
55,449225,87505
55,118207,66104
55,375321,74705
55,99406,52503
64,375421,52103
64,140008,84005
64,399723,76004
64,385622,83505
64,387722,85004
64,103106,56303
64,205512,65104
64,393022,83405
64,114606,69004
64,95606,55203
73,142608,84305
73,322518,70604
73,206112,45603
73,359820,58704
73,102306,63104
73,117607,56803
73,395523,85905
73,243414,57403
73,371121,58803
73,259215,69803
82,245514,85705
82,143108,85105
82,341019,85705
82,365921,69404
82,714640,89205
82,347919,86605
82,143908,84605
82,231813,56503
82,143208,83404
82,111007,61903
91,387122,88305
91,104005,56004
91,104506,82705
91,130607,79905
91,417324,89505
91,359420,62404
91,311218,64103
91,105606,56003
91,272015,62403
91,322618,72004
100,287017,86805
100,405623,78505
100,147408,85605
100,150708,86505
100,126407,75805
100,113207,56703
100,143108,85205
100,340019,61404
100,228112,50603
100,386321,84305
