Pallet: "pallet-staking", Extrinsic: "nominate", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
n,extrinsic_time,storage_root_time
1,202311,125007
1,197811,81004
1,212711,123707
1,134607,79205
1,208711,169109
1,217311,124307
1,148607,80604
1,205511,119006
1,196510,111206
1,139107,78404
2,195911,111806
2,227312,126907
2,185710,104306
2,216911,126407
2,168209,98806
2,154409,85104
2,147408,81304
2,133507,100805
2,151708,90305
2,205211,127107
3,138408,79404
3,162508,93805
3,169409,91905
3,190810,107106
3,231713,130407
3,213312,107305
3,165909,94705
3,182610,102505
3,205311,125407
3,181310,109706
4,206511,100905
4,176309,103206
4,163509,94205
4,164809,94805
4,224912,133907
4,146308,82605
4,165409,86004
4,157108,86905
4,218112,131707
4,206311,120006
5,166209,92705
5,212612,119406
5,186610,110906
5,245213,137707
5,204911,114206
5,211312,115606
5,175610,98105
5,235312,133908
5,202711,117206
5,219912,102605
6,168109,91405
6,205511,109806
6,185110,94205
6,314517,125007
6,160408,88405
6,204811,113006
6,254614,133907
6,236213,129307
6,231412,129007
6,230813,128307
7,237313,127307
7,210111,106706
7,171610,84604
7,164609,99006
7,284415,129707
7,142108,76704
7,241713,128507
7,206611,105206
7,240013,127707
7,231613,126007
8,245514,129507
8,216312,115606
8,233613,96305
8,243113,129407
8,238113,129107
8,245414,137507
8,299016,144208
8,167509,82604
8,229412,127707
8,239913,128706
9,159109,84404
9,212611,112606
9,226212,152509
9,171309,89805
9,156408,82905
9,210311,112306
9,271615,88805
9,233013,128007
9,217712,152508
9,190210,90804
10,186010,83905
10,190710,98906
10,246714,127407
10,279115,126007
10,203811,129807
10,172609,88505
10,257414,134207
10,253514,131207
10,251514,132707
10,268915,133407
11,180410,85805
11,188310,77704
11,261514,133007
11,204911,109806
11,218812,109306
11,174109,84205
11,184909,101405
11,243713,127307
11,3925812,105706
11,255814,130307
12,234213,377120
12,179709,86405
12,182810,93805
12,179409,93105
12,177910,89905
12,184310,89905
12,196711,98805
12,179809,90305
12,261314,133708
12,277315,130307
13,212312,108506
13,256814,130307
13,2766349,138708
13,275215,147308
13,258514,138607
13,185010,95605
13,270814,202411
13,199011,94405
13,211912,108106
13,261714,112606
14,253014,140708
14,221512,116506
14,277015,191911
14,181610,90605
14,244213,92405
14,212911,109906
14,268614,142408
14,269314,141308
14,269414,148608
14,201711,104106
15,264014,190911
15,205511,104006
15,270514,138908
15,183910,95006
15,226513,96505
15,8078537,93605
15,281715,143707
15,227013,119706
15,230113,125107
15,226712,93805
16,232312,118707
16,204211,102705
16,211011,108306
16,164209,86005
16,243613,123507
16,186610,86405
16,330218,137707
16,271515,145108
16,275415,151408
16,194311,101805
