Pallet: "balances", Extrinsic: "transfer", Steps: 100, Repeat: 10
E,U,time
2,500,527000
2,500,450000
2,500,463000
2,500,452000
2,500,445000
2,500,485000
2,500,446000
2,500,462000
2,500,463000
2,500,464000
11,500,458000
11,500,463000
11,500,453000
11,500,473000
11,500,464000
11,500,460000
11,500,464000
11,500,463000
11,500,463000
11,500,456000
20,500,467000
20,500,458000
20,500,462000
20,500,454000
20,500,462000
20,500,464000
20,500,494000
20,500,496000
20,500,470000
20,500,461000
29,500,458000
29,500,453000
29,500,450000
29,500,456000
29,500,461000
29,500,452000
29,500,454000
29,500,450000
29,500,457000
29,500,466000
38,500,461000
38,500,467000
38,500,465000
38,500,466000
38,500,512000
38,500,461000
38,500,455000
38,500,537000
38,500,456000
38,500,497000
47,500,467000
47,500,472000
47,500,480000
47,500,458000
47,500,463000
47,500,521000
47,500,465000
47,500,468000
47,500,446000
47,500,461000
56,500,491000
56,500,455000
56,500,476000
56,500,450000
56,500,485000
56,500,439000
56,500,448000
56,500,447000
56,500,446000
56,500,455000
65,500,465000
65,500,462000
65,500,508000
65,500,437000
65,500,453000
65,500,467000
65,500,454000
65,500,456000
65,500,454000
65,500,463000
74,500,466000
74,500,515000
74,500,427000
74,500,449000
74,500,446000
74,500,459000
74,500,463000
74,500,471000
74,500,463000
74,500,445000
83,500,481000
83,500,506000
83,500,472000
83,500,473000
83,500,469000
83,500,457000
83,500,497000
83,500,493000
83,500,447000
83,500,465000
92,500,457000
92,500,468000
92,500,465000
92,500,469000
92,500,460000
92,500,462000
92,500,460000
92,500,470000
92,500,457000
92,500,501000
101,500,476000
101,500,454000
101,500,482000
101,500,471000
101,500,468000
101,500,469000
101,500,455000
101,500,462000
101,500,466000
101,500,465000
110,500,469000
110,500,466000
110,500,462000
110,500,480000
110,500,442000
110,500,491000
110,500,529000
110,500,443000
110,500,457000
110,500,463000
119,500,600000
119,500,445000
119,500,462000
119,500,463000
119,500,445000
119,500,466000
119,500,463000
119,500,472000
119,500,447000
119,500,460000
128,500,480000
128,500,466000
128,500,455000
128,500,488000
128,500,447000
128,500,445000
128,500,462000
128,500,471000
128,500,464000
128,500,443000
137,500,458000
137,500,483000
137,500,455000
137,500,471000
137,500,471000
137,500,469000
137,500,449000
137,500,489000
137,500,466000
137,500,472000
146,500,463000
146,500,552000
146,500,463000
146,500,506000
146,500,459000
146,500,455000
146,500,453000
146,500,503000
146,500,448000
146,500,504000
155,500,468000
155,500,459000
155,500,460000
155,500,455000
155,500,431000
155,500,475000
155,500,459000
155,500,444000
155,500,451000
155,500,437000
164,500,461000
164,500,477000
164,500,441000
164,500,466000
164,500,453000
164,500,463000
164,500,459000
164,500,469000
164,500,538000
164,500,470000
173,500,470000
173,500,491000
173,500,474000
173,500,465000
173,500,469000
173,500,468000
173,500,465000
173,500,462000
173,500,476000
173,500,468000
182,500,458000
182,500,457000
182,500,452000
182,500,465000
182,500,467000
182,500,461000
182,500,467000
182,500,480000
182,500,456000
182,500,461000
191,500,469000
191,500,465000
191,500,464000
191,500,449000
191,500,480000
191,500,469000
191,500,467000
191,500,460000
191,500,474000
191,500,467000
200,500,455000
200,500,457000
200,500,471000
200,500,466000
200,500,437000
200,500,454000
200,500,462000
200,500,455000
200,500,477000
200,500,462000
209,500,477000
209,500,483000
209,500,494000
209,500,469000
209,500,487000
209,500,445000
209,500,449000
209,500,438000
209,500,452000
209,500,481000
218,500,479000
218,500,467000
218,500,456000
218,500,469000
218,500,470000
218,500,466000
218,500,471000
218,500,466000
218,500,449000
218,500,446000
227,500,468000
227,500,471000
227,500,513000
227,500,458000
227,500,466000
227,500,459000
227,500,455000
227,500,472000
227,500,455000
227,500,455000
236,500,460000
236,500,667000
236,500,447000
236,500,468000
236,500,448000
236,500,465000
236,500,453000
236,500,455000
236,500,467000
236,500,483000
245,500,460000
245,500,450000
245,500,476000
245,500,463000
245,500,464000
245,500,470000
245,500,497000
245,500,459000
245,500,521000
245,500,465000
254,500,456000
254,500,474000
254,500,446000
254,500,458000
254,500,461000
254,500,461000
254,500,459000
254,500,460000
254,500,459000
254,500,443000
263,500,472000
263,500,460000
263,500,511000
263,500,463000
263,500,480000
263,500,458000
263,500,470000
263,500,466000
263,500,466000
263,500,450000
272,500,449000
272,500,460000
272,500,459000
272,500,447000
272,500,467000
272,500,430000
272,500,472000
272,500,476000
272,500,474000
272,500,469000
281,500,470000
281,500,450000
281,500,457000
281,500,462000
281,500,468000
281,500,452000
281,500,470000
281,500,473000
281,500,493000
281,500,551000
290,500,469000
290,500,461000
290,500,486000
290,500,450000
290,500,462000
290,500,471000
290,500,461000
290,500,462000
290,500,478000
290,500,473000
299,500,493000
299,500,446000
299,500,453000
299,500,463000
299,500,450000
299,500,468000
299,500,471000
299,500,470000
299,500,473000
299,500,459000
308,500,586000
308,500,477000
308,500,483000
308,500,473000
308,500,465000
308,500,463000
308,500,461000
308,500,454000
308,500,468000
308,500,483000
317,500,464000
317,500,459000
317,500,456000
317,500,447000
317,500,439000
317,500,466000
317,500,462000
317,500,465000
317,500,478000
317,500,455000
326,500,494000
326,500,473000
326,500,483000
326,500,471000
326,500,464000
326,500,477000
326,500,474000
326,500,476000
326,500,492000
326,500,472000
335,500,460000
335,500,467000
335,500,467000
335,500,468000
335,500,482000
335,500,458000
335,500,480000
335,500,519000
335,500,465000
335,500,475000
344,500,472000
344,500,462000
344,500,469000
344,500,457000
344,500,475000
344,500,457000
344,500,502000
344,500,436000
344,500,476000
344,500,463000
353,500,451000
353,500,462000
353,500,462000
353,500,464000
353,500,465000
353,500,470000
353,500,453000
353,500,464000
353,500,480000
353,500,467000
362,500,451000
362,500,453000
362,500,477000
362,500,471000
362,500,462000
362,500,451000
362,500,456000
362,500,456000
362,500,465000
362,500,440000
371,500,467000
371,500,464000
371,500,462000
371,500,487000
371,500,471000
371,500,475000
371,500,459000
371,500,456000
371,500,467000
371,500,465000
380,500,487000
380,500,474000
380,500,453000
380,500,464000
380,500,477000
380,500,461000
380,500,482000
380,500,446000
380,500,468000
380,500,475000
389,500,463000
389,500,457000
389,500,471000
389,500,490000
389,500,448000
389,500,475000
389,500,446000
389,500,462000
389,500,418000
389,500,456000
398,500,466000
398,500,446000
398,500,459000
398,500,475000
398,500,456000
398,500,457000
398,500,519000
398,500,459000
398,500,447000
398,500,446000
407,500,466000
407,500,477000
407,500,456000
407,500,467000
407,500,469000
407,500,465000
407,500,468000
407,500,478000
407,500,481000
407,500,472000
416,500,444000
416,500,454000
416,500,450000
416,500,451000
416,500,452000
416,500,462000
416,500,469000
416,500,450000
416,500,511000
416,500,455000
425,500,477000
425,500,477000
425,500,482000
425,500,470000
425,500,441000
425,500,506000
425,500,463000
425,500,478000
425,500,469000
425,500,460000
434,500,461000
434,500,465000
434,500,473000
434,500,449000
434,500,451000
434,500,428000
434,500,482000
434,500,460000
434,500,481000
434,500,473000
443,500,469000
443,500,465000
443,500,463000
443,500,473000
443,500,506000
443,500,459000
443,500,500000
443,500,458000
443,500,469000
443,500,592000
452,500,457000
452,500,490000
452,500,466000
452,500,461000
452,500,461000
452,500,509000
452,500,458000
452,500,458000
452,500,468000
452,500,426000
461,500,462000
461,500,461000
461,500,465000
461,500,464000
461,500,477000
461,500,491000
461,500,443000
461,500,479000
461,500,488000
461,500,460000
470,500,442000
470,500,467000
470,500,535000
470,500,538000
470,500,928000
470,500,450000
470,500,449000
470,500,505000
470,500,471000
470,500,474000
479,500,451000
479,500,451000
479,500,487000
479,500,479000
479,500,487000
479,500,495000
479,500,462000
479,500,468000
479,500,467000
479,500,463000
488,500,458000
488,500,444000
488,500,484000
488,500,464000
488,500,490000
488,500,464000
488,500,469000
488,500,464000
488,500,469000
488,500,447000
