Pallet: "balances", Extrinsic: "transfer_keep_alive", Steps: 100, Repeat: 10
E,U,time
758,500,376000
758,500,397000
758,500,400000
767,500,388000
767,500,386000
767,500,384000
767,500,386000
767,500,398000
767,500,375000
767,500,374000
767,500,403000
767,500,395000
767,500,415000
776,500,406000
776,500,398000
776,500,385000
776,500,392000
776,500,396000
776,500,389000
776,500,383000
776,500,420000
776,500,374000
776,500,380000
785,500,554000
785,500,371000
785,500,391000
785,500,396000
785,500,388000
785,500,395000
785,500,402000
785,500,388000
785,500,393000
785,500,396000
794,500,387000
794,500,380000
794,500,394000
794,500,399000
794,500,356000
794,500,381000
794,500,390000
794,500,421000
794,500,366000
794,500,383000
803,500,378000
803,500,384000
803,500,385000
803,500,390000
803,500,374000
803,500,380000
803,500,403000
803,500,659000
803,500,411000
803,500,391000
812,500,409000
812,500,405000
812,500,441000
812,500,393000
812,500,427000
812,500,401000
812,500,408000
812,500,381000
812,500,387000
812,500,409000
821,500,391000
821,500,394000
821,500,381000
821,500,379000
821,500,385000
821,500,401000
821,500,413000
821,500,428000
821,500,375000
821,500,407000
830,500,402000
830,500,458000
830,500,384000
830,500,375000
830,500,388000
830,500,395000
830,500,385000
830,500,384000
830,500,388000
830,500,401000
839,500,331000
839,500,399000
839,500,409000
839,500,383000
839,500,431000
839,500,379000
839,500,405000
839,500,386000
839,500,398000
839,500,393000
848,500,396000
848,500,391000
848,500,365000
848,500,378000
848,500,385000
848,500,441000
848,500,413000
848,500,387000
848,500,390000
848,500,396000
857,500,391000
857,500,442000
857,500,387000
857,500,388000
857,500,408000
857,500,439000
857,500,401000
857,500,380000
857,500,392000
857,500,378000
866,500,419000
866,500,391000
866,500,382000
866,500,406000
866,500,380000
866,500,399000
866,500,391000
866,500,375000
866,500,403000
866,500,383000
875,500,382000
875,500,406000
875,500,421000
875,500,396000
875,500,386000
875,500,398000
875,500,398000
875,500,397000
875,500,384000
875,500,392000
884,500,392000
884,500,384000
884,500,404000
884,500,415000
884,500,396000
884,500,390000
884,500,414000
884,500,392000
884,500,438000
884,500,415000
893,500,381000
893,500,380000
893,500,388000
893,500,396000
893,500,386000
893,500,407000
893,500,415000
893,500,384000
893,500,393000
893,500,401000
902,500,394000
902,500,384000
902,500,379000
902,500,404000
902,500,392000
902,500,396000
902,500,384000
902,500,448000
902,500,417000
902,500,390000
911,500,418000
911,500,409000
911,500,383000
911,500,393000
911,500,429000
911,500,396000
911,500,419000
911,500,408000
911,500,386000
