Pallet: "pallet-identity", Extrinsic: "set_identity", Steps: 10, Repeat: 100
R,X,time
1,50,500000
1,50,435000
1,50,448000
1,50,446000
1,50,445000
1,50,449000
1,50,449000
1,50,447000
1,50,477000
1,50,454000
1,50,446000
1,50,461000
1,50,457000
1,50,444000
1,50,450000
1,50,444000
1,50,443000
1,50,457000
1,50,431000
1,50,448000
1,50,448000
1,50,445000
1,50,452000
1,50,458000
1,50,450000
1,50,452000
1,50,449000
1,50,449000
1,50,451000
1,50,433000
1,50,461000
1,50,457000
1,50,442000
1,50,453000
1,50,453000
1,50,443000
1,50,448000
1,50,454000
1,50,459000
1,50,456000
1,50,441000
1,50,461000
1,50,462000
1,50,446000
1,50,451000
1,50,474000
1,50,450000
1,50,471000
1,50,452000
1,50,443000
1,50,452000
1,50,468000
1,50,471000
1,50,457000
1,50,451000
1,50,454000
1,50,452000
1,50,449000
1,50,459000
1,50,464000
1,50,450000
1,50,450000
1,50,459000
1,50,456000
1,50,457000
1,50,528000
1,50,457000
1,50,457000
1,50,478000
1,50,473000
1,50,459000
1,50,450000
1,50,456000
1,50,498000
1,50,456000
1,50,459000
1,50,456000
1,50,458000
1,50,457000
1,50,447000
1,50,464000
1,50,440000
1,50,450000
1,50,444000
1,50,453000
1,50,455000
1,50,455000
1,50,442000
1,50,452000
1,50,453000
1,50,446000
1,50,487000
1,50,448000
1,50,458000
1,50,453000
1,50,441000
1,50,485000
1,50,461000
1,50,452000
1,50,452000
2,50,449000
2,50,475000
2,50,471000
2,50,456000
2,50,454000
2,50,463000
2,50,448000
2,50,453000
2,50,451000
2,50,458000
2,50,455000
2,50,450000
2,50,451000
2,50,458000
2,50,452000
2,50,446000
2,50,447000
2,50,455000
2,50,456000
2,50,537000
2,50,455000
2,50,453000
2,50,481000
2,50,449000
2,50,444000
2,50,466000
2,50,449000
2,50,461000
2,50,442000
2,50,581000
2,50,442000
2,50,448000
2,50,445000
2,50,579000
2,50,452000
2,50,455000
2,50,445000
2,50,488000
2,50,484000
2,50,450000
2,50,432000
2,50,449000
2,50,479000
2,50,459000
2,50,465000
2,50,445000
2,50,504000
2,50,459000
2,50,485000
2,50,444000
2,50,456000
2,50,451000
2,50,474000
2,50,453000
2,50,463000
2,50,490000
2,50,469000
2,50,459000
2,50,452000
2,50,457000
2,50,451000
2,50,453000
2,50,449000
2,50,468000
2,50,452000
2,50,471000
2,50,453000
2,50,438000
2,50,441000
2,50,476000
2,50,441000
2,50,442000
2,50,455000
2,50,454000
2,50,577000
2,50,453000
2,50,488000
2,50,453000
2,50,455000
2,50,449000
2,50,451000
2,50,450000
2,50,429000
2,50,477000
2,50,442000
2,50,439000
2,50,444000
2,50,449000
2,50,442000
2,50,474000
2,50,451000
2,50,448000
2,50,453000
2,50,445000
2,50,455000
2,50,458000
2,50,456000
2,50,448000
2,50,450000
2,50,444000
3,50,449000
3,50,448000
3,50,501000
3,50,453000
3,50,456000
3,50,576000
3,50,458000
3,50,467000
3,50,444000
3,50,454000
3,50,453000
3,50,453000
3,50,448000
3,50,444000
3,50,458000
3,50,453000
3,50,540000
3,50,454000
3,50,445000
3,50,453000
3,50,471000
3,50,455000
3,50,460000
3,50,467000
3,50,449000
3,50,465000
3,50,446000
3,50,457000
3,50,449000
3,50,452000
3,50,454000
3,50,446000
3,50,453000
3,50,443000
3,50,443000
3,50,460000
3,50,458000
3,50,458000
3,50,452000
3,50,461000
3,50,456000
3,50,456000
3,50,458000
3,50,453000
3,50,456000
3,50,455000
3,50,462000
3,50,451000
3,50,458000
3,50,467000
3,50,450000
3,50,451000
3,50,451000
3,50,492000
3,50,449000
3,50,487000
3,50,451000
3,50,450000
3,50,455000
3,50,444000
3,50,478000
3,50,454000
3,50,476000
3,50,498000
3,50,455000
3,50,463000
3,50,462000
3,50,462000
3,50,460000
3,50,461000
3,50,449000
3,50,454000
3,50,451000
3,50,444000
3,50,452000
3,50,460000
3,50,449000
3,50,465000
3,50,455000
3,50,461000
3,50,453000
3,50,451000
3,50,456000
3,50,456000
3,50,456000
3,50,454000
3,50,460000
3,50,526000
3,50,441000
3,50,453000
3,50,456000
3,50,497000
3,50,455000
3,50,471000
3,50,449000
3,50,499000
3,50,460000
3,50,496000
3,50,436000
3,50,483000
4,50,469000
4,50,468000
4,50,605000
4,50,470000
4,50,542000
4,50,473000
4,50,487000
4,50,470000
4,50,462000
4,50,475000
4,50,558000
4,50,475000
4,50,502000
4,50,471000
4,50,613000
4,50,469000
4,50,466000
4,50,434000
4,50,469000
4,50,464000
4,50,476000
4,50,472000
4,50,468000
4,50,503000
4,50,475000
4,50,437000
4,50,469000
4,50,470000
4,50,522000
4,50,450000
4,50,470000
4,50,468000
4,50,470000
4,50,480000
4,50,469000
4,50,470000
4,50,493000
4,50,469000
4,50,467000
4,50,524000
4,50,456000
4,50,464000
4,50,465000
4,50,498000
4,50,463000
4,50,457000
4,50,457000
4,50,470000
4,50,464000
4,50,469000
4,50,503000
4,50,460000
4,50,470000
4,50,502000
4,50,472000
4,50,471000
4,50,452000
4,50,479000
4,50,471000
4,50,476000
4,50,489000
4,50,472000
4,50,466000
4,50,467000
4,50,470000
4,50,466000
4,50,469000
4,50,463000
4,50,451000
4,50,446000
4,50,464000
4,50,528000
4,50,461000
4,50,503000
4,50,462000
4,50,515000
4,50,452000
4,50,455000
4,50,473000
4,50,468000
4,50,475000
4,50,470000
4,50,475000
4,50,454000
4,50,463000
4,50,459000
4,50,472000
4,50,505000
4,50,468000
4,50,470000
4,50,486000
4,50,482000
4,50,448000
4,50,492000
4,50,474000
4,50,468000
4,50,452000
4,50,469000
4,50,470000
4,50,468000
5,50,449000
5,50,443000
5,50,557000
5,50,491000
5,50,457000
5,50,465000
5,50,461000
5,50,466000
5,50,459000
5,50,455000
5,50,470000
5,50,463000
5,50,458000
5,50,454000
5,50,462000
5,50,453000
5,50,451000
5,50,464000
5,50,447000
5,50,454000
5,50,482000
5,50,459000
5,50,464000
5,50,458000
5,50,454000
5,50,465000
5,50,460000
5,50,459000
5,50,460000
5,50,456000
5,50,463000
5,50,465000
5,50,444000
5,50,526000
5,50,449000
5,50,456000
5,50,460000
5,50,497000
5,50,455000
5,50,459000
5,50,465000
5,50,494000
5,50,460000
5,50,462000
5,50,450000
5,50,450000
5,50,462000
5,50,453000
5,50,444000
5,50,445000
5,50,505000
5,50,454000
5,50,441000
5,50,461000
5,50,461000
5,50,475000
5,50,459000
5,50,500000
5,50,468000
5,50,491000
5,50,493000
5,50,461000
5,50,440000
5,50,451000
5,50,462000
5,50,459000
5,50,506000
5,50,442000
5,50,474000
5,50,451000
5,50,465000
5,50,444000
5,50,457000
5,50,454000
5,50,460000
5,50,457000
5,50,464000
5,50,466000
5,50,451000
5,50,457000
5,50,475000
5,50,460000
5,50,475000
5,50,458000
5,50,475000
5,50,488000
5,50,439000
5,50,443000
5,50,456000
5,50,444000
5,50,455000
5,50,440000
5,50,439000
5,50,459000
5,50,453000
5,50,457000
5,50,457000
5,50,460000
5,50,457000
5,50,465000
6,50,471000
6,50,487000
6,50,457000
6,50,469000
6,50,485000
6,50,480000
6,50,469000
6,50,467000
6,50,464000
6,50,474000
6,50,460000
6,50,518000
6,50,469000
6,50,498000
6,50,469000
6,50,463000
6,50,487000
6,50,506000
6,50,445000
6,50,467000
6,50,516000
6,50,472000
6,50,474000
6,50,472000
6,50,453000
6,50,459000
6,50,484000
6,50,469000
6,50,457000
6,50,459000
6,50,469000
6,50,467000
6,50,465000
6,50,572000
6,50,469000
6,50,460000
6,50,473000
6,50,471000
6,50,464000
6,50,455000
6,50,425000
6,50,468000
6,50,471000
6,50,461000
6,50,498000
6,50,529000
6,50,466000
6,50,483000
6,50,463000
6,50,465000
6,50,519000
6,50,476000
6,50,517000
6,50,474000
6,50,450000
6,50,444000
6,50,524000
6,50,474000
6,50,458000
6,50,459000
6,50,473000
6,50,473000
6,50,511000
6,50,464000
6,50,459000
6,50,462000
6,50,462000
6,50,464000
6,50,458000
6,50,458000
6,50,465000
6,50,476000
6,50,468000
6,50,467000
6,50,470000
6,50,486000
6,50,483000
6,50,453000
6,50,520000
6,50,463000
6,50,480000
6,50,463000
6,50,465000
6,50,452000
6,50,460000
6,50,460000
6,50,516000
6,50,502000
6,50,458000
6,50,464000
6,50,527000
6,50,466000
6,50,458000
6,50,497000
6,50,473000
6,50,455000
6,50,465000
6,50,514000
6,50,507000
6,50,479000
7,50,454000
7,50,439000
7,50,462000
7,50,503000
7,50,460000
7,50,461000
7,50,462000
7,50,575000
7,50,438000
7,50,479000
7,50,467000
7,50,448000
7,50,518000
7,50,469000
7,50,466000
7,50,454000
7,50,516000
7,50,483000
7,50,496000
7,50,529000
7,50,432000
7,50,447000
7,50,461000
7,50,459000
7,50,486000
7,50,453000
7,50,470000
7,50,464000
7,50,478000
7,50,475000
7,50,537000
7,50,472000
7,50,470000
7,50,464000
7,50,538000
7,50,498000
7,50,455000
7,50,513000
7,50,556000
7,50,476000
7,50,529000
7,50,460000
7,50,469000
7,50,447000
7,50,504000
7,50,554000
7,50,495000
7,50,487000
7,50,461000
7,50,463000
7,50,477000
7,50,507000
7,50,468000
7,50,470000
7,50,460000
7,50,438000
7,50,452000
7,50,463000
7,50,493000
7,50,518000
7,50,497000
7,50,568000
7,50,458000
7,50,474000
7,50,562000
7,50,469000
7,50,465000
7,50,455000
7,50,506000
7,50,441000
7,50,468000
7,50,439000
7,50,485000
7,50,469000
7,50,483000
7,50,474000
7,50,561000
7,50,467000
7,50,466000
7,50,468000
7,50,470000
7,50,442000
7,50,462000
7,50,465000
7,50,500000
7,50,590000
7,50,464000
7,50,476000
7,50,469000
7,50,502000
7,50,457000
7,50,507000
7,50,470000
7,50,501000
7,50,456000
7,50,522000
7,50,569000
7,50,502000
7,50,498000
7,50,462000
8,50,469000
8,50,467000
8,50,457000
8,50,455000
8,50,486000
8,50,575000
8,50,499000
8,50,587000
8,50,452000
8,50,456000
8,50,467000
8,50,469000
8,50,467000
8,50,452000
8,50,468000
8,50,496000
8,50,465000
8,50,463000
8,50,491000
8,50,464000
8,50,485000
8,50,504000
8,50,452000
8,50,460000
8,50,463000
8,50,499000
8,50,455000
8,50,505000
8,50,579000
8,50,471000
8,50,494000
8,50,457000
8,50,469000
8,50,538000
8,50,487000
8,50,562000
8,50,467000
8,50,468000
8,50,458000
8,50,519000
8,50,453000
8,50,522000
8,50,469000
8,50,510000
8,50,468000
8,50,453000
8,50,472000
8,50,465000
8,50,505000
8,50,517000
8,50,475000
8,50,471000
8,50,468000
8,50,507000
8,50,445000
8,50,578000
8,50,460000
8,50,471000
8,50,579000
8,50,468000
8,50,458000
8,50,465000
8,50,467000
8,50,474000
8,50,482000
8,50,479000
8,50,470000
8,50,500000
8,50,536000
8,50,487000
8,50,462000
8,50,500000
8,50,520000
8,50,461000
8,50,468000
8,50,528000
8,50,468000
8,50,505000
8,50,534000
8,50,471000
8,50,439000
8,50,450000
8,50,469000
8,50,524000
8,50,530000
8,50,473000
8,50,798000
8,50,469000
8,50,472000
8,50,503000
8,50,466000
8,50,544000
8,50,463000
8,50,519000
8,50,466000
8,50,448000
8,50,448000
8,50,444000
8,50,460000
8,50,466000
9,50,471000
9,50,470000
9,50,485000
9,50,470000
9,50,476000
9,50,502000
9,50,465000
9,50,472000
9,50,517000
9,50,464000
9,50,459000
9,50,480000
9,50,477000
9,50,471000
9,50,476000
9,50,471000
9,50,478000
9,50,469000
9,50,495000
9,50,464000
9,50,473000
9,50,469000
9,50,477000
9,50,479000
9,50,479000
9,50,456000
9,50,433000
9,50,472000
9,50,451000
9,50,452000
9,50,449000
9,50,467000
9,50,526000
9,50,476000
9,50,420000
9,50,477000
9,50,470000
9,50,474000
9,50,473000
9,50,471000
9,50,520000
9,50,458000
9,50,469000
9,50,448000
9,50,474000
9,50,454000
9,50,506000
9,50,479000
9,50,453000
9,50,467000
9,50,467000
9,50,472000
9,50,474000
9,50,451000
9,50,473000
9,50,469000
9,50,465000
9,50,475000
9,50,451000
9,50,472000
9,50,471000
9,50,466000
9,50,461000
9,50,453000
9,50,475000
9,50,467000
9,50,469000
9,50,508000
9,50,511000
9,50,469000
9,50,460000
9,50,467000
9,50,463000
9,50,461000
9,50,476000
9,50,454000
9,50,478000
9,50,468000
9,50,473000
9,50,458000
9,50,478000
9,50,471000
9,50,464000
9,50,463000
9,50,468000
9,50,462000
9,50,472000
9,50,471000
9,50,450000
9,50,479000
9,50,468000
9,50,463000
9,50,455000
9,50,484000
9,50,451000
9,50,472000
9,50,484000
9,50,462000
9,50,477000
9,50,452000
10,50,450000
10,50,492000
10,50,464000
10,50,444000
10,50,477000
10,50,490000
10,50,449000
10,50,454000
10,50,472000
10,50,511000
10,50,476000
10,50,447000
10,50,468000
10,50,462000
10,50,461000
10,50,481000
10,50,486000
10,50,474000
10,50,449000
10,50,464000
10,50,479000
10,50,487000
10,50,463000
10,50,465000
10,50,597000
10,50,465000
10,50,506000
10,50,467000
10,50,451000
10,50,485000
10,50,476000
10,50,474000
10,50,466000
10,50,451000
10,50,462000
10,50,504000
10,50,474000
10,50,475000
10,50,499000
10,50,475000
10,50,470000
10,50,482000
10,50,471000
10,50,472000
10,50,467000
10,50,480000
10,50,484000
10,50,480000
10,50,466000
10,50,472000
10,50,483000
10,50,484000
10,50,467000
10,50,468000
10,50,474000
10,50,472000
10,50,481000
10,50,480000
10,50,472000
10,50,471000
10,50,474000
10,50,455000
10,50,463000
10,50,499000
10,50,449000
10,50,451000
10,50,467000
10,50,450000
10,50,460000
10,50,462000
10,50,470000
10,50,475000
10,50,479000
10,50,472000
10,50,470000
10,50,520000
10,50,468000
10,50,466000
10,50,487000
10,50,466000
10,50,476000
10,50,463000
10,50,450000
10,50,476000
10,50,480000
10,50,631000
10,50,470000
10,50,476000
10,50,470000
10,50,494000
10,50,479000
10,50,459000
10,50,463000
10,50,478000
10,50,463000
10,50,468000
10,50,473000
10,50,468000
10,50,475000
10,50,468000
11,50,454000
11,50,457000
11,50,476000
11,50,475000
11,50,511000
11,50,472000
11,50,512000
11,50,470000
11,50,468000
11,50,460000
11,50,479000
11,50,478000
11,50,474000
11,50,468000
11,50,462000
11,50,467000
11,50,568000
11,50,478000
11,50,476000
11,50,460000
11,50,465000
11,50,471000
11,50,469000
11,50,477000
11,50,505000
11,50,488000
11,50,490000
11,50,472000
11,50,477000
11,50,473000
11,50,474000
11,50,526000
11,50,483000
11,50,480000
11,50,489000
11,50,477000
11,50,681000
11,50,468000
11,50,494000
11,50,468000
11,50,464000
11,50,470000
11,50,475000
11,50,472000
11,50,452000
11,50,475000
11,50,459000
11,50,516000
11,50,464000
11,50,469000
11,50,477000
11,50,473000
11,50,454000
11,50,457000
11,50,544000
