Pallet: "pallet-identity", Extrinsic: "request_judgement", Steps: 10, Repeat: 100
R,X,time
12,50,599000
12,50,597000
12,50,558000
12,50,581000
12,50,683000
12,50,554000
12,50,549000
12,50,592000
12,50,590000
12,50,552000
12,50,514000
12,50,708000
12,50,609000
12,50,664000
12,50,604000
12,50,592000
12,50,556000
12,50,537000
12,50,554000
12,50,560000
12,50,597000
12,50,557000
12,50,630000
12,50,625000
12,50,533000
12,50,613000
12,50,597000
12,50,608000
12,50,605000
12,50,608000
12,50,582000
12,50,564000
12,50,551000
12,50,564000
12,50,555000
12,50,566000
12,50,550000
12,50,526000
12,50,548000
12,50,543000
12,50,587000
12,50,619000
12,50,538000
12,50,596000
13,50,581000
13,50,526000
13,50,565000
13,50,535000
13,50,585000
13,50,615000
13,50,545000
13,50,618000
13,50,544000
13,50,554000
13,50,536000
13,50,588000
13,50,545000
13,50,594000
13,50,542000
13,50,560000
13,50,589000
13,50,618000
13,50,580000
13,50,679000
13,50,560000
13,50,554000
13,50,540000
13,50,766000
13,50,667000
13,50,514000
13,50,536000
13,50,527000
13,50,608000
13,50,551000
13,50,530000
13,50,563000
13,50,559000
13,50,586000
13,50,533000
13,50,577000
13,50,537000
13,50,540000
13,50,540000
13,50,643000
13,50,556000
13,50,628000
13,50,594000
13,50,539000
13,50,639000
13,50,672000
13,50,576000
13,50,538000
13,50,565000
13,50,544000
13,50,538000
13,50,586000
13,50,540000
13,50,565000
13,50,544000
13,50,562000
13,50,628000
13,50,591000
13,50,542000
13,50,575000
13,50,531000
13,50,518000
13,50,604000
13,50,594000
13,50,593000
13,50,593000
13,50,559000
13,50,551000
13,50,579000
13,50,647000
13,50,602000
13,50,556000
13,50,531000
13,50,550000
13,50,541000
13,50,603000
13,50,543000
13,50,575000
13,50,545000
13,50,540000
13,50,540000
13,50,531000
13,50,560000
13,50,606000
13,50,592000
13,50,539000
13,50,564000
13,50,565000
13,50,559000
13,50,547000
13,50,599000
13,50,603000
13,50,607000
13,50,552000
13,50,565000
13,50,597000
13,50,608000
13,50,693000
13,50,530000
13,50,540000
14,50,539000
14,50,588000
14,50,561000
14,50,599000
14,50,557000
14,50,635000
14,50,540000
14,50,635000
14,50,541000
14,50,558000
14,50,641000
14,50,554000
14,50,542000
14,50,584000
14,50,556000
14,50,541000
14,50,558000
14,50,661000
14,50,562000
14,50,535000
14,50,548000
14,50,661000
14,50,554000
14,50,570000
14,50,557000
14,50,566000
14,50,642000
14,50,541000
14,50,627000
14,50,541000
14,50,550000
14,50,553000
14,50,620000
14,50,553000
14,50,589000
14,50,555000
14,50,570000
14,50,546000
14,50,567000
14,50,540000
14,50,569000
14,50,578000
14,50,638000
14,50,557000
14,50,544000
14,50,600000
14,50,565000
14,50,565000
14,50,558000
14,50,598000
14,50,550000
14,50,535000
14,50,565000
14,50,576000
14,50,555000
14,50,622000
14,50,548000
14,50,559000
14,50,551000
14,50,573000
14,50,659000
14,50,544000
