Pallet: "pallet-identity", Extrinsic: "kill_identity", Steps: 10, Repeat: 100
R,S,X,time
8,1,50,628000
8,1,50,627000
8,1,50,630000
8,1,50,639000
8,1,50,629000
8,1,50,624000
8,1,50,639000
8,1,50,623000
8,1,50,627000
8,1,50,620000
8,1,50,626000
8,1,50,622000
8,1,50,632000
8,1,50,645000
8,1,50,641000
8,1,50,631000
8,1,50,635000
8,1,50,625000
8,1,50,629000
8,1,50,627000
8,1,50,623000
8,1,50,639000
8,1,50,626000
8,1,50,635000
8,1,50,623000
8,1,50,612000
8,1,50,654000
8,1,50,625000
8,1,50,622000
8,1,50,632000
8,1,50,633000
8,1,50,630000
8,1,50,629000
8,1,50,688000
8,1,50,615000
8,1,50,630000
8,1,50,635000
8,1,50,640000
8,1,50,632000
8,1,50,647000
8,1,50,622000
8,1,50,627000
8,1,50,629000
8,1,50,629000
8,1,50,626000
8,1,50,631000
8,1,50,631000
8,1,50,646000
8,1,50,624000
8,1,50,629000
8,1,50,636000
8,1,50,608000
8,1,50,635000
8,1,50,635000
8,1,50,628000
8,1,50,639000
8,1,50,650000
8,1,50,632000
8,1,50,628000
8,1,50,632000
8,1,50,630000
8,1,50,626000
8,1,50,621000
8,1,50,632000
8,1,50,639000
8,1,50,626000
8,1,50,656000
8,1,50,610000
8,1,50,635000
8,1,50,644000
8,1,50,633000
8,1,50,653000
8,1,50,622000
8,1,50,627000
8,1,50,628000
8,1,50,639000
8,1,50,708000
8,1,50,647000
8,1,50,627000
8,1,50,631000
8,1,50,627000
8,10,50,675000
8,10,50,676000
8,10,50,677000
8,10,50,676000
8,10,50,675000
8,10,50,665000
8,10,50,686000
8,10,50,647000
8,10,50,659000
8,10,50,832000
8,10,50,663000
8,10,50,674000
8,10,50,647000
8,10,50,732000
8,10,50,712000
8,10,50,661000
8,10,50,665000
8,10,50,672000
8,10,50,667000
8,10,50,649000
8,10,50,668000
8,10,50,663000
8,10,50,716000
8,10,50,686000
8,10,50,665000
8,10,50,663000
8,10,50,646000
8,10,50,669000
8,10,50,673000
8,10,50,677000
8,10,50,638000
8,10,50,664000
8,10,50,671000
8,10,50,732000
8,10,50,661000
8,10,50,651000
8,10,50,703000
8,10,50,736000
8,10,50,742000
8,10,50,931000
8,10,50,642000
8,10,50,663000
8,10,50,690000
8,10,50,659000
8,10,50,658000
8,10,50,665000
8,10,50,651000
8,10,50,659000
8,10,50,661000
8,10,50,663000
8,10,50,658000
8,10,50,650000
8,10,50,672000
8,10,50,662000
8,10,50,670000
8,10,50,663000
8,10,50,669000
8,10,50,669000
8,10,50,678000
8,10,50,665000
8,10,50,665000
8,10,50,672000
8,10,50,670000
8,10,50,669000
8,10,50,692000
8,10,50,674000
8,10,50,670000
8,10,50,678000
8,10,50,660000
8,10,50,675000
8,10,50,678000
8,10,50,654000
8,10,50,657000
8,10,50,634000
8,10,50,662000
8,10,50,733000
8,10,50,711000
8,10,50,657000
8,10,50,671000
8,10,50,670000
8,10,50,669000
8,10,50,670000
8,10,50,666000
8,10,50,656000
8,10,50,660000
8,10,50,668000
8,10,50,668000
8,10,50,643000
8,10,50,658000
8,10,50,659000
8,10,50,662000
8,10,50,673000
8,10,50,666000
8,10,50,882000
8,10,50,691000
8,10,50,669000
8,10,50,657000
8,10,50,870000
8,10,50,673000
8,10,50,720000
8,19,50,710000
8,19,50,720000
8,19,50,741000
8,19,50,714000
8,19,50,725000
8,19,50,726000
8,19,50,723000
8,19,50,779000
8,19,50,720000
8,19,50,725000
8,19,50,722000
8,19,50,696000
8,19,50,712000
8,19,50,710000
8,19,50,716000
8,19,50,716000
8,19,50,753000
8,19,50,726000
8,19,50,746000
8,19,50,729000
8,19,50,717000
8,19,50,704000
8,19,50,697000
8,19,50,705000
8,19,50,717000
8,19,50,711000
8,19,50,718000
8,19,50,697000
8,19,50,718000
8,19,50,707000
8,19,50,707000
8,19,50,706000
8,19,50,694000
8,19,50,701000
8,19,50,768000
8,19,50,718000
8,19,50,698000
8,19,50,714000
8,19,50,711000
8,19,50,707000
8,19,50,693000
8,19,50,699000
8,19,50,779000
8,19,50,733000
8,19,50,702000
8,19,50,701000
8,19,50,703000
8,19,50,723000
8,19,50,707000
8,19,50,735000
8,19,50,695000
8,19,50,698000
8,19,50,707000
8,19,50,714000
8,19,50,792000
8,19,50,703000
8,19,50,717000
8,19,50,699000
8,19,50,726000
8,19,50,753000
8,19,50,718000
8,19,50,707000
8,19,50,717000
8,19,50,716000
8,19,50,720000
8,19,50,707000
8,19,50,719000
8,19,50,703000
8,19,50,708000
8,19,50,785000
8,19,50,718000
8,19,50,704000
8,19,50,726000
8,19,50,714000
8,19,50,721000
8,19,50,717000
8,19,50,714000
8,19,50,702000
8,19,50,719000
8,19,50,716000
8,19,50,718000
8,19,50,736000
8,19,50,925000
8,19,50,704000
8,19,50,713000
8,19,50,709000
8,19,50,730000
8,19,50,721000
8,19,50,717000
8,19,50,706000
8,19,50,713000
8,19,50,749000
8,19,50,716000
8,19,50,713000
8,19,50,712000
8,19,50,709000
8,19,50,729000
8,19,50,701000
8,19,50,712000
8,19,50,732000
8,28,50,759000
8,28,50,743000
8,28,50,765000
8,28,50,759000
8,28,50,739000
8,28,50,779000
8,28,50,778000
8,28,50,748000
8,28,50,737000
8,28,50,754000
8,28,50,746000
8,28,50,752000
8,28,50,724000
8,28,50,752000
8,28,50,750000
8,28,50,751000
8,28,50,746000
8,28,50,729000
8,28,50,762000
8,28,50,745000
8,28,50,742000
8,28,50,770000
8,28,50,753000
8,28,50,743000
8,28,50,758000
8,28,50,755000
8,28,50,794000
8,28,50,725000
8,28,50,749000
8,28,50,755000
8,28,50,758000
8,28,50,744000
8,28,50,749000
8,28,50,752000
8,28,50,774000
8,28,50,756000
8,28,50,746000
8,28,50,750000
8,28,50,769000
8,28,50,749000
8,28,50,747000
8,28,50,753000
8,28,50,743000
8,28,50,754000
8,28,50,787000
8,28,50,737000
8,28,50,965000
8,28,50,749000
8,28,50,749000
8,28,50,755000
8,28,50,747000
8,28,50,752000
8,28,50,753000
8,28,50,744000
8,28,50,749000
8,28,50,750000
8,28,50,779000
8,28,50,800000
8,28,50,744000
8,28,50,760000
8,28,50,745000
8,28,50,745000
8,28,50,752000
8,28,50,757000
8,28,50,737000
8,28,50,742000
8,28,50,717000
8,28,50,738000
8,28,50,750000
8,28,50,749000
8,28,50,746000
8,28,50,739000
8,28,50,769000
8,28,50,749000
8,28,50,748000
8,28,50,724000
8,28,50,763000
8,28,50,764000
8,28,50,752000
8,28,50,751000
8,28,50,750000
8,28,50,750000
8,28,50,779000
8,28,50,738000
8,28,50,818000
8,28,50,737000
8,28,50,751000
8,28,50,743000
8,28,50,764000
8,28,50,754000
8,28,50,734000
8,28,50,769000
8,28,50,750000
8,28,50,740000
8,28,50,741000
8,28,50,746000
8,28,50,750000
8,28,50,750000
8,28,50,748000
8,28,50,758000
8,37,50,800000
8,37,50,814000
8,37,50,793000
8,37,50,828000
8,37,50,827000
8,37,50,811000
8,37,50,801000
8,37,50,826000
8,37,50,802000
8,37,50,808000
8,37,50,819000
8,37,50,906000
8,37,50,812000
8,37,50,808000
8,37,50,801000
8,37,50,788000
8,37,50,792000
8,37,50,797000
8,37,50,798000
8,37,50,804000
8,37,50,776000
8,37,50,797000
8,37,50,793000
8,37,50,1817000
8,37,50,780000
8,37,50,797000
8,37,50,819000
8,37,50,805000
8,37,50,799000
8,37,50,789000
8,37,50,823000
8,37,50,807000
8,37,50,806000
8,37,50,800000
8,37,50,801000
8,37,50,826000
8,37,50,807000
8,37,50,793000
8,37,50,788000
8,37,50,811000
8,37,50,790000
8,37,50,819000
8,37,50,815000
8,37,50,795000
8,37,50,811000
8,37,50,814000
8,37,50,799000
8,37,50,798000
8,37,50,792000
8,37,50,800000
8,37,50,825000
8,37,50,800000
8,37,50,836000
8,37,50,802000
8,37,50,799000
8,37,50,797000
8,37,50,806000
8,37,50,808000
8,37,50,813000
8,37,50,802000
8,37,50,811000
8,37,50,813000
8,37,50,798000
8,37,50,796000
8,37,50,856000
8,37,50,789000
8,37,50,836000
8,37,50,787000
8,37,50,818000
8,37,50,829000
8,37,50,801000
8,37,50,822000
8,37,50,799000
8,37,50,811000
8,37,50,805000
8,37,50,808000
8,37,50,797000
8,37,50,799000
8,37,50,795000
8,37,50,800000
8,37,50,801000
8,37,50,800000
8,37,50,811000
8,37,50,815000
8,37,50,799000
8,37,50,797000
8,37,50,785000
8,37,50,847000
8,37,50,863000
8,37,50,798000
8,37,50,793000
8,37,50,811000
8,37,50,818000
8,37,50,814000
8,37,50,791000
8,37,50,811000
8,37,50,795000
8,37,50,808000
8,37,50,801000
8,37,50,791000
8,46,50,846000
8,46,50,851000
8,46,50,843000
8,46,50,834000
8,46,50,833000
8,46,50,836000
8,46,50,834000
8,46,50,836000
8,46,50,825000
8,46,50,843000
8,46,50,833000
8,46,50,843000
8,46,50,827000
8,46,50,845000
8,46,50,838000
8,46,50,836000
8,46,50,857000
8,46,50,842000
8,46,50,825000
8,46,50,1205000
8,46,50,841000
8,46,50,838000
8,46,50,825000
8,46,50,832000
8,46,50,834000
8,46,50,835000
8,46,50,829000
8,46,50,840000
8,46,50,829000
8,46,50,819000
8,46,50,827000
8,46,50,837000
8,46,50,831000
8,46,50,838000
8,46,50,835000
8,46,50,833000
8,46,50,852000
8,46,50,834000
8,46,50,856000
8,46,50,820000
8,46,50,832000
8,46,50,838000
8,46,50,875000
8,46,50,856000
8,46,50,830000
8,46,50,832000
8,46,50,848000
8,46,50,832000
8,46,50,793000
8,46,50,845000
8,46,50,830000
8,46,50,834000
8,46,50,842000
8,46,50,850000
8,46,50,832000
8,46,50,837000
8,46,50,834000
8,46,50,830000
8,46,50,839000
8,46,50,836000
8,46,50,840000
8,46,50,851000
8,46,50,832000
8,46,50,838000
8,46,50,897000
8,46,50,853000
8,46,50,846000
8,46,50,830000
8,46,50,856000
8,46,50,817000
8,46,50,850000
8,46,50,828000
8,46,50,830000
8,46,50,842000
8,46,50,841000
8,46,50,855000
8,46,50,832000
8,46,50,824000
8,46,50,837000
8,46,50,854000
8,46,50,880000
8,46,50,839000
8,46,50,840000
8,46,50,858000
8,46,50,833000
8,46,50,849000
8,46,50,836000
8,46,50,841000
8,46,50,820000
8,46,50,834000
8,46,50,843000
8,46,50,846000
8,46,50,838000
8,46,50,858000
8,46,50,843000
8,46,50,853000
8,46,50,832000
8,46,50,842000
8,46,50,846000
8,46,50,834000
8,55,50,872000
8,55,50,871000
8,55,50,872000
8,55,50,886000
8,55,50,886000
8,55,50,846000
8,55,50,877000
8,55,50,871000
8,55,50,860000
8,55,50,870000
8,55,50,885000
8,55,50,878000
8,55,50,867000
8,55,50,871000
8,55,50,867000
8,55,50,860000
8,55,50,880000
8,55,50,870000
8,55,50,863000
8,55,50,921000
8,55,50,883000
8,55,50,870000
8,55,50,921000
8,55,50,869000
8,55,50,878000
8,55,50,875000
8,55,50,859000
8,55,50,904000
8,55,50,863000
8,55,50,878000
8,55,50,858000
8,55,50,864000
8,55,50,863000
8,55,50,874000
8,55,50,899000
8,55,50,864000
8,55,50,868000
8,55,50,869000
8,55,50,872000
8,55,50,868000
8,55,50,888000
8,55,50,865000
8,55,50,886000
8,55,50,868000
8,55,50,866000
8,55,50,874000
8,55,50,870000
8,55,50,865000
8,55,50,860000
8,55,50,853000
8,55,50,861000
8,55,50,873000
8,55,50,873000
8,55,50,860000
8,55,50,874000
8,55,50,885000
8,55,50,890000
8,55,50,877000
8,55,50,861000
8,55,50,871000
8,55,50,872000
8,55,50,865000
8,55,50,885000
8,55,50,876000
8,55,50,868000
8,55,50,873000
8,55,50,959000
8,55,50,872000
8,55,50,868000
8,55,50,871000
8,55,50,868000
8,55,50,884000
8,55,50,891000
8,55,50,868000
8,55,50,885000
8,55,50,870000
8,55,50,870000
8,55,50,859000
8,55,50,874000
8,55,50,872000
8,55,50,869000
8,55,50,865000
8,55,50,1066000
8,55,50,877000
8,55,50,960000
8,55,50,849000
8,55,50,874000
8,55,50,873000
8,55,50,968000
8,55,50,891000
8,55,50,877000
8,55,50,932000
8,55,50,962000
8,55,50,956000
8,55,50,931000
8,55,50,883000
8,55,50,874000
8,55,50,870000
8,55,50,869000
8,55,50,871000
8,64,50,956000
8,64,50,917000
8,64,50,930000
8,64,50,909000
8,64,50,941000
8,64,50,912000
8,64,50,927000
8,64,50,918000
8,64,50,897000
8,64,50,912000
8,64,50,925000
8,64,50,919000
8,64,50,902000
8,64,50,899000
8,64,50,915000
8,64,50,1897000
8,64,50,1057000
8,64,50,938000
8,64,50,1505000
8,64,50,914000
8,64,50,907000
8,64,50,911000
8,64,50,915000
8,64,50,937000
8,64,50,909000
8,64,50,908000
8,64,50,928000
8,64,50,923000
8,64,50,1215000
8,64,50,908000
8,64,50,908000
8,64,50,915000
8,64,50,910000
8,64,50,942000
8,64,50,912000
8,64,50,926000
8,64,50,924000
8,64,50,938000
8,64,50,915000
8,64,50,913000
8,64,50,970000
8,64,50,922000
8,64,50,912000
8,64,50,916000
8,64,50,910000
8,64,50,919000
8,64,50,931000
8,64,50,954000
8,64,50,910000
8,64,50,1012000
8,64,50,932000
8,64,50,934000
8,64,50,919000
8,64,50,929000
8,64,50,917000
8,64,50,934000
8,64,50,992000
8,64,50,902000
8,64,50,922000
8,64,50,928000
8,64,50,935000
8,64,50,914000
8,64,50,921000
8,64,50,938000
8,64,50,913000
8,64,50,948000
8,64,50,928000
8,64,50,909000
8,64,50,926000
8,64,50,912000
8,64,50,912000
8,64,50,918000
8,64,50,915000
8,64,50,907000
8,64,50,920000
8,64,50,1227000
8,64,50,901000
8,64,50,904000
8,64,50,927000
8,64,50,900000
8,64,50,916000
8,64,50,1230000
8,64,50,921000
8,64,50,897000
8,64,50,923000
8,64,50,908000
8,64,50,940000
8,64,50,913000
8,64,50,925000
8,64,50,915000
8,64,50,920000
8,64,50,968000
8,64,50,908000
8,64,50,1080000
8,64,50,917000
8,64,50,932000
8,64,50,907000
8,64,50,913000
8,64,50,927000
8,64,50,916000
8,73,50,961000
8,73,50,953000
8,73,50,963000
8,73,50,1019000
8,73,50,995000
8,73,50,968000
8,73,50,950000
8,73,50,934000
8,73,50,962000
8,73,50,971000
8,73,50,963000
8,73,50,960000
8,73,50,966000
8,73,50,967000
8,73,50,980000
8,73,50,938000
8,73,50,1079000
8,73,50,950000
8,73,50,929000
8,73,50,963000
8,73,50,966000
8,73,50,977000
8,73,50,1069000
8,73,50,986000
8,73,50,966000
8,73,50,960000
8,73,50,1000000
8,73,50,963000
8,73,50,966000
8,73,50,969000
8,73,50,947000
8,73,50,974000
8,73,50,967000
8,73,50,966000
8,73,50,977000
8,73,50,981000
8,73,50,976000
8,73,50,970000
8,73,50,961000
8,73,50,970000
8,73,50,982000
8,73,50,957000
8,73,50,958000
8,73,50,975000
8,73,50,958000
8,73,50,964000
8,73,50,965000
8,73,50,959000
8,73,50,979000
8,73,50,952000
8,73,50,955000
8,73,50,963000
8,73,50,964000
8,73,50,977000
8,73,50,966000
8,73,50,998000
8,73,50,958000
8,73,50,952000
8,73,50,947000
8,73,50,954000
8,73,50,964000
8,73,50,944000
8,73,50,963000
8,73,50,951000
8,73,50,941000
8,73,50,958000
8,73,50,958000
8,73,50,948000
8,73,50,972000
8,73,50,955000
8,73,50,965000
8,73,50,970000
8,73,50,1006000
8,73,50,965000
8,73,50,971000
8,73,50,959000
8,73,50,961000
8,73,50,970000
8,73,50,948000
8,73,50,975000
8,73,50,957000
8,73,50,969000
8,73,50,945000
8,73,50,971000
8,73,50,1015000
8,73,50,969000
8,73,50,966000
8,73,50,984000
8,73,50,986000
8,73,50,967000
8,73,50,964000
8,73,50,950000
8,73,50,971000
8,73,50,1137000
8,73,50,951000
8,73,50,961000
8,73,50,974000
8,73,50,1061000
8,73,50,972000
8,73,50,971000
8,82,50,1004000
8,82,50,1291000
8,82,50,1111000
8,82,50,1009000
8,82,50,1002000
8,82,50,1043000
8,82,50,1050000
8,82,50,1005000
8,82,50,1015000
8,82,50,1002000
8,82,50,1003000
8,82,50,978000
8,82,50,1006000
8,82,50,1010000
8,82,50,1022000
8,82,50,998000
8,82,50,1003000
8,82,50,1047000
8,82,50,994000
8,82,50,1017000
8,82,50,1001000
8,82,50,994000
8,82,50,1005000
8,82,50,1019000
8,82,50,999000
8,82,50,1049000
8,82,50,1015000
8,82,50,1106000
8,82,50,987000
8,82,50,1003000
8,82,50,990000
8,82,50,997000
8,82,50,995000
8,82,50,1000000
8,82,50,2112000
8,82,50,1002000
8,82,50,1001000
8,82,50,1333000
8,82,50,1009000
8,82,50,1005000
8,82,50,998000
8,82,50,1013000
8,82,50,1005000
8,82,50,995000
8,82,50,1017000
8,82,50,1113000
8,82,50,985000
8,82,50,992000
8,82,50,994000
8,82,50,1038000
8,82,50,989000
8,82,50,1006000
8,82,50,1014000
8,82,50,990000
8,82,50,993000
8,82,50,982000
8,82,50,1002000
8,82,50,1007000
8,82,50,1005000
8,82,50,1010000
8,82,50,995000
8,82,50,1107000
8,82,50,997000
8,82,50,1111000
8,82,50,1007000
8,82,50,1000000
8,82,50,1003000
8,82,50,999000
8,82,50,1004000
8,82,50,1020000
8,82,50,1063000
8,82,50,1004000
8,82,50,984000
8,82,50,1013000
8,82,50,1005000
8,82,50,1028000
8,82,50,1000000
8,82,50,1019000
8,82,50,1008000
8,82,50,999000
8,82,50,999000
8,82,50,1006000
8,82,50,1004000
8,82,50,1009000
8,82,50,1004000
8,82,50,1000000
8,82,50,989000
8,82,50,1014000
8,82,50,1009000
8,82,50,982000
8,82,50,1002000
8,82,50,1018000
8,82,50,1010000
8,82,50,1032000
8,82,50,1001000
8,82,50,1006000
8,82,50,1002000
8,82,50,999000
8,82,50,1080000
8,82,50,999000
8,91,50,1052000
8,91,50,1054000
8,91,50,1060000
8,91,50,1360000
8,91,50,1049000
8,91,50,1044000
8,91,50,1044000
8,91,50,1034000
8,91,50,1050000
8,91,50,1159000
8,91,50,1014000
8,91,50,1043000
8,91,50,1051000
8,91,50,1165000
8,91,50,1038000
8,91,50,1049000
8,91,50,1111000
8,91,50,1037000
8,91,50,1043000
8,91,50,1042000
8,91,50,1061000
8,91,50,1028000
8,91,50,1051000
8,91,50,1032000
8,91,50,1052000
8,91,50,1036000
8,91,50,1023000
8,91,50,1046000
8,91,50,1072000
8,91,50,1035000
8,91,50,1028000
8,91,50,1032000
8,91,50,1029000
8,91,50,1049000
8,91,50,1089000
8,91,50,1033000
8,91,50,1032000
8,91,50,1022000
8,91,50,1063000
8,91,50,1034000
8,91,50,1044000
8,91,50,1066000
8,91,50,1046000
8,91,50,1054000
8,91,50,1040000
8,91,50,1085000
8,91,50,1053000
8,91,50,1146000
8,91,50,1077000
8,91,50,1385000
8,91,50,1027000
8,91,50,1031000
8,91,50,1027000
8,91,50,1049000
8,91,50,1050000
8,91,50,1041000
8,91,50,1042000
8,91,50,1051000
8,91,50,1038000
8,91,50,1044000
8,91,50,1045000
8,91,50,1048000
8,91,50,1041000
8,91,50,1043000
8,91,50,1047000
8,91,50,1049000
8,91,50,1043000
8,91,50,1043000
8,91,50,1102000
8,91,50,1050000
8,91,50,1035000
8,91,50,1036000
8,91,50,1046000
8,91,50,1040000
8,91,50,1056000
8,91,50,1059000
8,91,50,1059000
8,91,50,1063000
8,91,50,1025000
8,91,50,1074000
8,91,50,1045000
8,91,50,1046000
8,91,50,1049000
8,91,50,1037000
8,91,50,1045000
8,91,50,1060000
8,91,50,1068000
8,91,50,1045000
8,91,50,1047000
8,91,50,1055000
8,91,50,1031000
8,91,50,1046000
8,91,50,1059000
8,91,50,1040000
8,91,50,1049000
8,91,50,1046000
8,91,50,1039000
8,91,50,1051000
8,91,50,1052000
8,91,50,1053000
8,50,1,805000
8,50,1,864000
8,50,1,885000
8,50,1,803000
8,50,1,806000
8,50,1,794000
8,50,1,793000
8,50,1,800000
8,50,1,802000
8,50,1,798000
8,50,1,894000
8,50,1,840000
8,50,1,850000
8,50,1,861000
8,50,1,803000
8,50,1,810000
8,50,1,829000
8,50,1,815000
8,50,1,801000
8,50,1,812000
8,50,1,785000
8,50,1,810000
8,50,1,799000
8,50,1,902000
8,50,1,824000
8,50,1,825000
8,50,1,817000
8,50,1,826000
8,50,1,811000
8,50,1,801000
8,50,1,798000
8,50,1,820000
8,50,1,904000
8,50,1,846000
8,50,1,802000
8,50,1,786000
8,50,1,815000
8,50,1,803000
8,50,1,816000
8,50,1,816000
8,50,1,797000
8,50,1,812000
8,50,1,801000
8,50,1,814000
8,50,1,792000
8,50,1,810000
8,50,1,796000
8,50,1,895000
8,50,1,794000
8,50,1,788000
8,50,1,803000
8,50,1,887000
8,50,1,806000
8,50,1,798000
8,50,1,805000
8,50,1,805000
8,50,1,792000
8,50,1,806000
8,50,1,799000
8,50,1,805000
8,50,1,1009000
8,50,1,811000
8,50,1,806000
8,50,1,802000
8,50,1,795000
8,50,1,810000
8,50,1,838000
8,50,1,795000
8,50,1,827000
8,50,1,812000
8,50,1,805000
8,50,1,812000
8,50,1,805000
8,50,1,801000
8,50,1,828000
8,50,1,862000
8,50,1,821000
8,50,1,817000
8,50,1,799000
8,50,1,799000
8,50,1,794000
8,50,1,793000
8,50,1,828000
8,50,1,805000
8,50,1,789000
8,50,1,819000
8,50,1,805000
8,50,1,823000
8,50,1,794000
8,50,1,802000
8,50,1,821000
8,50,1,809000
8,50,1,809000
8,50,1,803000
8,50,1,825000
8,50,1,794000
8,50,1,886000
8,50,1,801000
8,50,1,799000
8,50,1,782000
8,50,10,825000
8,50,10,817000
8,50,10,894000
8,50,10,824000
8,50,10,811000
8,50,10,820000
8,50,10,825000
8,50,10,808000
8,50,10,815000
8,50,10,810000
8,50,10,896000
8,50,10,827000
8,50,10,820000
8,50,10,808000
8,50,10,824000
8,50,10,807000
8,50,10,817000
8,50,10,827000
8,50,10,806000
8,50,10,837000
8,50,10,814000
8,50,10,823000
8,50,10,815000
8,50,10,822000
8,50,10,813000
8,50,10,817000
8,50,10,817000
8,50,10,819000
8,50,10,807000
8,50,10,789000
8,50,10,818000
8,50,10,907000
8,50,10,1153000
8,50,10,815000
8,50,10,861000
8,50,10,820000
8,50,10,821000
8,50,10,814000
8,50,10,824000
8,50,10,820000
8,50,10,898000
8,50,10,910000
8,50,10,903000
8,50,10,818000
8,50,10,820000
8,50,10,811000
8,50,10,817000
8,50,10,817000
8,50,10,816000
8,50,10,792000
8,50,10,805000
8,50,10,824000
8,50,10,815000
8,50,10,806000
8,50,10,809000
8,50,10,822000
8,50,10,892000
8,50,10,818000
8,50,10,813000
8,50,10,812000
8,50,10,808000
8,50,10,806000
8,50,10,822000
8,50,10,813000
8,50,10,814000
8,50,10,813000
8,50,10,815000
8,50,10,819000
8,50,10,822000
8,50,10,816000
8,50,10,814000
8,50,10,822000
8,50,10,820000
8,50,10,807000
8,50,10,848000
8,50,10,854000
8,50,10,856000
8,50,10,1086000
8,50,10,820000
8,50,10,833000
8,50,10,835000
8,50,10,824000
8,50,10,792000
8,50,10,837000
8,50,10,827000
8,50,10,816000
8,50,10,817000
8,50,10,814000
8,50,10,821000
8,50,10,817000
8,50,10,803000
8,50,10,811000
8,50,10,820000
8,50,10,811000
8,50,10,817000
8,50,10,814000
8,50,10,819000
8,50,10,907000
8,50,10,818000
8,50,10,817000
8,50,19,795000
8,50,19,819000
8,50,19,818000
8,50,19,802000
8,50,19,808000
8,50,19,814000
8,50,19,802000
8,50,19,806000
8,50,19,800000
8,50,19,822000
8,50,19,807000
8,50,19,801000
8,50,19,804000
8,50,19,808000
8,50,19,813000
8,50,19,796000
8,50,19,816000
8,50,19,793000
8,50,19,826000
8,50,19,830000
8,50,19,805000
8,50,19,805000
8,50,19,805000
8,50,19,821000
8,50,19,816000
8,50,19,809000
8,50,19,800000
8,50,19,816000
8,50,19,816000
8,50,19,795000
8,50,19,812000
8,50,19,821000
8,50,19,808000
8,50,19,807000
8,50,19,811000
8,50,19,790000
8,50,19,811000
8,50,19,876000
8,50,19,807000
8,50,19,831000
8,50,19,812000
8,50,19,801000
8,50,19,885000
8,50,19,819000
8,50,19,812000
8,50,19,820000
8,50,19,800000
8,50,19,826000
8,50,19,805000
8,50,19,819000
8,50,19,826000
8,50,19,801000
8,50,19,800000
8,50,19,804000
8,50,19,797000
8,50,19,814000
8,50,19,794000
8,50,19,811000
8,50,19,812000
8,50,19,865000
8,50,19,874000
8,50,19,808000
8,50,19,827000
8,50,19,880000
8,50,19,826000
8,50,19,823000
8,50,19,891000
8,50,19,810000
8,50,19,790000
8,50,19,869000
8,50,19,801000
8,50,19,794000
8,50,19,817000
8,50,19,797000
8,50,19,801000
8,50,19,813000
8,50,19,828000
8,50,19,801000
8,50,19,837000
8,50,19,810000
8,50,19,795000
8,50,19,806000
8,50,19,822000
8,50,19,818000
8,50,19,802000
8,50,19,809000
8,50,19,810000
8,50,19,805000
8,50,19,809000
8,50,19,802000
8,50,19,811000
8,50,19,815000
8,50,19,819000
8,50,19,807000
8,50,19,803000
8,50,19,850000
8,50,19,801000
8,50,19,810000
8,50,19,796000
8,50,19,807000
8,50,28,899000
8,50,28,824000
8,50,28,818000
8,50,28,839000
8,50,28,826000
8,50,28,822000
8,50,28,857000
8,50,28,823000
8,50,28,818000
8,50,28,816000
8,50,28,812000
8,50,28,802000
8,50,28,820000
8,50,28,880000
8,50,28,826000
8,50,28,817000
8,50,28,814000
8,50,28,822000
8,50,28,811000
8,50,28,823000
8,50,28,841000
8,50,28,918000
8,50,28,808000
8,50,28,802000
8,50,28,838000
8,50,28,813000
8,50,28,825000
8,50,28,820000
8,50,28,817000
8,50,28,857000
8,50,28,813000
8,50,28,825000
8,50,28,807000
8,50,28,808000
8,50,28,825000
8,50,28,824000
8,50,28,811000
8,50,28,966000
8,50,28,859000
8,50,28,812000
8,50,28,822000
8,50,28,815000
8,50,28,819000
8,50,28,829000
8,50,28,855000
8,50,28,817000
8,50,28,821000
8,50,28,818000
8,50,28,798000
8,50,28,804000
8,50,28,864000
8,50,28,823000
8,50,28,814000
8,50,28,839000
8,50,28,851000
8,50,28,830000
8,50,28,893000
8,50,28,1165000
8,50,28,823000
8,50,28,816000
8,50,28,814000
8,50,28,862000
8,50,28,815000
8,50,28,795000
8,50,28,819000
8,50,28,819000
8,50,28,837000
8,50,28,819000
8,50,28,848000
8,50,28,809000
8,50,28,1885000
8,50,28,824000
8,50,28,808000
8,50,28,815000
8,50,28,818000
8,50,28,830000
8,50,28,821000
8,50,28,814000
8,50,28,812000
8,50,28,822000
8,50,28,821000
8,50,28,822000
8,50,28,801000
8,50,28,817000
8,50,28,815000
8,50,28,822000
8,50,28,817000
8,50,28,820000
8,50,28,820000
8,50,28,837000
8,50,28,818000
8,50,28,836000
8,50,28,810000
8,50,28,827000
8,50,28,818000
8,50,28,815000
8,50,28,811000
8,50,28,820000
8,50,28,825000
8,50,28,814000
8,50,37,937000
8,50,37,829000
8,50,37,816000
8,50,37,837000
8,50,37,829000
8,50,37,834000
8,50,37,845000
8,50,37,834000
8,50,37,829000
8,50,37,812000
8,50,37,819000
8,50,37,837000
8,50,37,824000
8,50,37,828000
8,50,37,838000
8,50,37,822000
8,50,37,832000
8,50,37,823000
8,50,37,835000
8,50,37,813000
8,50,37,832000
8,50,37,818000
8,50,37,810000
8,50,37,827000
8,50,37,835000
8,50,37,847000
8,50,37,866000
8,50,37,835000
8,50,37,834000
8,50,37,938000
8,50,37,831000
8,50,37,813000
8,50,37,836000
8,50,37,824000
8,50,37,841000
8,50,37,826000
8,50,37,836000
8,50,37,826000
8,50,37,839000
8,50,37,828000
8,50,37,829000
8,50,37,849000
8,50,37,1106000
8,50,37,840000
8,50,37,827000
8,50,37,822000
8,50,37,822000
