Pallet: "pallet-staking", Extrinsic: "do_slash", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
l,extrinsic_time,storage_root_time
1,1980105,126300
1,2739806,192000
1,2303905,122000
1,1882704,119001
1,2071305,121200
1,2140605,135000
1,3653208,144201
1,1883204,118901
1,2358905,151700
1,2068805,120400
100,2154205,149600
100,2604206,123300
100,2162605,119200
100,2197105,126700
100,2521506,121300
100,2225104,125601
100,2034805,115900
100,2481805,129100
100,3646907,265501
100,2050904,166500
199,2432805,127500
199,2572206,170000
199,2162505,130300
199,2023505,126900
199,2545605,144801
199,2157605,127700
199,1948104,140000
199,2083305,130900
199,2849006,228001
199,2050605,120800
298,2385505,146100
298,2205305,166300
298,2145604,121001
298,2619105,147501
298,3090907,154800
298,1959904,120800
298,2403506,180800
298,3720808,138801
298,2014305,128900
298,1877904,123701
397,3072906,161601
397,2092904,151000
397,3505408,156800
397,2196105,126200
397,1954604,123700
397,2546605,146200
397,2162105,125100
397,2414305,163601
397,2147204,135201
397,2148105,137500
496,2022304,125000
496,2525906,163100
496,2509305,272201
496,2337105,127600
496,2066704,166201
496,2191405,151300
496,2174205,128200
496,2523906,133100
496,2422005,127601
496,2870506,149301
595,2151605,124500
595,1962905,123900
595,2219005,126000
595,2231405,126200
595,2567506,128400
595,2249205,127600
595,2514505,138300
595,2207205,127700
595,2300205,127001
595,1996805,129000
694,2139905,125100
694,2383605,128300
694,2429505,165001
694,2259505,164900
694,2288204,223101
694,2214405,227900
694,2104504,147601
694,2124204,138201
694,2074905,130400
694,2413705,189900
793,2106904,127200
793,2384706,180700
793,2348405,141400
793,2494206,178200
793,2157105,127400
793,2325405,148501
793,2538505,156400
793,2581005,160601
793,2096205,150700
793,2345205,147301
892,2494005,145200
892,1998504,129100
892,1991004,128901
892,2539305,172001
892,2342705,134800
892,2285605,128600
892,2145805,127900
892,2133705,149500
892,2463105,131201
892,2245904,201501
991,1965104,126801
991,2580105,154700
991,2054104,195401
991,2259705,129900
991,2574305,145100
991,2589505,187601
991,2347405,131400
991,4058508,189801
991,2226904,128001
991,2400305,129100
