Pallet: "pallet-staking", Extrinsic: "set_invulnerables", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
v,extrinsic_time,storage_root_time
0,37000,275200
0,47301,274100
0,15300,91800
0,16900,281500
0,17000,74400
0,17900,254300
0,35100,80500
0,35000,75800
0,17900,78600
0,15000,73600
100,20000,203900
100,20700,83200
100,18100,78400
100,18000,79701
100,20400,86100
100,20400,231900
100,18700,141900
100,19900,103200
100,19700,101600
100,17300,80900
200,22300,89100
200,22100,108200
200,21000,91900
200,20200,86100
200,34400,163300
200,23000,241500
200,21100,105400
200,19700,126500
200,40700,90700
200,22000,221900
300,28500,222001
300,39800,92801
300,26200,86900
300,28500,135700
300,23600,92901
300,29300,251700
300,65300,105700
300,27600,105200
300,25000,124100
300,30400,121600
400,27600,254301
400,34100,119900
400,40200,235100
400,27100,237100
400,31200,238300
400,26800,100100
400,26100,224800
400,29500,256100
400,29300,238900
400,33600,102700
500,28800,238400
500,30000,212200
500,29501,229700
500,34201,250300
500,31600,107200
500,33300,245501
500,28100,230900
500,34200,289101
500,45600,222001
500,39100,236000
600,39900,265500
600,40600,360900
600,31700,114801
600,75800,381100
600,64100,397200
600,30200,217400
600,33900,129601
600,46200,110800
600,55200,135800
600,32001,114500
700,38800,234501
700,28100,289500
700,56000,193700
700,39800,295200
700,36300,246201
700,35100,118200
700,35600,266800
700,44800,261900
700,37800,143900
700,52200,254401
800,67100,156500
800,36200,151300
800,36500,135300
800,52000,158000
800,38100,279600
800,36500,362600
800,50100,252400
800,44800,300900
800,33800,351400
800,48800,255500
900,77500,304900
900,74300,271901
900,36000,236900
900,64600,252900
900,40800,178000
900,56200,291700
900,48400,280400
900,38700,237500
900,48500,251800
900,44700,345600
1000,114400,281700
1000,71900,273900
1000,99401,323500
1000,54600,396201
1000,52100,332300
1000,56200,353800
1000,56700,320200
1000,42600,275600
1000,67000,286500
1000,45600,247200
