Pallet: "pallet-staking", Extrinsic: "set_validator_count", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
c,extrinsic_time,storage_root_time
0,38200,226200
0,15600,95900
0,14100,67600
0,16900,71300
0,14700,72100
0,15800,74900
0,17400,203400
0,16100,196300
0,14800,71500
0,12100,65300
100,15800,74001
100,16700,81500
100,17000,81600
100,14000,70700
100,34300,211900
100,14500,74601
100,32700,73100
100,14400,75000
100,30000,72100
100,18100,229001
200,15100,74000
200,16100,94400
200,13900,67600
200,17900,254001
200,17300,79000
200,18400,217900
200,13900,89000
200,15700,70100
200,15400,73400
200,16400,75400
300,14800,88701
300,16800,210100
300,15200,74000
300,16200,201600
300,17200,84800
300,15300,73400
300,16400,200400
300,41300,95201
300,14600,287500
300,15200,266600
400,15600,76100
400,19901,246900
400,15400,71501
400,15600,199701
400,18700,173600
400,15100,72600
400,16900,184500
400,15900,285101
400,17900,257800
400,17700,84600
500,17500,99500
500,15600,75701
500,64900,96000
500,15300,75300
500,18800,128400
500,18100,92600
500,17300,78200
500,14200,72500
500,16500,276200
500,30900,268800
600,32900,317100
600,21100,311100
600,32600,78500
600,19100,90501
600,17300,89100
600,17000,83100
600,17800,239100
600,17400,86300
600,16400,100400
600,16900,78700
700,15100,93800
700,54800,257500
700,18100,268501
700,18900,205600
700,16600,253800
700,14900,71400
700,16000,183900
700,34500,84100
700,16800,196100
700,16500,246900
800,16100,75200
800,14200,71900
800,13400,71300
800,17700,84001
800,21200,98700
800,33100,234500
800,30400,86601
800,14700,73300
800,16600,217001
800,16500,75500
900,13600,71200
900,16200,207900
900,16000,74600
900,15000,140000
900,18000,79200
900,15100,70200
900,16300,95900
900,15500,193300
900,15900,78200
900,15800,250800
1000,15200,75400
1000,17500,84000
1000,14100,69200
1000,16400,96801
1000,19300,92200
1000,17100,206500
1000,33800,200900
1000,15300,74900
1000,16100,132400
1000,34800,97900
