Pallet: "pallet-identity", Extrinsic: "clear_identity", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
r,s,x,extrinsic_time,storage_root_time
1,100,100,2622603,651401
1,100,100,2710003,628201
1,100,100,2970904,669400
1,100,100,3172904,740001
1,100,100,2509603,562101
1,100,100,2776204,796200
1,100,100,2722503,999401
1,100,100,2728704,639401
1,100,100,2732503,722901
1,100,100,2439903,591701
5,100,100,2490903,567001
5,100,100,2586403,575100
5,100,100,2796203,639201
5,100,100,2734804,635100
5,100,100,3798804,689001
5,100,100,3864105,779401
5,100,100,3056604,593501
5,100,100,5963207,617901
5,100,100,3322304,914501
5,100,100,3034104,934401
9,100,100,2546504,682100
9,100,100,2722903,575501
9,100,100,2482503,675001
9,100,100,2814903,677601
9,100,100,3107503,650401
9,100,100,2479703,646600
9,100,100,2736703,566901
9,100,100,2677704,642301
9,100,100,2852704,710001
9,100,100,2830003,622001
13,100,100,2578403,590601
13,100,100,3155204,996701
13,100,100,2917804,680501
13,100,100,2501003,606201
13,100,100,4117805,840601
13,100,100,2968104,682601
13,100,100,2673903,776401
13,100,100,3004503,802801
13,100,100,2896004,676801
13,100,100,2905403,773301
17,100,100,2400303,593301
17,100,100,2516904,635800
17,100,100,3288504,710501
17,100,100,2639403,725301
17,100,100,2608303,674901
17,100,100,2543703,638201
17,100,100,3130303,891301
17,100,100,2572303,874801
17,100,100,2774403,742901
17,100,100,2603104,652600
21,100,100,3173304,728901
21,100,100,2562703,690901
21,100,100,2528003,618201
21,100,100,2879804,895901
21,100,100,2758504,736101
21,100,100,2680003,787601
21,100,100,2897204,718300
21,100,100,4152505,677601
21,100,100,2504103,668701
21,100,100,2681804,1052101
25,100,100,2520503,643201
25,100,100,2981103,736301
25,100,100,2412803,646201
25,100,100,2765103,609401
25,100,100,2473603,666101
25,100,100,2686703,665301
25,100,100,3336304,989402
25,100,100,2498603,643601
25,100,100,2483303,624600
25,100,100,3179404,776001
29,100,100,3670005,945201
29,100,100,2664404,632100
29,100,100,2533803,756601
29,100,100,2901004,585900
29,100,100,2878204,613301
29,100,100,2412803,580701
29,100,100,3067304,730501
29,100,100,2900603,664701
29,100,100,2600103,584101
29,100,100,2590203,648801
33,100,100,2658703,651501
33,100,100,2433403,670000
33,100,100,2653104,589900
33,100,100,2523703,825901
33,100,100,2826603,704701
33,100,100,2676203,611901
33,100,100,3708804,679901
33,100,100,2929003,867801
33,100,100,3031503,723101
33,100,100,2584703,646901
37,100,100,2645304,668700
37,100,100,2745703,638201
37,100,100,2751503,650701
37,100,100,2580703,656701
37,100,100,3625305,723201
37,100,100,2583703,799801
37,100,100,3234504,747001
37,100,100,2689803,613801
37,100,100,3031303,886202
37,100,100,2570203,605001
41,100,100,2815304,748201
41,100,100,2940004,705801
41,100,100,2575503,659501
41,100,100,3327904,692701
41,100,100,2958804,622401
41,100,100,2539503,681001
41,100,100,2815804,663300
