Pallet: "pallet-staking", Extrinsic: "payout_validator", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
n,extrinsic_time,storage_root_time
1,2486502,158500
1,2873302,139900
1,2314602,139101
1,2334902,164101
1,2371102,285500
1,2742003,229100
1,2460902,144200
1,3428203,145400
1,2264502,130600
1,2222202,152500
2,2540603,150000
2,2554403,140900
2,2769503,177700
2,3438903,142600
2,2589802,159200
2,2341902,160600
2,2331102,164200
2,2261602,137801
2,2304902,156700
2,2160302,136600
3,2403402,227501
3,2824502,243900
3,2788002,142201
3,2128402,136000
3,2914502,220201
3,2966803,182900
3,2359302,138200
3,2436202,136700
3,2676003,231800
3,2282602,175900
4,2693803,134800
4,2455502,179400
4,2415802,196101
4,2333902,137201
4,2202202,136601
4,2716102,145700
4,2260402,147200
4,2852302,144100
4,3045603,188600
4,2468502,146900
5,2269802,200300
5,2285202,139900
5,2663602,142500
5,2126302,140400
5,2419402,159300
5,2173001,138201
5,2156902,133500
5,2563203,140700
5,2448702,166400
5,2628702,156301
6,2732503,134600
6,2410302,160000
6,2442602,135200
6,2127502,137300
6,2142402,139300
6,2735303,164200
6,2710403,149300
6,2213802,139100
6,2401202,145000
6,2480502,158300
7,2605802,156300
7,2943702,372501
7,2145902,135500
7,2402002,157700
7,2990203,168800
7,2458102,135000
7,2373602,134500
7,2609402,165700
7,2528103,140600
7,2521002,182201
8,2636502,136501
8,2655003,168400
8,2507302,137201
8,2725902,252100
8,2602602,147501
8,2205102,136800
8,2253502,173100
8,2786002,145900
8,2445102,144800
8,2722402,155400
9,2422802,150100
9,2328202,244400
9,2183702,140200
9,2634903,170500
9,2791302,196800
9,2699402,166300
9,2536302,144400
9,2232302,151400
9,2724603,195500
9,2345102,200700
10,2249402,162201
10,2509602,163500
10,2549902,232700
10,2642003,174200
10,2454902,178000
10,2270402,158100
10,2303303,366800
10,2876402,183800
10,3068403,188600
10,2724302,156000
11,2669303,219100
11,2386802,162200
11,3706103,232901
11,2318102,171300
11,2582102,154501
11,2642202,175900
11,2653602,179900
11,2777503,224900
11,3032503,234200
11,2577903,185100
12,6958806,201800
12,2433802,176100
12,2281402,200000
12,2573502,222000
12,2253902,179500
12,2716803,285300
12,2344902,184100
12,2314702,169201
12,2371902,156700
12,2278303,189300
13,2295102,155700
13,2846803,161200
13,2548102,155500
13,2352602,209401
13,2616402,166500
13,2609002,261600
13,2717603,230400
13,3002102,197201
13,2418903,168800
13,2803602,170300
14,2537403,165800
14,2486003,175800
14,2509502,156700
14,2487702,158700
14,2839403,177000
14,2944003,184500
14,2407002,199500
14,2109602,157800
14,2650203,185000
14,2684602,166900
15,2634803,154000
15,2757602,212000
15,2583102,232000
15,2512702,308201
15,2330102,187000
15,3295503,264200
15,2675803,181200
15,3136803,329200
15,2754602,206901
15,2636702,188900
16,2381702,161201
16,2922003,177000
16,2988403,189800
16,2484802,186000
16,3166003,201500
16,2529002,188100
16,2568902,184100
16,2680702,182401
16,2424903,161400
16,2567602,170500
