Pallet: "pallet-identity", Extrinsic: "kill_identity", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
r,s,x,extrinsic_time,storage_root_time
50,100,55,4409598,699700
50,100,55,4657598,711500
50,100,55,4893498,892400
50,100,55,4974998,717700
50,100,55,5293898,693900
50,100,55,4630599,717100
50,100,55,5269499,801299
50,100,55,4727399,715800
50,100,64,4412799,753000
50,100,64,5532798,656400
50,100,64,10989397,1309200
50,100,64,4672299,725700
50,100,64,4678099,1006500
50,100,64,5761498,994200
50,100,64,6182598,874400
50,100,64,6629698,1179800
50,100,64,5136699,950500
50,100,64,5369298,1301900
50,100,73,4903399,712000
50,100,73,5414499,945399
50,100,73,4619199,704799
50,100,73,4498099,691000
50,100,73,4728499,775400
50,100,73,4513399,663100
50,100,73,4511400,736800
50,100,73,4299300,858199
50,100,73,4362699,660600
50,100,73,5003099,864100
50,100,82,5033899,936400
50,100,82,5365499,869000
50,100,82,4701299,783900
50,100,82,5738099,752400
50,100,82,5274199,944000
50,100,82,4377199,681400
50,100,82,4765300,711700
50,100,82,4645199,793000
50,100,82,4902900,793399
50,100,82,5331599,764400
50,100,91,5021199,753000
50,100,91,4988800,781500
50,100,91,8752700,1138700
50,100,91,4554200,734200
50,100,91,4321500,680600
50,100,91,5166000,683500
50,100,91,4526100,717500
50,100,91,4351800,663300
50,100,91,4512600,660000
50,100,91,4563299,652500
50,100,100,4410699,816700
50,100,100,4952000,724900
50,100,100,4463800,649900
50,100,100,4949600,913100
50,100,100,6294600,712400
50,100,100,5020500,979800
50,100,100,4457500,691000
50,100,100,4234600,652200
50,100,100,4898700,777800
50,100,100,4595900,795400
