Pallet: "pallet-staking", Extrinsic: "rebond", Lowest values: [], Highest values: [], Steps: [10], Repeat: 10
l,extrinsic_time,storage_root_time
1,148901,97800
1,177300,142200
1,199400,154900
1,282100,222600
1,138800,88800
1,360101,127200
1,208101,95600
1,264601,115600
1,144200,110601
1,241800,115200
100,163600,165000
100,201000,137000
100,165400,110700
100,314300,89801
100,189700,110900
100,186000,133200
100,183100,98200
100,158400,95000
100,237500,156100
100,187600,139700
199,215700,111101
199,188200,106000
199,160600,122600
199,6478806,86100
199,174500,86900
199,290901,85900
199,200301,112100
199,149400,86200
199,188700,85200
199,148700,86500
298,348500,97400
298,332000,110200
298,370400,133200
298,161501,88700
298,173700,97000
298,183000,188401
298,180800,99000
298,365900,87200
298,167300,94400
298,325901,97900
397,168800,107700
397,163800,88100
397,166100,89500
397,299200,88200
397,395200,126000
397,224100,107001
397,236000,117000
397,194900,102600
397,467500,141501
397,188300,98401
496,255500,123600
496,241600,108100
496,492201,187600
496,240800,129700
496,197500,102100
496,198600,100900
496,200200,100500
496,220601,215400
496,229900,124100
496,250700,142700
595,202700,98900
595,195300,88900
595,247000,112600
595,255600,140800
595,218701,107700
595,319401,169000
595,236200,121501
595,220600,108301
595,253000,105200
595,235500,116300
694,186901,91400
694,422700,138300
694,231900,102700
694,277500,191700
694,240500,110100
694,322600,99300
694,252100,132400
694,240400,183801
694,276801,130700
694,232900,111900
793,257801,139200
793,271901,112200
793,262000,122100
793,244301,113100
793,292901,103600
793,696501,127700
793,251700,131400
793,295800,159400
793,379800,144300
793,233200,103500
892,227400,137700
892,261600,104600
892,342300,92900
892,233800,104900
892,213000,127700
892,341201,113600
892,269700,118000
892,197400,92600
892,342700,92200
892,209500,110200
991,243401,117200
991,208100,117400
991,7656407,91100
991,233600,95200
991,607600,183700
991,243800,91500
991,246700,109600
991,475000,142900
991,622201,100000
991,424801,108300
