Pallet: "balances", Extrinsic: "transfer", Steps: 100, Repeat: 10
E,U,time
2,500,1307000
2,500,444000
2,500,440000
2,500,564000
2,500,441000
2,500,423000
2,500,479000
2,500,487000
2,500,469000
2,500,581000
11,500,460000
11,500,477000
11,500,442000
11,500,594000
11,500,462000
11,500,456000
11,500,457000
11,500,455000
11,500,467000
11,500,475000
20,500,461000
20,500,566000
20,500,662000
20,500,409000
20,500,428000
20,500,450000
20,500,449000
20,500,449000
20,500,609000
20,500,538000
29,500,493000
29,500,431000
29,500,471000
29,500,467000
29,500,474000
29,500,425000
29,500,442000
29,500,515000
29,500,439000
29,500,454000
38,500,513000
38,500,472000
38,500,467000
38,500,466000
38,500,441000
38,500,459000
38,500,459000
38,500,463000
38,500,467000
38,500,458000
47,500,478000
47,500,451000
47,500,477000
47,500,458000
47,500,479000
47,500,463000
47,500,492000
47,500,431000
47,500,463000
47,500,626000
56,500,496000
56,500,468000
56,500,441000
56,500,445000
56,500,424000
56,500,442000
56,500,444000
56,500,416000
56,500,454000
56,500,434000
65,500,448000
65,500,470000
65,500,450000
65,500,455000
65,500,427000
65,500,427000
65,500,414000
65,500,448000
65,500,445000
65,500,434000
74,500,465000
74,500,444000
74,500,463000
74,500,463000
74,500,448000
74,500,442000
74,500,448000
74,500,487000
74,500,441000
74,500,438000
83,500,496000
83,500,449000
83,500,466000
83,500,465000
83,500,444000
83,500,459000
83,500,459000
83,500,447000
83,500,454000
83,500,443000
92,500,520000
92,500,438000
92,500,451000
92,500,439000
92,500,442000
92,500,434000
92,500,474000
92,500,438000
92,500,456000
92,500,442000
101,500,446000
101,500,445000
101,500,439000
101,500,558000
101,500,447000
101,500,443000
101,500,431000
101,500,426000
101,500,447000
101,500,450000
110,500,460000
110,500,444000
110,500,456000
110,500,455000
110,500,536000
110,500,479000
110,500,468000
110,500,457000
110,500,527000
110,500,484000
119,500,444000
119,500,447000
119,500,446000
119,500,436000
119,500,445000
119,500,446000
119,500,462000
119,500,454000
119,500,441000
119,500,436000
128,500,443000
128,500,439000
128,500,532000
128,500,449000
128,500,446000
128,500,442000
128,500,453000
128,500,439000
128,500,455000
128,500,471000
137,500,453000
137,500,432000
137,500,460000
137,500,501000
137,500,428000
137,500,447000
137,500,449000
137,500,491000
137,500,449000
137,500,495000
146,500,461000
146,500,459000
146,500,457000
146,500,452000
146,500,528000
146,500,559000
146,500,459000
146,500,462000
146,500,483000
146,500,556000
155,500,462000
155,500,477000
155,500,472000
155,500,473000
155,500,415000
155,500,483000
155,500,451000
155,500,443000
155,500,440000
155,500,439000
164,500,516000
164,500,556000
164,500,493000
164,500,501000
164,500,505000
164,500,448000
164,500,454000
164,500,530000
164,500,420000
164,500,449000
173,500,608000
173,500,454000
173,500,412000
173,500,434000
173,500,433000
173,500,418000
173,500,605000
173,500,465000
173,500,417000
173,500,488000
182,500,456000
182,500,572000
182,500,494000
182,500,493000
182,500,498000
182,500,435000
182,500,545000
182,500,510000
182,500,469000
182,500,457000
191,500,973000
191,500,469000
191,500,470000
191,500,460000
191,500,500000
191,500,674000
191,500,450000
191,500,449000
191,500,519000
191,500,457000
200,500,641000
200,500,495000
200,500,457000
200,500,436000
200,500,435000
200,500,543000
200,500,455000
200,500,502000
200,500,454000
200,500,496000
209,500,488000
209,500,499000
209,500,478000
209,500,440000
209,500,479000
209,500,497000
209,500,508000
209,500,434000
209,500,442000
209,500,528000
218,500,504000
218,500,470000
218,500,433000
218,500,447000
218,500,429000
218,500,449000
218,500,457000
218,500,449000
218,500,471000
218,500,469000
227,500,467000
227,500,511000
227,500,530000
227,500,694000
227,500,474000
227,500,396000
227,500,430000
227,500,427000
227,500,474000
227,500,455000
236,500,441000
236,500,438000
236,500,484000
236,500,589000
236,500,409000
236,500,419000
236,500,583000
236,500,441000
236,500,474000
236,500,420000
245,500,937000
245,500,454000
245,500,451000
245,500,500000
245,500,430000
245,500,470000
245,500,475000
245,500,491000
245,500,461000
245,500,458000
254,500,482000
254,500,463000
254,500,488000
254,500,559000
254,500,650000
254,500,468000
254,500,713000
254,500,509000
254,500,517000
254,500,469000
263,500,445000
263,500,447000
263,500,459000
263,500,477000
263,500,516000
263,500,490000
263,500,489000
263,500,443000
263,500,441000
263,500,450000
272,500,447000
272,500,434000
272,500,577000
272,500,567000
272,500,474000
272,500,471000
272,500,481000
272,500,422000
272,500,488000
272,500,456000
281,500,463000
281,500,832000
281,500,439000
281,500,579000
281,500,454000
281,500,487000
281,500,448000
281,500,471000
281,500,503000
281,500,453000
290,500,508000
290,500,464000
290,500,451000
290,500,459000
290,500,490000
290,500,455000
290,500,455000
290,500,408000
290,500,486000
290,500,427000
299,500,521000
299,500,476000
299,500,721000
299,500,616000
299,500,446000
299,500,486000
299,500,471000
299,500,504000
299,500,496000
299,500,517000
308,500,605000
308,500,470000
308,500,432000
308,500,430000
308,500,480000
308,500,428000
308,500,422000
308,500,456000
308,500,504000
308,500,488000
317,500,472000
317,500,484000
317,500,461000
317,500,487000
317,500,501000
317,500,500000
317,500,471000
317,500,474000
317,500,441000
317,500,468000
326,500,447000
326,500,479000
326,500,459000
326,500,556000
326,500,444000
326,500,453000
326,500,441000
326,500,443000
326,500,690000
326,500,449000
335,500,451000
335,500,486000
335,500,432000
335,500,449000
335,500,513000
335,500,486000
335,500,445000
335,500,451000
335,500,459000
335,500,433000
344,500,448000
344,500,444000
344,500,448000
344,500,431000
344,500,466000
344,500,515000
344,500,475000
344,500,513000
344,500,471000
344,500,445000
353,500,465000
353,500,465000
353,500,441000
353,500,452000
353,500,452000
353,500,439000
353,500,427000
353,500,439000
353,500,451000
353,500,514000
362,500,441000
362,500,445000
362,500,456000
362,500,434000
362,500,455000
362,500,463000
362,500,460000
362,500,461000
362,500,463000
362,500,516000
371,500,439000
371,500,498000
371,500,447000
371,500,436000
371,500,444000
371,500,448000
371,500,461000
371,500,671000
371,500,449000
371,500,491000
380,500,454000
380,500,452000
380,500,458000
380,500,465000
380,500,489000
380,500,448000
380,500,464000
380,500,454000
380,500,499000
380,500,492000
389,500,475000
389,500,776000
389,500,459000
389,500,564000
389,500,433000
389,500,495000
389,500,442000
389,500,513000
389,500,447000
389,500,430000
398,500,451000
398,500,464000
398,500,482000
398,500,462000
398,500,460000
398,500,507000
398,500,443000
398,500,462000
398,500,515000
398,500,479000
407,500,657000
407,500,460000
407,500,523000
407,500,681000
407,500,465000
407,500,511000
407,500,490000
407,500,519000
407,500,457000
407,500,524000
416,500,447000
416,500,481000
416,500,516000
416,500,443000
416,500,440000
416,500,432000
416,500,457000
416,500,441000
416,500,458000
416,500,476000
425,500,433000
425,500,456000
425,500,479000
425,500,497000
425,500,442000
425,500,591000
425,500,471000
425,500,425000
425,500,464000
425,500,516000
